site_id,site_status,nrmse_pct,rmse_MW,mae_MW,bias_MW,n_samples,capacity_mw
S062,正常评价,5.416153415854456,0.24121814145122678,0.16312104458400187,0.04630528164141181,1708,4.45368
S023,正常评价,6.100328484049767,0.9986237728389469,0.6357223294128491,0.049966165384500015,1708,16.37
S049,正常评价,6.376796723313688,0.89912833798723,0.5504977719336815,-0.013169700836446852,1708,14.1
S031,测试期分布漂移,6.61231090920495,0.06097873120468806,0.04146372208436899,0.018688675886371766,1708,0.9222
S077,测试期无有效发电,6.763424779866946,0.06093845726660118,0.039300767656606325,0.039300767656606325,1708,0.901
S047,正常评价,6.893174566732737,0.33087237920317136,0.21345343831425048,0.02698502815542565,1708,4.8
S010,测试期分布漂移,7.235768906960102,0.14471537813920204,0.09929413516581712,0.04799068862370541,1708,2.0
S070,测试期分布漂移,7.245181559867535,0.15214881275721823,0.09984578337070635,0.039170100771896414,1708,2.1
S017,测试期分布漂移,7.315810841926275,0.06979283543197666,0.052054016802380525,0.012726440082497244,1708,0.954
S048,正常评价,7.3572905539354,0.294291622157416,0.16891956402086877,0.008503123506909082,1708,4.0
S064,测试期分布漂移,7.362180098722745,0.24206848164600384,0.1694038903658847,0.09644258738423028,1708,3.288
S054,正常评价,7.370989241831216,0.8308579073392147,0.5428926614633306,0.17317497874625992,1708,11.272
S024,测试期分布漂移,7.461693424830336,0.4469554361473372,0.2921643448590647,0.08655958024355287,1708,5.99
S068,测试期分布漂移,7.537302279321802,0.09218120687610563,0.0612145967383825,0.012514519474528528,1708,1.223
S025,测试期分布漂移,7.690250717263757,0.43449916552540224,0.2948651908095444,0.0072870155328314395,1708,5.65
S011,正常评价,7.849182629676887,0.1823365124873941,0.11675481788358524,0.033028092415634536,1708,2.323
S016,测试期分布漂移,8.138109802737665,0.6917393332327014,0.4632987980440934,0.23550556227990532,1708,8.5
S056,正常评价,8.268796390573492,0.260467086303065,0.1671691489618503,0.09285714687038955,1708,3.15
S018,测试期分布漂移,8.423465544293798,0.42959674275898363,0.2757040663823659,0.12120625900039625,1708,5.1
S035,测试期分布漂移,8.43234435429748,0.4465769570035947,0.3020654840339732,0.0703989901076892,1708,5.296
S006,系统性偏差,8.632975978956717,0.43164879894783587,0.24514614266275833,0.20600703287075503,1708,5.0
S042,测试期分布漂移,8.925335466412669,0.3323794927692078,0.22502643079106358,0.06556365594288353,1708,3.724
S074,测试期分布漂移,8.974699272796615,0.3589879709118646,0.24807406968681775,0.08612133263116571,1708,4.0
S073,系统性偏差,9.187938243969853,1.3781907365954778,0.9239699166438782,-0.4679045146077965,1708,15.0
S040,测试期分布漂移,9.256693516586775,0.5516989335885718,0.3491158776461759,0.08548727952041264,1708,5.96
S033,测试期分布漂移,9.352532550600946,0.5319720514781818,0.3687161103215765,0.0906121550216865,1708,5.688
S030,正常评价,9.358500781615238,0.2713965226668419,0.18230190815625197,0.07865283463838249,1708,2.9
S116,正常评价,9.488140476879693,2.087390904913532,1.289632260654631,0.06867122052715649,1708,22.0
S014,测试期分布漂移,9.511618766304267,0.48509255708151755,0.3040205096204681,0.1676688043878412,1708,5.1
S075,测试期分布漂移,9.58507957604625,0.25208759285001636,0.15947943775379275,0.05103989217805787,1708,2.63
S007,正常评价,9.66723828863623,2.1267924234999707,1.2673277083630785,0.1795360004093206,1708,22.0
S058,正常评价,9.685146408659339,0.5801402698786944,0.40436158748145445,-0.10638807271825423,1708,5.99
S065,正常评价,9.895398514795545,0.1903775720261515,0.11970750239559066,0.029809846132977696,1708,1.9239
S061,测试期分布漂移,9.921766750322467,0.3754396538322022,0.2421381173299721,0.06308154248350945,1708,3.784
S008,测试期分布漂移,10.153542466847329,0.3220703670483973,0.20839468438079745,0.0520586816578078,1708,3.172
S004,测试期分布漂移,10.318013686823663,0.4096251433668995,0.25981018458127486,0.14437256300255383,1708,3.97
S039,测试期分布漂移,10.373514186156337,0.3578862394223936,0.2422193755206422,0.18422244197045853,1708,3.45
S038,测试期分布漂移,10.374617641142263,0.17346360695989863,0.1085752637790216,0.01765605473652094,1708,1.672
S063,正常评价,10.428007855386287,0.3816650875071381,0.2588525049682536,0.05399964408780225,1708,3.66
