site_id,site_name,capacity_mw,history_samples_total,history_samples_6_19,history_positive_samples_6_19,history_zero_ratio_6_19,train_samples_6_19,valid_samples_6_19,test_samples_6_19,train_valid_samples_6_19,train_valid_positive_samples_6_19,train_valid_zero_ratio_6_19,test_positive_samples_6_19,test_zero_ratio_6_19,test_missing_ratio_6_19,test_negative_ratio_6_19,train_valid_samples_10_14,train_valid_positive_samples_10_14,test_samples_10_14,test_positive_samples_10_14,test_zero_ratio_10_14,test_mae_mw,test_rmse_mw,test_nrmse_pct,test_bias_pct,test_pred_actual,test_10_14_mae_mw,test_10_14_rmse_mw,test_10_14_nrmse_pct,test_10_14_bias_pct,nrmse_h06_pct,nrmse_h07_pct,nrmse_h08_pct,nrmse_h09_pct,nrmse_h10_pct,nrmse_h11_pct,nrmse_h12_pct,nrmse_h13_pct,nrmse_h14_pct,nrmse_h15_pct,nrmse_h16_pct,nrmse_h17_pct,nrmse_h18_pct,nrmse_h19_pct,ghi_power_corr,weather_missing_ratio,capacity_changed_flag,suspected_curtailment_flag,mapping_issue_flag,all_zero_or_invalid_flag
S002,S002,3.3,5893,3439,3095,10.002907822041292,863,868,1708,1731,1680,2.946273830155979,1415,17.15456674473068,0.0,0.0,619,616,610,608,0.32786885245901637,0.32073444673817975,0.47333296379536227,14.343423145314008,-33.82591453082499,0.6617408546917504,0.3628484635976424,0.45560430106945915,13.806190941498764,-17.184272389618172,17.888026274310583,17.97331684047799,14.743230579610689,12.172334518201861,12.310287832368157,14.250220251006935,15.98201586269086,14.181990326668508,11.91171260510559,11.947863929005905,14.434297853617043,17.12698906076804,11.709699926256608,11.709699926256608,0.5259523513944541,0.0,0,,,0
S003,S003,4.1667,20462,11938,7350,38.43189814039202,9362,868,1708,10230,7350,28.152492668621704,0,100.0,0.0,0.0,3655,3028,610,0,100.0,0.4384182270674534,0.5842684644493716,14.022330968137176,,,0.8104204444721093,0.8802503674630457,21.125839812394602,,2.639978880168959,2.8084423020496208,7.541746123556156,13.45481185572582,19.10915635418284,22.1199649452184,23.304573001626057,21.93436994844415,18.783852781715417,13.424784858943692,7.904187263832109,3.3694331590355677,2.7321887922488943,2.639978880168959,0.5105437068379561,0.0,0,,,0
S004,S004,3.97,6033,3519,2816,19.977266268826373,943,868,1708,1811,1632,9.884041965764771,1184,30.679156908665107,0.0,0.0,645,643,610,606,0.6557377049180327,0.19195450703389452,0.3273127793003452,8.244654390436907,1.7414189177056438,1.0174141891770565,0.35405559143370763,0.478741010269912,12.05896751309602,6.8143051665634555,0.18385957683357299,3.8619067000318474,6.850897880385727,8.264301139317569,10.96209120275372,11.11185166127956,13.51100321983369,13.134409301563302,11.331058239299868,8.220323751094101,4.488312310660995,2.56742614140205,0.23479157576627158,0.0,0.7795897287596442,0.0,0,,,0
S006,S006,5.0,5935,3461,2360,31.811615140132908,885,868,1708,1753,1438,17.969195664575015,922,46.01873536299766,0.0,0.0,625,616,610,528,13.442622950819672,0.22944599176156047,0.35449483948709537,7.089896789741908,81.03778851851251,1.810377885185125,0.3856928258116654,0.4784934720170359,9.56986944034072,64.56351404344343,0.0,0.7182421736221618,6.049718837508615,10.238633522790163,9.148575133924952,9.844911893384596,10.479897448250227,9.74676570551868,8.512672677375996,8.845183423610312,4.810819715079101,1.5777972005395289,0.07495960010074129,0.0,0.7422811529471954,0.0,0,,,0
S007,S007,22.0,26304,15344,12778,16.723149113660064,12768,868,1708,13636,11502,15.6497506600176,1276,25.292740046838407,0.0,0.0,4870,4863,610,610,0.0,1.2835438908902341,2.151328910816232,9.77876777643742,8.102759964806255,1.0810275996480625,2.294061970990862,3.0968425045926873,14.07655683905767,10.163991754640563,0.3581932412107254,5.874550182925966,8.325355825199047,12.365235648074044,13.79530881587844,15.015244029039533,13.892032782749084,15.90026237221801,11.36539683850495,8.483729959926022,4.133290725108532,1.4071315836728886,0.3254180349018342,0.0,0.7472655057090929,0.0,0,,,0
S008,S008,3.172,6588,3844,3365,12.460978147762747,1268,868,1708,2136,2046,4.213483146067416,1319,22.775175644028103,0.0,0.0,763,762,610,610,0.0,0.24240525390994472,0.3586013622899249,11.30521318694593,21.368019711303738,1.2136801971130375,0.4428928243148191,0.5375434879675745,16.946516014110163,22.000192569497813,2.1047790272732807,5.1119811221096505,6.952805262012755,10.357597427180696,16.548637839966844,16.619601999881763,16.558825424064153,18.38916548448738,16.537754788637706,10.347930666937485,6.8255887182283494,2.0501952147501075,2.1124386694224513,2.2068095838587647,0.7984639321657825,0.0,0,,,0
S009,S009,5.25,10479,6115,5076,16.99100572363042,3539,868,1708,4407,3764,14.590424324937597,1312,23.185011709601874,0.0,0.0,1575,1575,610,610,0.0,0.4985703453614453,0.7186568248696704,13.688701426088961,47.1353607182839,1.471353607182839,0.8853850132271659,1.0934897311771767,20.828375831946225,46.37127727365909,3.640431503787976,4.326134312270416,7.580508105057198,11.914710154182584,17.92457282582102,22.53295398854724,22.842541963796588,21.916841717440015,18.383476230319765,11.461289176261293,7.448870848220953,2.9472679551195693,3.6279933810083542,3.759428626089597,0.8456606019050933,0.0,0,,,0
S010,S010,2.0,26304,15344,12824,16.423357664233578,12768,868,1708,13636,11403,16.37577002053388,1421,16.80327868852459,0.0,0.0,4870,4744,610,610,0.0,0.08866875479747174,0.13554295674146363,6.777147837073182,14.834330373486612,1.148343303734866,0.14676976068521466,0.19645603133899373,9.822801566949686,10.947773758108124,1.7839218170032936,3.081305891290329,5.0116341937918225,7.860820821583584,9.763246094744046,9.081679277580411,10.186459733069906,10.40372086506874,9.624858990097279,6.016658555840756,3.9660460408413116,1.603708096936634,1.7549460251702873,1.8471289196755174,0.789272342705378,0.0,0,,,0
S011,S011,2.323,26304,15344,12968,15.48488008342023,12768,868,1708,13636,11682,14.32971545907891,1286,24.707259953161593,0.0,0.0,4870,4822,610,610,0.0,0.1058998388293685,0.17406111167315275,7.492944970863226,11.079014931866206,1.1107901493186625,0.17929941748482137,0.2576282591072472,11.090325402808746,8.490897988773115,1.279617748797421,2.744565285911817,4.092129000461088,6.523556679955719,10.166931435538029,10.727831047357027,11.639963476268651,10.9843546475328,11.848161762641181,7.814515694321171,5.472912184151201,2.6463257153161246,1.5194718855450384,1.4963032410080215,0.781431750559554,0.0,0,,,0
S012,S012,17.55,5889,3435,2909,15.312954876273654,859,868,1708,1727,1507,12.738853503184714,1402,17.915690866510538,0.0,0.0,615,597,610,545,10.655737704918032,1.8984355862659756,2.8924624014968354,16.48126724499621,167.771903118791,2.6777190311879098,3.764280209493038,4.43724156676055,25.283427730829345,203.35060752950375,0.9176889743443221,2.7764029988696883,8.006588057603372,16.52082542558852,22.74492415279159,27.009023767936114,28.27111141152437,26.080552649748324,21.67922236908079,14.789022016655418,6.086766781244333,1.882200117426229,0.9327333414336392,0.906382013339335,0.6367833965132117,0.0,0,,,0
S014,S014,5.1,5894,3440,2906,15.523255813953488,864,868,1708,1732,1645,5.023094688221709,1261,26.170960187353632,0.0,0.0,620,609,610,599,1.8032786885245904,0.2908083719114758,0.45327257253433634,8.887697500673262,27.303406395302225,1.2730340639530224,0.5582098896368729,0.6810680335432492,13.35427516751469,28.471642301056328,0.3012632469009317,3.4955296001046956,5.095577097775799,9.113499973726139,12.529204932191252,13.19184577195296,14.124697758064455,14.102041141290764,12.73981569871913,8.374830260631946,4.472509348427629,1.6093123440511077,0.36294268641949873,0.0,0.7763266263557304,0.0,0,,,0
S016,S016,8.5,5904,3444,2552,25.900116144018583,868,868,1708,1736,1490,14.170506912442397,1062,37.822014051522245,0.0,0.0,620,609,610,591,3.114754098360656,0.4456064138818075,0.6934335466928059,8.158041725797716,20.085311929860612,1.200853119298606,0.8052228761299758,0.9921749710266642,11.672646717960756,18.737518180817,0.0,4.028004428727399,6.182768768541997,9.849015550288122,12.12627533815457,11.656408297553423,10.981434471926415,11.113610425364062,12.418967722303547,8.19931321138042,5.305187636269562,1.9139375368543259,0.0784452939593447,0.0,0.7677723863023364,0.0,0,,,0
S017,S017,0.954,26304,15344,5982,61.0140771637122,12768,868,1708,13636,4694,65.57641537107656,1288,24.59016393442623,0.0,0.0,4870,1981,610,605,0.819672131147541,0.0442840775188446,0.06823097075030647,7.152093370053089,5.695300220652903,1.0569530022065292,0.06319463447144485,0.0801941597476284,8.406096409604654,40.43045332014809,7.796929303151963,7.788231175836918,4.461119890913583,5.306569759936432,8.016828171437213,8.413327033707949,8.782137887836736,9.159896087038137,7.564987529735721,4.6856935610176,4.6851346691212274,5.515008386846209,7.713313703273382,7.713313703273382,0.41788178012265487,0.0,0,,,0
S018,S018,5.1,16094,9390,7763,17.326943556975504,6814,868,1708,7682,6502,15.360583181463161,1261,26.170960187353632,0.0,0.0,2745,2714,610,608,0.32786885245901637,0.2570232212800867,0.4024645295701947,7.891461364121464,8.845601838397787,1.088456018383978,0.4249340811197793,0.5851168656135209,11.472879717912177,3.9022360536420955,2.475193801059326,3.8185835168550883,4.879767417886432,8.113258168232976,10.64104199405515,12.374778909946631,11.915554001042286,11.993834211231897,10.292493919397087,8.203687739663415,4.439126117338402,1.9259214299088971,2.481767361286502,2.5490196078431375,0.8047308443497951,0.0,0,,,0
S019,S019,3.0,26304,15344,12461,18.78910323253389,12768,868,1708,13636,11104,18.568495159870928,1357,20.550351288056206,0.0,0.0,4870,4707,610,609,0.16393442622950818,0.5400591540399525,0.909795436534375,30.326514551145834,-29.49008663624276,0.7050991336375723,0.4649658497281829,0.6739363698697607,22.464545662325357,-8.417003066652214,38.74808885351167,38.61868138032034,30.81368681412578,27.30544800169549,23.861358033068647,21.863145779530193,21.030632518597155,21.78042431750985,23.64832173603818,26.38666157070409,29.552437271451808,34.521885394692944,38.100098245789304,38.100098245789304,0.6797102706490883,0.0,0,,,0
S020,S020,3.8,8880,5180,4268,17.606177606177607,2604,868,1708,3472,3013,13.220046082949308,1255,26.52224824355972,0.0,0.0,1240,1225,610,596,2.2950819672131146,0.30914608779418623,0.43300114395043765,11.39476694606415,41.60249745369567,1.4160249745369569,0.4859017502787094,0.6339153039869357,16.68198168386673,33.010400917994346,5.139067786123023,4.382022962523725,6.871853601610689,11.067068813550044,15.102262269805786,17.82782801143308,17.72145198564445,17.73241503841718,14.73242626517787,9.721427816555082,7.20354530286869,3.217296718391085,5.154012819634092,5.263157894736844,0.824935529116898,0.0,0,,,0
S021,S021,2.2,6392,3728,2904,22.103004291845494,1152,868,1708,2020,1699,15.891089108910892,1205,29.449648711943794,0.0,0.0,720,648,610,595,2.459016393442623,0.2150756818036652,0.28338913206160893,12.881324184618586,34.12968833259405,1.3412968833259402,0.29384802979300295,0.3916721955201641,17.80328161455291,21.186182788160355,8.970608649174714,7.385030832407565,8.092884000645183,13.080772363852228,15.748961632692085,19.3096697032102,18.157355691168018,19.185485424316205,16.313142800149393,10.265822793551315,8.282900847390396,5.444148486992237,8.96248711658756,9.090909090909092,0.717488563212375,0.0,0,,,0
S022,S022,3.24,26304,15344,12131,20.93978102189781,12768,868,1708,13636,10818,20.66588442358463,1313,23.126463700234194,0.0,0.0,4870,4606,610,610,0.0,0.20569350744478956,0.2921236807902573,9.016162987353619,-6.727491258417988,0.93272508741582,0.3300868664147218,0.4199348303557233,12.96095155418899,-7.1816674360041866,3.2847148100498305,3.7229436408857195,7.392253111822026,10.35419968734418,12.097169059898096,13.01200700722252,14.969039960494756,12.716777575515303,11.768131163714516,8.350970475286736,3.84094943128246,2.194029435636778,3.2877160104148935,3.3950617283950617,0.7121221283944074,0.0,0,,,0
S023,S023,16.37,26304,15344,12323,19.688477580813345,12768,868,1708,13636,11088,18.68583162217659,1235,27.693208430913348,0.0,0.0,4870,4862,610,609,0.16393442622950818,0.6189604252386792,0.9758971662747912,5.961497655924197,2.96643283089556,1.0296643283089555,1.0784059256935354,1.4186983423954664,8.666452916282628,1.271146724418192,1.1809459341352209,2.4660772329368577,4.121068420569447,6.446994541311158,8.115439847128615,8.55063958431796,9.380440545225616,8.862327257970211,8.368376203755174,6.374084914537997,3.2693191686240173,1.3332551159617994,1.1851473368433458,1.2217470983506418,0.8128643471635459,0.0,0,,,0
S024,S024,5.99,21320,12436,9476,23.801865551624317,9860,868,1708,10728,8216,23.415361670395228,1260,26.229508196721312,0.0,0.0,3830,3449,610,599,1.8032786885245904,0.3408695712555413,0.4978997825736189,8.31218334847444,0.5027680314502001,1.005027680314502,0.5920425347195756,0.747105917495447,12.472552879723656,-5.526787832538672,2.7704890509573343,3.067745265939932,4.809877281119074,7.409152889237902,10.925811122246893,12.417939137952189,14.01431835978981,13.46770621370818,11.245625186103261,7.261223402070908,4.742421080075408,1.892439251011771,2.7389088304492675,2.8380634390651074,0.7990065801755479,0.0,0,,,0
S025,S025,5.65,14335,8361,6458,22.76043535462265,5785,868,1708,6653,5217,21.58424770780099,1241,27.341920374707264,0.0,0.0,2375,2199,610,610,0.0,0.31975348467706727,0.46253691130620417,8.186494005419542,-4.1940462473148035,0.9580595375268519,0.5475809990820817,0.6916832872872013,12.242182075879668,-12.245061152276943,3.2965904008815596,3.576733430753044,4.3146533053458755,7.561670674727935,11.181524263051335,13.118122295448693,11.99208433268271,13.899868454037229,10.734386932176418,6.800042844606012,4.180665099094499,1.907302703778044,3.2841826381293204,3.362831858407081,0.7735529301599853,0.0,0,,,0
S028,S028,3.14,10479,6115,4742,22.452984464431726,3539,868,1708,4407,3504,20.49012933968686,1238,27.5175644028103,0.0,0.0,1575,1526,610,610,0.0,0.21287248757068472,0.3273208873380962,10.42423208083109,-3.6255699105145887,0.9637443008948541,0.3456912065802911,0.4837054669026021,15.404632703904525,-8.83625427230334,3.118636856045779,4.7063979372163125,7.438874110852477,10.484590813695116,13.688240369175697,13.945854180578914,16.639366663183733,17.12959593220337,15.3090558405244,8.778500011261228,5.6398331882692085,3.0082808167882593,3.0967007266555604,3.184713375796179,0.8083767390536167,0.0,0,,,0
S030,S030,2.9,26304,15344,12833,16.364702815432743,12768,868,1708,13636,11580,15.077735406277501,1253,26.639344262295083,0.0,0.0,4870,4828,610,603,1.1475409836065573,0.1610507706503845,0.2607323687091259,8.990771334797445,11.157172210862914,1.1115717221086292,0.28747619039466427,0.3780663501771964,13.036770695765393,11.291530270427746,1.1643556415287577,5.118244595535288,6.033862091999654,9.004577038559866,11.926689434699064,12.420891931036978,12.396378371545007,14.416820458967727,13.847294492389322,9.753709420186777,6.249932501254261,1.5885086589675925,0.3559539059679178,0.0,0.7206385646632616,0.0,0,,,0
S031,S031,0.9222,26304,15344,11724,23.592283628779978,12768,868,1708,13636,10590,22.337929011440306,1134,33.60655737704918,0.0,0.0,4870,4797,610,600,1.639344262295082,0.03409873724092107,0.05565432640971166,6.034951898689185,8.818746765820515,1.0881874676582048,0.05721918843157607,0.0803057966738772,8.708067303608457,6.036916160547556,1.0799102217173118,2.235545846660375,3.7402917489477696,6.15239886736284,7.360915199611573,7.0968524179258345,9.22051032823707,9.159326008222271,10.280696978568994,7.375344093053545,3.6445034790283675,1.6435878847676988,1.0843634786380405,1.0843634786380405,0.7770785234581328,0.0,0,,,0
S032,S032,9.335,18000,10500,8013,23.685714285714283,7924,868,1708,8792,6750,23.225659690627843,1263,26.05386416861827,0.0,0.0,3140,3023,610,610,0.0,0.7964145799295348,1.1741281325310582,12.577698259572125,-33.00647964809471,0.6699352035190529,1.4210156253289918,1.7035557858860797,18.249124647949433,-33.37251525922058,2.142474558114623,4.26952231031165,8.590054039052191,13.955040321376396,16.260989559019432,19.561133209471073,20.6564308726956,19.72857619613075,14.219359446887115,13.996121083194602,6.727760947766901,2.865157334155173,2.0788130649400562,2.142474558114623,0.6794453643480468,0.0,0,,,0
S033,S033,5.688,7065,4121,3545,13.977190002426596,1545,868,1708,2413,2267,6.050559469539992,1278,25.175644028103044,0.0,0.0,860,854,610,610,0.0,0.31642355651883747,0.5275172266671473,9.2742128457656,-7.090317940682726,0.9290968205931728,0.5693413970148262,0.7704302128406273,13.544834965552518,-2.2338369728904004,0.5518394329701308,4.894721290969095,8.372440372426768,9.49633319454835,12.195658680511709,13.260852637139187,14.795611585555136,13.193895556632956,14.132921345385629,8.405222926689744,5.27382948323132,1.9118180509109808,0.4295813852008913,0.0,0.8158701858100185,0.0,0,,,0
S034,S034,3.496,5343,3119,2332,25.232446296890025,543,868,1708,1411,1261,10.630758327427356,1071,37.295081967213115,0.0,0.0,505,499,610,560,8.19672131147541,0.20183615519031442,0.3606604497625341,10.316374421125117,4.801434739239933,1.0480143473923995,0.36898422481535104,0.5272977555764103,15.082887745320662,7.583019784351802,0.04485483754198942,4.031585752097116,9.185629878174648,10.764338392509424,14.626209115245414,14.825398729478595,16.22474034232285,16.176699855382626,13.37240650488434,9.90532527606063,5.803991590174524,2.04700255619756,0.15538171517594712,0.0,0.7436371460920022,0.0,0,,,0
S035,S035,5.296,19848,11578,9044,21.886336154776302,9002,868,1708,9870,7759,21.38804457953394,1285,24.765807962529273,0.0,0.0,3525,3250,610,606,0.6557377049180327,0.3113495433055827,0.44936416656777384,8.48497293368153,-2.201470960903067,0.9779852903909694,0.5278481279217708,0.6619419036517968,12.498903014573202,-8.53676286817082,2.940211243083634,4.231285718863932,5.181622359168065,8.46184983736997,11.440406991058893,12.857579756194434,13.244511720244468,13.126371777545137,11.712979415184629,7.66834193096858,4.61245344620891,2.0172751841634047,2.9220153036279237,3.021148036253776,0.7692397387813803,0.0,0,,,0
S037,S037,5.946,5936,3462,762,77.9896013864818,886,868,1708,1754,3,99.82896237172177,759,55.56206088992974,0.0,0.0,625,0,610,395,35.24590163934426,0.5015105365124272,0.7618866717392951,12.813432084414652,4.464771210759389,1.044647712107594,0.993973339719021,1.1447568931397216,19.252554543217652,-1.6873487403952065,0.0,2.2143617016902506,8.499540911099785,13.74116009612292,17.856914622044663,20.406508714141196,21.37954569688662,20.194018572288815,15.909931620699433,11.269222290164006,7.000302777231843,1.8186859316934256,0.0,0.0,0.02568566803236945,0.0,0,,,0
S038,S038,1.672,5894,3440,2735,20.49418604651163,864,868,1708,1732,1512,12.702078521939955,1223,28.395784543325526,0.0,0.0,620,575,610,600,1.639344262295082,0.10348425507778386,0.17389863278870485,10.400635932338806,-8.104143391973833,0.9189585660802615,0.18769025964679492,0.2534991678649216,15.161433484744116,-5.596096230490922,0.6102189243648606,5.186981862649359,8.185711302703517,10.574180295387258,12.664971294446309,15.793709391537028,15.221421043126531,16.426405992673647,15.42673328737639,11.632394508190663,4.467838944475377,1.8435223682977224,0.5574895668613028,0.0,0.739054236065892,0.0,0,,,0
