site_id,station_name,hour,rows,nrmse_percent,mae_mw,rmse_mw,bias_percent,pred_actual_ratio,actual_zero_ratio,pred_zero_ratio,scene_main,risk_flags
S068,富云下车光伏电站,6,122,2.769,0.0336,0.0339,3728.953,38.2895,0.9426,0.0,night,high_bias|over_prediction
S068,富云下车光伏电站,7,122,3.4294,0.0321,0.0419,21.0372,1.2104,0.4016,0.0,low,high_bias
S068,富云下车光伏电站,8,122,5.07,0.0439,0.062,-5.9003,0.941,0.041,0.0,low,ok
S068,富云下车光伏电站,9,122,7.5274,0.0691,0.0921,7.5626,1.0756,0.0082,0.0,mid,ok
S068,富云下车光伏电站,10,122,9.6317,0.0912,0.1178,12.0796,1.1208,0.0082,0.0,mid,ok
S068,富云下车光伏电站,11,122,11.8019,0.1143,0.1443,10.5082,1.1051,0.0,0.0,mid,ok
S068,富云下车光伏电站,12,122,11.6414,0.116,0.1424,11.6289,1.1163,0.0,0.0,clear_peak,ok
S068,富云下车光伏电站,13,122,12.7448,0.1255,0.1559,12.2546,1.1225,0.0,0.0,clear_peak,ok
S068,富云下车光伏电站,14,122,11.4423,0.1147,0.1399,12.9198,1.1292,0.0,0.0,mid,ok
S068,富云下车光伏电站,15,122,8.6479,0.0846,0.1058,22.5219,1.2252,0.0,0.0,mid,high_bias
S068,富云下车光伏电站,16,122,4.7833,0.0478,0.0585,34.6674,1.3467,0.0328,0.0,mid,high_bias|over_prediction
S068,富云下车光伏电站,17,122,2.1355,0.0155,0.0261,44.5099,1.4451,0.5738,0.5164,night,high_bias|over_prediction
S068,富云下车光伏电站,18,122,2.4964,0.0299,0.0305,1339.3292,14.3933,0.9098,0.0,night,high_bias|over_prediction
S068,富云下车光伏电站,19,122,2.543,0.0311,0.0311,379437014070.9012,3794370140.709,1.0,0.0,night,high_bias|over_prediction
S069,沐恒东海科创园光伏电站,6,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S069,沐恒东海科创园光伏电站,7,122,1.1079,0.003,0.0332,36712584005.818,367125840.0582,1.0,0.9918,low,high_bias|over_prediction
S069,沐恒东海科创园光伏电站,8,122,8.201,0.1726,0.246,2105925191145.0383,21059251911.4504,1.0,0.0,low,high_bias|over_prediction
S069,沐恒东海科创园光伏电站,9,122,15.8612,0.4336,0.4758,5289777137821.857,52897771378.2186,1.0,0.0,mid,high_bias|over_prediction
S069,沐恒东海科创园光伏电站,10,122,21.8766,0.6111,0.6563,7455075707113.244,74550757071.1324,1.0,0.0,mid,high_nrmse|high_bias|over_prediction
S069,沐恒东海科创园光伏电站,11,122,26.0527,0.7311,0.7816,8919560223340.957,89195602233.4096,1.0,0.0,mid,high_nrmse|high_bias|over_prediction
S069,沐恒东海科创园光伏电站,12,122,27.7312,0.7815,0.8319,9533937383678.844,95339373836.7884,1.0,0.0,clear_peak,high_nrmse|high_bias|over_prediction
S069,沐恒东海科创园光伏电站,13,122,26.3649,0.7474,0.7909,9118304598727.053,91183045987.2705,1.0,0.0,clear_peak,high_nrmse|high_bias|over_prediction
S069,沐恒东海科创园光伏电站,14,122,20.737,0.5806,0.6221,7082957783101.236,70829577831.0124,1.0,0.0,mid,high_nrmse|high_bias|over_prediction
S069,沐恒东海科创园光伏电站,15,122,14.2468,0.386,0.4274,4709038764874.32,47090387648.7432,1.0,0.0,mid,high_bias|over_prediction
S069,沐恒东海科创园光伏电站,16,122,7.6697,0.1984,0.2301,2420731988062.5,24207319880.625,1.0,0.0,mid,high_bias|over_prediction
S069,沐恒东海科创园光伏电站,17,122,2.8308,0.0369,0.0849,450174448903.6821,4501744489.0368,1.0,0.5,low,high_bias|over_prediction
S069,沐恒东海科创园光伏电站,18,122,0.313,0.0012,0.0094,14625077067.2866,146250770.6729,1.0,0.9836,night,high_bias|over_prediction
S069,沐恒东海科创园光伏电站,19,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S070,旭日虎山光伏发电站,6,122,2.1027,0.0442,0.0442,538708636845.7328,5387086368.4573,1.0,0.0,night,high_bias|over_prediction
S070,旭日虎山光伏发电站,7,122,2.8095,0.0454,0.059,39.309,1.3931,0.5902,0.0,low,high_bias|over_prediction
S070,旭日虎山光伏发电站,8,122,4.3124,0.0683,0.0906,8.9175,1.0892,0.0328,0.0,low,ok
S070,旭日虎山光伏发电站,9,122,7.3458,0.1148,0.1543,17.0104,1.1701,0.0082,0.0,mid,ok
S070,旭日虎山光伏发电站,10,122,10.1826,0.1594,0.2138,15.9622,1.1596,0.0,0.0,mid,ok
S070,旭日虎山光伏发电站,11,122,10.6968,0.178,0.2246,14.3559,1.1436,0.0,0.0,mid,ok
S070,旭日虎山光伏发电站,12,122,11.5063,0.1909,0.2416,13.4449,1.1344,0.0,0.0,mid,ok
S070,旭日虎山光伏发电站,13,122,12.237,0.2053,0.257,17.2389,1.1724,0.0,0.0,clear_peak,ok
S070,旭日虎山光伏发电站,14,122,9.4741,0.1521,0.199,15.669,1.1567,0.0,0.0,mid,ok
S070,旭日虎山光伏发电站,15,122,7.7155,0.1212,0.162,13.2606,1.1326,0.0082,0.0,mid,ok
S070,旭日虎山光伏发电站,16,122,5.2687,0.0753,0.1106,24.1234,1.2412,0.0164,0.0,mid,high_bias
S070,旭日虎山光伏发电站,17,122,1.6434,0.0198,0.0345,32.7415,1.3274,0.5082,0.5246,night,high_bias|over_prediction
S070,旭日虎山光伏发电站,18,122,1.9262,0.0397,0.0405,1424.4811,15.2448,0.9016,0.0,night,high_bias|over_prediction
S070,旭日虎山光伏发电站,19,122,1.9629,0.0412,0.0412,502901704978.4377,5029017049.7844,1.0,0.0,night,high_bias|over_prediction
S071,协鑫南岗光伏发电站,6,122,16.266,2.6257,3.2532,-90.4378,0.0956,0.3279,0.0,night,high_bias|under_prediction
S071,协鑫南岗光伏发电站,7,122,16.333,2.6694,3.2666,-90.6237,0.0938,0.2787,0.0,low,high_bias|under_prediction
S071,协鑫南岗光伏发电站,8,122,12.8953,2.0839,2.5791,-61.0814,0.3892,0.0246,0.0,low,high_bias|under_prediction
S071,协鑫南岗光伏发电站,9,122,9.3694,1.428,1.8739,-17.5213,0.8248,0.0164,0.0,mid,ok
S071,协鑫南岗光伏发电站,10,122,10.1274,1.656,2.0255,5.0328,1.0503,0.0164,0.0,mid,ok
S071,协鑫南岗光伏发电站,11,122,11.7585,1.8919,2.3517,16.4835,1.1648,0.0164,0.0,mid,ok
S071,协鑫南岗光伏发电站,12,122,12.9974,2.1511,2.5995,18.871,1.1887,0.0164,0.0,clear_peak,ok
S071,协鑫南岗光伏发电站,13,122,11.4603,1.8911,2.2921,13.2857,1.1329,0.0164,0.0,clear_peak,ok
S071,协鑫南岗光伏发电站,14,122,10.5912,1.7925,2.1182,0.2442,1.0024,0.0164,0.0,mid,ok
S071,协鑫南岗光伏发电站,15,122,9.7607,1.4885,1.9521,-24.3406,0.7566,0.0164,0.0,mid,high_bias
S071,协鑫南岗光伏发电站,16,122,13.1475,2.1725,2.6295,-62.0507,0.3795,0.0164,0.0,mid,high_bias|under_prediction
S071,协鑫南岗光伏发电站,17,122,16.4998,2.609,3.3,-91.1554,0.0884,0.2705,0.5082,low,high_bias|under_prediction
S071,协鑫南岗光伏发电站,18,122,16.3315,2.6287,3.2663,-91.0915,0.0891,0.3197,0.0,night,high_bias|under_prediction
S071,协鑫南岗光伏发电站,19,122,16.3356,2.636,3.2671,-91.0883,0.0891,0.3934,0.0,night,high_bias|under_prediction
S072,交控大浦光伏电站,6,122,3.4974,0.1084,0.1093,2448.463,25.4846,0.8852,0.0,night,high_bias|over_prediction
S072,交控大浦光伏电站,7,122,4.4245,0.1011,0.1383,5.9,1.059,0.2049,0.0,low,ok
S072,交控大浦光伏电站,8,122,10.1529,0.2583,0.3173,-31.8223,0.6818,0.0082,0.0,low,high_bias|under_prediction
S072,交控大浦光伏电站,9,122,14.4396,0.3479,0.4512,-8.2023,0.918,0.0,0.0,mid,ok
S072,交控大浦光伏电站,10,122,15.2392,0.3904,0.4762,-7.0994,0.929,0.0,0.0,mid,ok
S072,交控大浦光伏电站,11,122,17.6547,0.4618,0.5517,-11.6485,0.8835,0.0,0.0,mid,ok
S072,交控大浦光伏电站,12,122,17.8591,0.4635,0.5581,-10.97,0.8903,0.0,0.0,clear_peak,ok
S072,交控大浦光伏电站,13,122,18.1471,0.4697,0.5671,-10.1903,0.8981,0.0,0.0,mid,ok
S072,交控大浦光伏电站,14,122,15.7335,0.3926,0.4917,-13.6188,0.8638,0.0,0.0,mid,ok
S072,交控大浦光伏电站,15,122,11.9326,0.2786,0.3729,-13.1126,0.8689,0.0,0.0,mid,ok
S072,交控大浦光伏电站,16,122,5.0484,0.1198,0.1578,13.2541,1.1325,0.0164,0.0,mid,ok
S072,交控大浦光伏电站,17,122,2.1846,0.0415,0.0683,45.5652,1.4557,0.4672,0.5164,night,high_bias|over_prediction
S072,交控大浦光伏电站,18,122,3.189,0.0988,0.0997,2274.2205,23.7422,0.9098,0.0,night,high_bias|over_prediction
S072,交控大浦光伏电站,19,122,3.3199,0.1037,0.1037,1265704472958.7659,12657044729.5877,1.0,0.0,night,high_bias|over_prediction
S073,华能裕灌光伏电站,6,122,1.4934,0.2192,0.224,958.0464,10.5805,0.7869,0.0,night,high_bias|over_prediction
S073,华能裕灌光伏电站,7,122,5.0012,0.4634,0.7502,-63.3751,0.3662,0.1475,0.0,low,high_bias|under_prediction
S073,华能裕灌光伏电站,8,122,8.0504,0.9714,1.2076,-38.9078,0.6109,0.0,0.0,low,high_bias|under_prediction
S073,华能裕灌光伏电站,9,122,9.8248,1.1812,1.4737,-21.4774,0.7852,0.0,0.0,mid,high_bias
S073,华能裕灌光伏电站,10,122,13.3375,1.6315,2.0006,-23.1401,0.7686,0.0,0.0,mid,high_bias
S073,华能裕灌光伏电站,11,122,15.9349,1.9692,2.3902,-24.4348,0.7557,0.0,0.0,mid,high_bias
S073,华能裕灌光伏电站,12,122,15.5954,2.021,2.3393,-22.7813,0.7722,0.0,0.0,clear_peak,high_bias
S073,华能裕灌光伏电站,13,122,13.8887,1.8161,2.0833,-21.3824,0.7862,0.0,0.0,clear_peak,high_bias
S073,华能裕灌光伏电站,14,122,13.1569,1.5413,1.9735,-20.0246,0.7998,0.0,0.0,mid,high_bias
S073,华能裕灌光伏电站,15,122,8.8809,0.9555,1.3321,-19.3084,0.8069,0.0,0.0,mid,ok
S073,华能裕灌光伏电站,16,122,4.2789,0.4107,0.6418,-15.2897,0.8471,0.0,0.0,mid,ok
S073,华能裕灌光伏电站,17,122,2.6143,0.166,0.3921,-29.5759,0.7042,0.3443,0.5164,night,high_bias|under_prediction
S073,华能裕灌光伏电站,18,122,1.2804,0.1898,0.1921,779.6723,8.7967,0.8279,0.0,night,high_bias|over_prediction
S073,华能裕灌光伏电站,19,122,1.25,0.187,0.1875,9098.7989,91.988,0.9672,0.0,night,high_bias|over_prediction
S074,华能中林二期光伏电站,6,122,3.13,0.1239,0.1252,2043.2432,21.4324,0.8607,0.0,night,high_bias|over_prediction
S074,华能中林二期光伏电站,7,122,4.5036,0.1224,0.1801,-4.6557,0.9534,0.1967,0.0,low,ok
S074,华能中林二期光伏电站,8,122,7.0946,0.214,0.2838,-16.4842,0.8352,0.0082,0.0,low,ok
S074,华能中林二期光伏电站,9,122,8.4215,0.2383,0.3369,3.9011,1.039,0.0,0.0,mid,ok
S074,华能中林二期光伏电站,10,122,10.7554,0.3118,0.4302,3.3062,1.0331,0.0,0.0,mid,ok
S074,华能中林二期光伏电站,11,122,12.9407,0.365,0.5176,2.3889,1.0239,0.0,0.0,mid,ok
S074,华能中林二期光伏电站,12,122,12.8108,0.3634,0.5124,-3.311,0.9669,0.0,0.0,mid,ok
S074,华能中林二期光伏电站,13,122,12.8627,0.3556,0.5145,-2.9217,0.9708,0.0,0.0,mid,ok
S074,华能中林二期光伏电站,14,122,13.4041,0.3917,0.5362,-1.2306,0.9877,0.0,0.0,mid,ok
S074,华能中林二期光伏电站,15,122,8.8038,0.239,0.3522,-0.9522,0.9905,0.0,0.0,mid,ok
S074,华能中林二期光伏电站,16,122,5.6597,0.1657,0.2264,19.8254,1.1983,0.0,0.0,mid,ok
S074,华能中林二期光伏电站,17,122,3.2834,0.1207,0.1313,132.2063,2.3221,0.5164,0.0,night,high_bias|over_prediction
S074,华能中林二期光伏电站,18,122,3.1836,0.1266,0.1273,3027.8526,31.2785,0.918,0.0,night,high_bias|over_prediction
S074,华能中林二期光伏电站,19,122,3.25,0.13,0.13,1585999999999.9995,15860000000.0,1.0,0.0,night,high_bias|over_prediction
S075,旭樱新田光伏电站,6,122,0.3895,0.0034,0.0102,-100.0,0.0,0.8852,1.0,night,high_bias
S075,旭樱新田光伏电站,7,122,4.3904,0.0656,0.1155,-92.806,0.0719,0.2295,0.9836,low,high_bias|under_prediction
S075,旭樱新田光伏电站,8,122,7.2297,0.1486,0.1901,-39.2007,0.608,0.0,0.5738,low,high_bias|under_prediction
S075,旭樱新田光伏电站,9,122,8.8004,0.154,0.2315,-0.4037,0.996,0.0,0.1311,mid,ok
S075,旭樱新田光伏电站,10,122,11.2169,0.2141,0.295,8.7013,1.087,0.0,0.041,mid,ok
S075,旭樱新田光伏电站,11,122,13.0521,0.2575,0.3433,1.7189,1.0172,0.0,0.041,mid,ok
S075,旭樱新田光伏电站,12,122,13.8626,0.2724,0.3646,6.009,1.0601,0.0,0.0328,clear_peak,ok
S075,旭樱新田光伏电站,13,122,14.639,0.2899,0.385,6.2486,1.0625,0.0,0.0328,clear_peak,ok
S075,旭樱新田光伏电站,14,122,12.0147,0.2403,0.316,4.3435,1.0434,0.0,0.0492,mid,ok
S075,旭樱新田光伏电站,15,122,7.9094,0.1534,0.208,0.6746,1.0067,0.0,0.1066,mid,ok
S075,旭樱新田光伏电站,16,122,4.353,0.0747,0.1145,2.6303,1.0263,0.0,0.1885,mid,ok
S075,旭樱新田光伏电站,17,122,1.5537,0.0237,0.0409,-20.3481,0.7965,0.4918,0.8033,night,high_bias
S075,旭樱新田光伏电站,18,122,0.4208,0.0035,0.0111,-57.5838,0.4242,0.8934,0.9836,night,high_bias|under_prediction
S075,旭樱新田光伏电站,19,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S076,太阳光东海光伏电站,6,122,3.3754,0.1688,0.1688,2058986899952.972,20589868999.5297,1.0,0.0,night,high_bias|over_prediction
S076,太阳光东海光伏电站,7,122,3.5191,0.1697,0.176,2070904812252.8523,20709048122.5285,1.0,0.0,low,high_bias|over_prediction
S076,太阳光东海光伏电站,8,122,11.6786,0.4756,0.5839,5802630124606.7295,58026301246.0673,1.0,0.0,low,high_bias|over_prediction
S076,太阳光东海光伏电站,9,122,21.456,0.9932,1.0728,12117067835199.117,121170678351.9912,1.0,0.0,mid,high_nrmse|high_bias|over_prediction
S076,太阳光东海光伏电站,10,122,29.3886,1.381,1.4694,16848262499486.594,168482624994.8659,1.0,0.0,mid,high_nrmse|high_bias|over_prediction
S076,太阳光东海光伏电站,11,122,34.2128,1.6164,1.7106,19720537210126.68,197205372101.2668,1.0,0.0,mid,high_nrmse|high_bias|over_prediction
S076,太阳光东海光伏电站,12,122,36.4762,1.7232,1.8238,21023288332524.617,210232883325.2462,1.0,0.0,clear_peak,high_nrmse|high_bias|over_prediction
S076,太阳光东海光伏电站,13,122,33.2955,1.5832,1.6648,19315649509395.566,193156495093.9557,1.0,0.0,clear_peak,high_nrmse|high_bias|over_prediction
S076,太阳光东海光伏电站,14,122,27.2264,1.283,1.3613,15653008556007.627,156530085560.0763,1.0,0.0,mid,high_nrmse|high_bias|over_prediction
S076,太阳光东海光伏电站,15,122,19.4727,0.905,0.9736,11040572711700.729,110405727117.0073,1.0,0.0,mid,high_bias|over_prediction
S076,太阳光东海光伏电站,16,122,11.6049,0.5288,0.5802,6451126606290.725,64511266062.9072,1.0,0.0,mid,high_bias|over_prediction
S076,太阳光东海光伏电站,17,122,4.5989,0.1394,0.2299,1701133440035.467,17011334400.3547,1.0,0.5,low,high_bias|over_prediction
S076,太阳光东海光伏电站,18,122,3.2647,0.1627,0.1632,1984834486647.1484,19848344866.4715,1.0,0.0,night,high_bias|over_prediction
S076,太阳光东海光伏电站,19,122,2.9901,0.1495,0.1495,1823963469776.673,18239634697.7667,1.0,0.0,night,high_bias|over_prediction
S077,富云图河光伏电站,6,122,1.5538,0.014,0.014,170800000000.0002,1708000000.0,1.0,0.0,night,high_bias|over_prediction
S077,富云图河光伏电站,7,122,1.6711,0.0144,0.0151,175679464381.5441,1756794643.8154,1.0,0.0,low,high_bias|over_prediction
S077,富云图河光伏电站,8,122,5.852,0.0386,0.0527,471265168517.5161,4712651685.1752,1.0,0.0,low,high_bias|over_prediction
S077,富云图河光伏电站,9,122,9.1435,0.0712,0.0824,868479214188.3748,8684792141.8837,1.0,0.0,mid,high_bias|over_prediction
S077,富云图河光伏电站,10,122,10.1832,0.0735,0.0918,896285663992.4341,8962856639.9243,1.0,0.0,mid,high_bias|over_prediction
S077,富云图河光伏电站,11,122,9.7149,0.0643,0.0875,784136680598.6962,7841366805.987,1.0,0.0,mid,high_bias|over_prediction
S077,富云图河光伏电站,12,122,10.266,0.0657,0.0925,801484204448.7246,8014842044.4872,1.0,0.0,clear_peak,high_bias|over_prediction
S077,富云图河光伏电站,13,122,9.7793,0.0601,0.0881,732818352901.6031,7328183529.016,1.0,0.0,clear_peak,high_bias|over_prediction
S077,富云图河光伏电站,14,122,7.3536,0.044,0.0663,536880709138.8632,5368807091.3886,1.0,0.0,mid,high_bias|over_prediction
S077,富云图河光伏电站,15,122,5.7488,0.0355,0.0518,433054610894.1943,4330546108.9419,1.0,0.0,mid,high_bias|over_prediction
S077,富云图河光伏电站,16,122,4.684,0.0305,0.0422,371969146675.3177,3719691466.7532,1.0,0.0,mid,high_bias|over_prediction
S077,富云图河光伏电站,17,122,2.0889,0.0105,0.0188,128117900011.0916,1281179000.1109,1.0,0.5246,night,high_bias|over_prediction
S077,富云图河光伏电站,18,122,1.5538,0.014,0.014,170800000000.0002,1708000000.0,1.0,0.0,night,high_bias|over_prediction
S077,富云图河光伏电站,19,122,1.5538,0.014,0.014,170800000000.0002,1708000000.0,1.0,0.0,night,high_bias|over_prediction
S115,鑫众墩尚光伏发电站,6,122,2.1539,0.1508,0.1508,1839419048379.8657,18394190483.7987,1.0,0.0,night,high_bias|over_prediction
S115,鑫众墩尚光伏发电站,7,122,13.5618,0.4043,0.9493,-49.8315,0.5017,0.3689,0.0,low,high_bias|under_prediction
S115,鑫众墩尚光伏发电站,8,122,15.1057,0.6461,1.0574,-29.0083,0.7099,0.1639,0.0,low,high_bias|under_prediction
S115,鑫众墩尚光伏发电站,9,122,18.6495,1.0014,1.3055,5.3163,1.0532,0.123,0.0,mid,ok
S115,鑫众墩尚光伏发电站,10,122,22.4763,1.1551,1.5733,16.1439,1.1614,0.1148,0.0,mid,high_nrmse
S115,鑫众墩尚光伏发电站,11,122,24.1212,1.1723,1.6885,6.4631,1.0646,0.1066,0.0,mid,high_nrmse
S115,鑫众墩尚光伏发电站,12,122,25.5079,1.269,1.7856,11.5018,1.115,0.1066,0.0,clear_peak,high_nrmse
S115,鑫众墩尚光伏发电站,13,122,23.555,1.2083,1.6489,13.5981,1.136,0.0902,0.0,mid,high_nrmse
S115,鑫众墩尚光伏发电站,14,122,19.7333,1.0445,1.3813,7.4778,1.0748,0.082,0.0,mid,ok
S115,鑫众墩尚光伏发电站,15,122,16.0261,0.8249,1.1218,-9.7835,0.9022,0.0738,0.0,mid,ok
S115,鑫众墩尚光伏发电站,16,122,14.9343,0.5195,1.0454,-11.8448,0.8816,0.1148,0.0,mid,ok
S115,鑫众墩尚光伏发电站,17,122,15.1447,0.3405,1.0601,-54.1966,0.458,0.5492,0.5164,night,high_bias|under_prediction
S115,鑫众墩尚光伏发电站,18,122,13.8962,0.4042,0.9727,-31.099,0.689,0.8443,0.0,night,high_bias|under_prediction
S115,鑫众墩尚光伏发电站,19,122,2.5535,0.1787,0.1787,2180668736088.347,21806687360.8835,1.0,0.0,night,high_bias|over_prediction
S116,林洋伊山光伏发电站,6,122,0.4107,0.0174,0.0903,-100.0,0.0,0.8934,1.0,night,high_bias
S116,林洋伊山光伏发电站,7,122,5.3786,0.7004,1.1833,-96.3415,0.0366,0.2131,0.9918,low,high_bias|under_prediction
S116,林洋伊山光伏发电站,8,122,7.342,1.2805,1.6152,-9.6876,0.9031,0.0,0.0,low,ok
S116,林洋伊山光伏发电站,9,122,10.3117,1.7207,2.2686,-0.6639,0.9934,0.0,0.0,mid,ok
S116,林洋伊山光伏发电站,10,122,13.386,2.2199,2.9449,6.716,1.0672,0.0,0.0,mid,ok
S116,林洋伊山光伏发电站,11,122,14.2323,2.3872,3.1311,4.0021,1.04,0.0,0.0,mid,ok
S116,林洋伊山光伏发电站,12,122,13.6685,2.3275,3.0071,3.3092,1.0331,0.0,0.0,clear_peak,ok
S116,林洋伊山光伏发电站,13,122,14.0596,2.335,3.0931,1.2127,1.0121,0.0,0.0,clear_peak,ok
S116,林洋伊山光伏发电站,14,122,13.1328,2.2464,2.8892,2.4445,1.0244,0.0,0.0,mid,ok
S116,林洋伊山光伏发电站,15,122,9.6414,1.6558,2.1211,-0.1543,0.9985,0.0,0.0,mid,ok
S116,林洋伊山光伏发电站,16,122,5.6404,0.9143,1.2409,-0.6565,0.9934,0.0,0.0,mid,ok
S116,林洋伊山光伏发电站,17,122,2.0411,0.2528,0.449,-21.4485,0.7855,0.1885,0.5164,night,high_bias
S116,林洋伊山光伏发电站,18,122,0.5867,0.0415,0.1291,-100.0,0.0,0.7787,1.0,night,high_bias
S116,林洋伊山光伏发电站,19,122,0.0123,0.0002,0.0027,-100.0,0.0,0.9918,1.0,night,high_bias
