site_id,station_name,hour,rows,nrmse_percent,mae_mw,rmse_mw,bias_percent,pred_actual_ratio,actual_zero_ratio,pred_zero_ratio,scene_main,risk_flags
S050,沐恒东海产业园光伏电站,13,122,22.9726,0.4659,0.5858,68.8493,1.6885,0.0,0.0328,clear_peak,high_nrmse|high_bias|over_prediction
S050,沐恒东海产业园光伏电站,14,122,19.6525,0.4115,0.5011,70.5958,1.706,0.0,0.0574,mid,high_bias|over_prediction
S050,沐恒东海产业园光伏电站,15,122,11.8784,0.2388,0.3029,47.8594,1.4786,0.0,0.1311,mid,high_bias|over_prediction
S050,沐恒东海产业园光伏电站,16,122,4.6396,0.0926,0.1183,23.3106,1.2331,0.0082,0.1885,mid,high_bias
S050,沐恒东海产业园光伏电站,17,122,2.5268,0.0491,0.0644,-52.0856,0.4791,0.2213,0.7951,low,high_bias|under_prediction
S050,沐恒东海产业园光伏电站,18,122,1.8917,0.0304,0.0482,-95.4248,0.0458,0.5492,0.9836,night,high_bias|under_prediction
S050,沐恒东海产业园光伏电站,19,122,1.8625,0.0282,0.0475,-100.0,0.0,0.6475,1.0,night,high_bias
S051,鲲鹏德宇光伏电站,6,122,3.7028,0.0351,0.1861,-100.0,0.0,0.918,1.0,night,high_bias
S051,鲲鹏德宇光伏电站,7,122,5.0283,0.1279,0.2527,-97.2009,0.028,0.3279,0.9918,low,high_bias|under_prediction
S051,鲲鹏德宇光伏电站,8,122,6.3467,0.2289,0.3189,-15.0362,0.8496,0.082,0.0,low,ok
S051,鲲鹏德宇光伏电站,9,122,9.5158,0.349,0.4782,23.0633,1.2306,0.0656,0.0,mid,high_bias
S051,鲲鹏德宇光伏电站,10,122,14.3965,0.5636,0.7234,40.4917,1.4049,0.0574,0.0,mid,high_bias|over_prediction
S051,鲲鹏德宇光伏电站,11,122,16.7339,0.6615,0.8409,42.9611,1.4296,0.0328,0.0,mid,high_bias|over_prediction
S051,鲲鹏德宇光伏电站,12,122,16.3157,0.6346,0.8199,27.286,1.2729,0.0246,0.0,clear_peak,high_bias|over_prediction
S051,鲲鹏德宇光伏电站,13,122,16.5162,0.6497,0.8299,34.2999,1.343,0.0164,0.0,clear_peak,high_bias|over_prediction
S051,鲲鹏德宇光伏电站,14,122,12.6331,0.485,0.6348,21.0483,1.2105,0.0082,0.0,mid,high_bias
S051,鲲鹏德宇光伏电站,15,122,8.0762,0.3104,0.4058,5.8555,1.0586,0.0082,0.0,mid,ok
S051,鲲鹏德宇光伏电站,16,122,8.041,0.2304,0.4041,-26.9195,0.7308,0.0082,0.0,mid,high_bias|under_prediction
S051,鲲鹏德宇光伏电站,17,122,6.8941,0.1367,0.3464,-71.1797,0.2882,0.3689,0.5164,night,high_bias|under_prediction
S051,鲲鹏德宇光伏电站,18,122,6.037,0.093,0.3034,-98.8694,0.0113,0.8115,0.9836,night,high_bias|under_prediction
S051,鲲鹏德宇光伏电站,19,122,4.7649,0.0693,0.2394,-100.0,0.0,0.8934,1.0,night,high_bias
S052,鹰游新立成二期光伏电站,6,122,3.9115,0.2366,0.2378,3900.7617,40.0076,0.8607,0.0,night,high_bias|over_prediction
S052,鹰游新立成二期光伏电站,7,122,4.3094,0.2078,0.262,30.8309,1.3083,0.1885,0.0,low,high_bias|over_prediction
S052,鹰游新立成二期光伏电站,8,122,5.9398,0.2737,0.3611,-23.4889,0.7651,0.0,0.0,low,high_bias
S052,鹰游新立成二期光伏电站,9,122,9.6777,0.4246,0.5884,-22.5904,0.7741,0.0082,0.0,mid,high_bias
S052,鹰游新立成二期光伏电站,10,122,12.6796,0.5939,0.7709,-24.6876,0.7531,0.0,0.0,mid,high_bias
S052,鹰游新立成二期光伏电站,11,122,16.2942,0.7902,0.9907,-28.1002,0.719,0.0,0.0,mid,high_bias|under_prediction
S052,鹰游新立成二期光伏电站,12,122,19.1728,0.9484,1.1657,-33.101,0.669,0.0,0.0,clear_peak,high_bias|under_prediction
S052,鹰游新立成二期光伏电站,13,122,17.5725,0.8101,1.0684,-28.7592,0.7124,0.0,0.0,clear_peak,high_bias|under_prediction
S052,鹰游新立成二期光伏电站,14,122,14.0414,0.6979,0.8537,-31.1653,0.6883,0.0,0.0,mid,high_bias|under_prediction
S052,鹰游新立成二期光伏电站,15,122,9.8725,0.4202,0.6002,-24.8175,0.7518,0.0,0.0,mid,high_bias
S052,鹰游新立成二期光伏电站,16,122,5.5266,0.2044,0.336,-8.0255,0.9197,0.0,0.0,mid,ok
S052,鹰游新立成二期光伏电站,17,122,2.257,0.0863,0.1372,25.8161,1.2582,0.4672,0.5164,night,high_bias|over_prediction
S052,鹰游新立成二期光伏电站,18,122,3.7827,0.2269,0.23,2005.8611,21.0586,0.9016,0.0,night,high_bias|over_prediction
S052,鹰游新立成二期光伏电站,19,122,3.8262,0.2326,0.2326,2838125762103.9116,28381257621.0391,1.0,0.0,night,high_bias|over_prediction
S053,鹰游新立成光伏发电站,6,122,39.6099,5.28,5.28,-95.3069,0.0469,0.0,0.0,night,high_nrmse|high_bias|under_prediction
S053,鹰游新立成光伏发电站,7,122,39.4487,5.2409,5.2585,-94.601,0.054,0.0,0.0,low,high_nrmse|high_bias|under_prediction
S053,鹰游新立成光伏发电站,8,122,18.4586,2.0409,2.4605,-36.8019,0.632,0.0,0.0,low,high_bias|under_prediction
S053,鹰游新立成光伏发电站,9,122,10.1135,1.1824,1.3481,-9.3054,0.9069,0.0,0.0,mid,ok
S053,鹰游新立成光伏发电站,10,122,12.4221,1.4254,1.6559,7.0095,1.0701,0.0,0.0,mid,ok
S053,鹰游新立成光伏发电站,11,122,14.3157,1.4843,1.9083,14.3694,1.1437,0.0,0.0,mid,ok
S053,鹰游新立成光伏发电站,12,122,14.8621,1.5304,1.9811,16.8061,1.1681,0.0,0.0,clear_peak,ok
S053,鹰游新立成光伏发电站,13,122,13.6855,1.4271,1.8243,13.7579,1.1376,0.0,0.0,clear_peak,ok
S053,鹰游新立成光伏发电站,14,122,10.2094,1.1898,1.3609,-1.377,0.9862,0.0,0.0,mid,ok
S053,鹰游新立成光伏发电站,15,122,10.8304,1.2263,1.4437,-19.512,0.8049,0.0,0.0,mid,ok
S053,鹰游新立成光伏发电站,16,122,16.405,2.0213,2.1868,-36.1936,0.6381,0.0,0.0,mid,high_bias|under_prediction
S053,鹰游新立成光伏发电站,17,122,32.2547,3.9769,4.2996,-71.7856,0.2821,0.0,0.5164,night,high_nrmse|high_bias|under_prediction
S053,鹰游新立成光伏发电站,18,122,35.3465,4.2657,4.7117,-92.7063,0.0729,0.1885,0.0,night,high_nrmse|high_bias|under_prediction
S053,鹰游新立成光伏发电站,19,122,35.86,4.3493,4.7801,-94.7777,0.0522,0.1885,0.0,night,high_nrmse|high_bias|under_prediction
S054,鸿天伍江光伏电站,6,122,1.9127,0.2117,0.2156,1482.3287,15.8233,0.9016,0.0,night,high_bias|over_prediction
S054,鸿天伍江光伏电站,7,122,3.6992,0.2573,0.417,-31.8808,0.6812,0.3279,0.0,low,high_bias|under_prediction
S054,鸿天伍江光伏电站,8,122,5.1033,0.4528,0.5752,-18.9379,0.8106,0.0164,0.0,low,ok
S054,鸿天伍江光伏电站,9,122,7.9319,0.6491,0.8941,3.0436,1.0304,0.0082,0.0,mid,ok
S054,鸿天伍江光伏电站,10,122,9.6307,0.8172,1.0856,13.9101,1.1391,0.0,0.0,mid,ok
S054,鸿天伍江光伏电站,11,122,10.6301,0.9444,1.1982,9.6831,1.0968,0.0,0.0,mid,ok
S054,鸿天伍江光伏电站,12,122,12.2233,1.0738,1.3778,10.3036,1.103,0.0,0.0,mid,ok
S054,鸿天伍江光伏电站,13,122,11.6181,1.0761,1.3096,15.8003,1.158,0.0,0.0,clear_peak,ok
S054,鸿天伍江光伏电站,14,122,10.5318,0.8977,1.1871,12.7818,1.1278,0.0,0.0,mid,ok
S054,鸿天伍江光伏电站,15,122,6.3443,0.5414,0.7151,6.2661,1.0627,0.0082,0.0,mid,ok
S054,鸿天伍江光伏电站,16,122,3.3457,0.2808,0.3771,6.9385,1.0694,0.0082,0.0,mid,ok
S054,鸿天伍江光伏电站,17,122,1.3255,0.0873,0.1494,9.5783,1.0958,0.6148,0.5246,night,ok
S054,鸿天伍江光伏电站,18,122,1.5797,0.1748,0.1781,1093.113,11.9311,0.9098,0.0,night,high_bias|over_prediction
S054,鸿天伍江光伏电站,19,122,1.5244,0.1716,0.1718,3804.1021,39.041,0.9836,0.0,night,high_bias|over_prediction
S055,沐恒曲阳光伏电站,6,122,5.9112,0.1997,0.2364,-100.0,0.0,0.2869,1.0,night,high_bias
S055,沐恒曲阳光伏电站,7,122,6.392,0.2352,0.2557,-99.0566,0.0094,0.123,0.9918,low,high_bias|under_prediction
S055,沐恒曲阳光伏电站,8,122,6.41,0.2204,0.2564,-44.5694,0.5543,0.0656,0.0,low,high_bias|under_prediction
S055,沐恒曲阳光伏电站,9,122,8.6235,0.2808,0.3449,28.7432,1.2874,0.0738,0.0,mid,high_bias|over_prediction
S055,沐恒曲阳光伏电站,10,122,13.8472,0.4734,0.5539,56.053,1.5605,0.0738,0.0,mid,high_bias|over_prediction
S055,沐恒曲阳光伏电站,11,122,18.529,0.628,0.7412,81.3086,1.8131,0.0738,0.0,mid,high_bias|over_prediction
S055,沐恒曲阳光伏电站,12,122,19.4386,0.6579,0.7775,81.5584,1.8156,0.0656,0.0,clear_peak,high_bias|over_prediction
S055,沐恒曲阳光伏电站,13,122,17.5564,0.6102,0.7023,75.2927,1.7529,0.0656,0.0,clear_peak,high_bias|over_prediction
S055,沐恒曲阳光伏电站,14,122,13.4304,0.4434,0.5372,48.0707,1.4807,0.0656,0.0,mid,high_bias|over_prediction
S055,沐恒曲阳光伏电站,15,122,8.3609,0.2489,0.3344,21.1947,1.2119,0.0738,0.0,mid,high_bias
S055,沐恒曲阳光伏电站,16,122,5.8932,0.169,0.2357,-36.4088,0.6359,0.0738,0.0,mid,high_bias|under_prediction
S055,沐恒曲阳光伏电站,17,122,6.4677,0.2435,0.2587,-87.3561,0.1264,0.1066,0.5,low,high_bias|under_prediction
S055,沐恒曲阳光伏电站,18,122,5.9582,0.2043,0.2383,-100.0,0.0,0.2541,1.0,night,high_bias
S055,沐恒曲阳光伏电站,19,122,5.9451,0.202,0.2378,-100.0,0.0,0.2787,1.0,night,high_bias
S056,昱中科技光伏电站,6,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S056,昱中科技光伏电站,7,122,3.7457,0.0589,0.118,-89.8426,0.1016,0.5656,0.9836,low,high_bias|under_prediction
S056,昱中科技光伏电站,8,122,5.6108,0.1411,0.1767,-13.845,0.8615,0.0574,0.0,low,ok
S056,昱中科技光伏电站,9,122,8.0432,0.1888,0.2534,19.1631,1.1916,0.0246,0.0,mid,ok
S056,昱中科技光伏电站,10,122,11.1039,0.293,0.3498,27.0477,1.2705,0.0246,0.0,mid,high_bias|over_prediction
S056,昱中科技光伏电站,11,122,12.1331,0.3222,0.3822,14.1809,1.1418,0.0082,0.0,mid,ok
S056,昱中科技光伏电站,12,122,12.5603,0.3044,0.3956,6.8423,1.0684,0.0082,0.0,mid,ok
S056,昱中科技光伏电站,13,122,11.5551,0.2874,0.364,18.8996,1.189,0.0,0.0,clear_peak,ok
S056,昱中科技光伏电站,14,122,10.5603,0.281,0.3327,26.3315,1.2633,0.0328,0.0,mid,high_bias|over_prediction
S056,昱中科技光伏电站,15,122,6.7129,0.1821,0.2115,26.3623,1.2636,0.0246,0.0,mid,high_bias|over_prediction
S056,昱中科技光伏电站,16,122,4.5728,0.1091,0.144,35.0651,1.3507,0.1066,0.0,mid,high_bias|over_prediction
S056,昱中科技光伏电站,17,122,1.4937,0.0222,0.0471,46.4772,1.4648,0.7541,0.5246,night,high_bias|over_prediction
S056,昱中科技光伏电站,18,122,0.1276,0.0005,0.004,32.7465,1.3275,0.9836,0.9918,night,high_bias|over_prediction
S056,昱中科技光伏电站,19,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S058,远途大浦光伏电站,6,122,3.576,0.2128,0.2142,2649.2932,27.4929,0.8607,0.0,night,high_bias|over_prediction
S058,远途大浦光伏电站,7,122,3.8413,0.1773,0.2301,30.1828,1.3018,0.1803,0.0,low,high_bias|over_prediction
S058,远途大浦光伏电站,8,122,5.0142,0.2321,0.3003,-11.221,0.8878,0.0082,0.0,low,ok
S058,远途大浦光伏电站,9,122,8.5834,0.4231,0.5141,-8.5997,0.914,0.0,0.0,mid,ok
S058,远途大浦光伏电站,10,122,12.8712,0.6499,0.771,-15.8185,0.8418,0.0,0.0,mid,ok
S058,远途大浦光伏电站,11,122,15.3737,0.7507,0.9209,-17.987,0.8201,0.0,0.0,mid,ok
S058,远途大浦光伏电站,12,122,16.2761,0.7837,0.9749,-15.6086,0.8439,0.0,0.0,clear_peak,ok
S058,远途大浦光伏电站,13,122,15.4252,0.7325,0.924,-14.8881,0.8511,0.0,0.0,clear_peak,ok
S058,远途大浦光伏电站,14,122,12.2853,0.6249,0.7359,-23.9077,0.7609,0.0,0.0,mid,high_bias
S058,远途大浦光伏电站,15,122,7.2651,0.3312,0.4352,-14.3191,0.8568,0.0,0.0,mid,ok
S058,远途大浦光伏电站,16,122,4.2751,0.2097,0.2561,28.6654,1.2867,0.0164,0.0,mid,high_bias|over_prediction
S058,远途大浦光伏电站,17,122,2.2433,0.0827,0.1344,68.7987,1.688,0.4344,0.5164,night,high_bias|over_prediction
S058,远途大浦光伏电站,18,122,3.2152,0.1915,0.1926,2595.9832,26.9598,0.877,0.0,night,high_bias|over_prediction
S058,远途大浦光伏电站,19,122,3.3239,0.1991,0.1991,2429028849716.4194,24290288497.1642,1.0,0.0,night,high_bias|over_prediction
S059,首耀清墩光伏电站,6,122,16.4322,0.3151,0.3286,-83.1446,0.1686,0.0656,0.0,night,high_bias|under_prediction
S059,首耀清墩光伏电站,7,122,16.3727,0.3163,0.3275,-82.4972,0.175,0.0328,0.0,low,high_bias|under_prediction
S059,首耀清墩光伏电站,8,122,13.0174,0.2295,0.2603,-53.9226,0.4608,0.0,0.0,low,high_bias|under_prediction
S059,首耀清墩光伏电站,9,122,8.2262,0.1258,0.1645,-5.2406,0.9476,0.0,0.0,mid,ok
S059,首耀清墩光伏电站,10,122,11.868,0.1908,0.2374,23.1381,1.2314,0.0,0.0,mid,high_bias
S059,首耀清墩光伏电站,11,122,13.5642,0.2305,0.2713,35.6216,1.3562,0.0,0.0,mid,high_bias|over_prediction
S059,首耀清墩光伏电站,12,122,14.7701,0.2544,0.2954,39.2909,1.3929,0.0,0.0,clear_peak,high_bias|over_prediction
S059,首耀清墩光伏电站,13,122,14.2017,0.2391,0.284,37.8796,1.3788,0.0,0.0,clear_peak,high_bias|over_prediction
S059,首耀清墩光伏电站,14,122,10.9453,0.1817,0.2189,16.7791,1.1678,0.0,0.0,mid,ok
S059,首耀清墩光伏电站,15,122,8.4241,0.1217,0.1685,-11.0415,0.8896,0.0,0.0,mid,ok
S059,首耀清墩光伏电站,16,122,10.6236,0.1934,0.2125,-43.4382,0.5656,0.0,0.0,mid,high_bias|under_prediction
S059,首耀清墩光伏电站,17,122,17.6267,0.3319,0.3525,-85.7072,0.1429,0.0164,0.5164,night,high_bias|under_prediction
S059,首耀清墩光伏电站,18,122,16.4715,0.3153,0.3294,-83.1228,0.1688,0.0328,0.0,night,high_bias|under_prediction
S059,首耀清墩光伏电站,19,122,16.4817,0.3176,0.3296,-83.0967,0.169,0.1066,0.0,night,high_bias|under_prediction
S060,华电蒙然源光伏电站,6,122,0.5325,0.0095,0.0311,-100.0,0.0,0.877,1.0,night,high_bias
S060,华电蒙然源光伏电站,7,122,4.4321,0.1561,0.2588,-93.9647,0.0604,0.4098,0.9836,low,high_bias|under_prediction
S060,华电蒙然源光伏电站,8,122,6.691,0.3303,0.3908,-29.4385,0.7056,0.0164,0.5738,low,high_bias|under_prediction
S060,华电蒙然源光伏电站,9,122,10.5225,0.4715,0.6145,2.739,1.0274,0.0082,0.1393,mid,ok
S060,华电蒙然源光伏电站,10,122,13.0983,0.6259,0.7649,15.7411,1.1574,0.0,0.041,mid,ok
S060,华电蒙然源光伏电站,11,122,14.3903,0.7227,0.8404,12.6441,1.1264,0.0,0.041,mid,ok
S060,华电蒙然源光伏电站,12,122,15.8969,0.7543,0.9284,12.2607,1.1226,0.0,0.0246,clear_peak,ok
S060,华电蒙然源光伏电站,13,122,13.8361,0.6644,0.808,19.6739,1.1967,0.0,0.0328,clear_peak,ok
S060,华电蒙然源光伏电站,14,122,12.0785,0.5607,0.7054,10.5418,1.1054,0.0,0.041,mid,ok
S060,华电蒙然源光伏电站,15,122,10.652,0.4466,0.6221,-8.3627,0.9164,0.0,0.1066,mid,ok
S060,华电蒙然源光伏电站,16,122,5.8249,0.197,0.3402,-15.1388,0.8486,0.0,0.1885,mid,ok
S060,华电蒙然源光伏电站,17,122,2.5169,0.0688,0.147,-51.7431,0.4826,0.541,0.7951,night,high_bias|under_prediction
S060,华电蒙然源光伏电站,18,122,0.5887,0.0102,0.0344,-91.6253,0.0837,0.8934,0.9836,night,high_bias|under_prediction
S060,华电蒙然源光伏电站,19,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S061,嘉伏黎明光伏电站,6,122,0.4463,0.0052,0.0169,-100.0,0.0,0.877,1.0,night,high_bias
S061,嘉伏黎明光伏电站,7,122,5.0599,0.1125,0.1915,-93.7921,0.0621,0.2295,0.9836,low,high_bias|under_prediction
S061,嘉伏黎明光伏电站,8,122,7.8141,0.2383,0.2957,-44.2141,0.5579,0.0,0.582,low,high_bias|under_prediction
S061,嘉伏黎明光伏电站,9,122,10.1754,0.2587,0.385,-5.7171,0.9428,0.0,0.1311,mid,ok
S061,嘉伏黎明光伏电站,10,122,12.8483,0.3602,0.4862,3.8202,1.0382,0.0082,0.041,mid,ok
S061,嘉伏黎明光伏电站,11,122,13.8284,0.3814,0.5233,-2.2002,0.978,0.0,0.041,mid,ok
S061,嘉伏黎明光伏电站,12,122,13.2995,0.3929,0.5033,2.5634,1.0256,0.0,0.0328,clear_peak,ok
S061,嘉伏黎明光伏电站,13,122,13.6489,0.4003,0.5165,11.2244,1.1122,0.0,0.0328,mid,ok
S061,嘉伏黎明光伏电站,14,122,12.9431,0.3866,0.4898,0.8994,1.009,0.0,0.0492,mid,ok
S061,嘉伏黎明光伏电站,15,122,8.1963,0.2399,0.3101,2.4125,1.0241,0.0,0.0902,mid,ok
S061,嘉伏黎明光伏电站,16,122,5.0909,0.1293,0.1926,0.879,1.0088,0.0,0.1885,mid,ok
S061,嘉伏黎明光伏电站,17,122,1.6003,0.0327,0.0606,-29.1254,0.7087,0.5246,0.8033,night,high_bias|under_prediction
S061,嘉伏黎明光伏电站,18,122,0.3645,0.0039,0.0138,-85.7247,0.1428,0.8934,0.9918,night,high_bias|under_prediction
S061,嘉伏黎明光伏电站,19,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S062,韩华大浦光伏电站,6,122,2.6406,0.1171,0.1176,3759.5997,38.596,0.918,0.0,night,high_bias|over_prediction
S062,韩华大浦光伏电站,7,122,2.7868,0.0994,0.1241,48.6485,1.4865,0.3852,0.0,low,high_bias|over_prediction
S062,韩华大浦光伏电站,8,122,3.5099,0.1215,0.1563,-5.81,0.9419,0.041,0.0,low,ok
S062,韩华大浦光伏电站,9,122,6.212,0.2026,0.2767,10.2809,1.1028,0.0246,0.0,mid,ok
S062,韩华大浦光伏电站,10,122,6.8761,0.2168,0.3062,10.9983,1.11,0.0082,0.0,mid,ok
S062,韩华大浦光伏电站,11,122,8.4677,0.2679,0.3771,3.4746,1.0347,0.0082,0.0,mid,ok
S062,韩华大浦光伏电站,12,122,7.8178,0.2553,0.3482,5.3773,1.0538,0.0,0.0,clear_peak,ok
S062,韩华大浦光伏电站,13,122,8.8757,0.2865,0.3953,9.3511,1.0935,0.0,0.0,mid,ok
S062,韩华大浦光伏电站,14,122,7.1858,0.2262,0.32,4.4952,1.045,0.0,0.0,mid,ok
S062,韩华大浦光伏电站,15,122,5.1374,0.1746,0.2288,9.537,1.0954,0.0,0.0,mid,ok
S062,韩华大浦光伏电站,16,122,3.4908,0.1291,0.1555,37.8609,1.3786,0.0492,0.0,mid,high_bias|over_prediction
S062,韩华大浦光伏电站,17,122,1.835,0.0475,0.0817,84.5309,1.8453,0.6393,0.5164,night,high_bias|over_prediction
S062,韩华大浦光伏电站,18,122,2.474,0.1098,0.1102,4060.804,41.608,0.9344,0.0,night,high_bias|over_prediction
S062,韩华大浦光伏电站,19,122,2.4714,0.1101,0.1101,1342832062166.423,13428320621.6642,1.0,0.0,night,high_bias|over_prediction
S063,铭信润海光伏电站,6,122,3.8919,0.1424,0.1424,1737829637845.1953,17378296378.452,1.0,0.0,night,high_bias|over_prediction
S063,铭信润海光伏电站,7,122,4.0053,0.1312,0.1466,127.0063,2.2701,0.6885,0.0,low,high_bias|over_prediction
S063,铭信润海光伏电站,8,122,6.6139,0.1797,0.2421,-0.6613,0.9934,0.1148,0.0,low,ok
S063,铭信润海光伏电站,9,122,12.1764,0.3228,0.4457,4.2172,1.0422,0.0656,0.0,mid,ok
S063,铭信润海光伏电站,10,122,13.3526,0.3377,0.4887,7.4812,1.0748,0.041,0.0,mid,ok
S063,铭信润海光伏电站,11,122,14.0435,0.3736,0.514,2.9444,1.0294,0.0328,0.0,mid,ok
S063,铭信润海光伏电站,12,122,15.7863,0.4214,0.5778,2.4572,1.0246,0.0164,0.0,clear_peak,ok
S063,铭信润海光伏电站,13,122,16.9646,0.4445,0.6209,1.4922,1.0149,0.0492,0.0,clear_peak,ok
S063,铭信润海光伏电站,14,122,14.6182,0.3837,0.535,5.102,1.051,0.0492,0.0,mid,ok
S063,铭信润海光伏电站,15,122,9.4315,0.2618,0.3452,17.8745,1.1787,0.0574,0.0,mid,ok
S063,铭信润海光伏电站,16,122,7.6392,0.237,0.2796,49.6397,1.4964,0.1885,0.0,mid,high_bias|over_prediction
S063,铭信润海光伏电站,17,122,3.8097,0.0851,0.1394,153.9366,2.5394,0.8197,0.5,low,high_bias|over_prediction
S063,铭信润海光伏电站,18,122,3.8263,0.1392,0.14,1698793689209.675,16987936892.0968,1.0,0.0,night,high_bias|over_prediction
S063,铭信润海光伏电站,19,122,3.8234,0.1399,0.1399,1707212937269.595,17072129372.6959,1.0,0.0,night,high_bias|over_prediction
S064,昱瑞青口光伏发电站,6,122,2.8096,0.0924,0.0924,1127036642452.9397,11270366424.5294,1.0,0.0,night,high_bias|over_prediction
S064,昱瑞青口光伏发电站,7,122,3.2308,0.09,0.1062,45.4791,1.4548,0.6475,0.0,low,high_bias|over_prediction
S064,昱瑞青口光伏发电站,8,122,4.6192,0.1208,0.1519,-5.5631,0.9444,0.0902,0.0,low,ok
S064,昱瑞青口光伏发电站,9,122,7.4509,0.1741,0.245,7.7628,1.0776,0.0328,0.0,mid,ok
S064,昱瑞青口光伏发电站,10,122,9.7194,0.2208,0.3196,15.1559,1.1516,0.0082,0.0,mid,ok
S064,昱瑞青口光伏发电站,11,122,10.5933,0.2483,0.3483,12.0395,1.1204,0.0164,0.0,mid,ok
S064,昱瑞青口光伏发电站,12,122,10.3784,0.2629,0.3412,12.4983,1.125,0.0164,0.0,clear_peak,ok
S064,昱瑞青口光伏发电站,13,122,11.4141,0.3017,0.3753,22.1565,1.2216,0.0246,0.0,mid,high_bias
S064,昱瑞青口光伏发电站,14,122,10.0189,0.2671,0.3294,24.9576,1.2496,0.0082,0.0,mid,high_bias
S064,昱瑞青口光伏发电站,15,122,8.5127,0.2343,0.2799,34.8722,1.3487,0.0246,0.0,mid,high_bias|over_prediction
S064,昱瑞青口光伏发电站,16,122,7.0123,0.1934,0.2306,75.2759,1.7528,0.1066,0.0,mid,high_bias|over_prediction
S064,昱瑞青口光伏发电站,17,122,2.8265,0.0531,0.0929,131.3805,2.3138,0.7541,0.5164,night,high_bias|over_prediction
S064,昱瑞青口光伏发电站,18,122,2.3781,0.0775,0.0782,4976.2364,50.7624,0.9672,0.0,night,high_bias|over_prediction
S064,昱瑞青口光伏发电站,19,122,2.3316,0.0767,0.0767,935299054878.6659,9352990548.7867,1.0,0.0,night,high_bias|over_prediction
S065,中盛石榴光伏电站,6,122,3.118,0.0593,0.06,900.3002,10.003,0.6148,0.0,night,high_bias|over_prediction
S065,中盛石榴光伏电站,7,122,3.7249,0.0578,0.0717,13.4106,1.1341,0.2541,0.0,low,ok
S065,中盛石榴光伏电站,8,122,6.6086,0.0924,0.1271,-1.9739,0.9803,0.0082,0.0,low,ok
S065,中盛石榴光伏电站,9,122,12.7448,0.1702,0.2452,13.686,1.1369,0.0082,0.0,mid,ok
S065,中盛石榴光伏电站,10,122,15.235,0.2035,0.2931,18.8676,1.1887,0.0082,0.0,mid,ok
S065,中盛石榴光伏电站,11,122,15.2324,0.2184,0.2931,9.2912,1.0929,0.0,0.0,mid,ok
S065,中盛石榴光伏电站,12,122,15.6047,0.2297,0.3002,14.686,1.1469,0.0,0.0,clear_peak,ok
S065,中盛石榴光伏电站,13,122,16.3977,0.2397,0.3155,12.9241,1.1292,0.0,0.0,clear_peak,ok
S065,中盛石榴光伏电站,14,122,14.3389,0.2044,0.2759,6.0789,1.0608,0.0,0.0,mid,ok
S065,中盛石榴光伏电站,15,122,9.1238,0.1318,0.1755,12.8646,1.1286,0.0,0.0,mid,ok
S065,中盛石榴光伏电站,16,122,6.6688,0.1024,0.1283,36.9937,1.3699,0.0,0.0,mid,high_bias|over_prediction
S065,中盛石榴光伏电站,17,122,2.5043,0.0285,0.0482,39.6909,1.3969,0.2705,0.5,low,high_bias|over_prediction
S065,中盛石榴光伏电站,18,122,2.9665,0.0563,0.0571,714.822,8.1482,0.5902,0.0,night,high_bias|over_prediction
S065,中盛石榴光伏电站,19,122,3.0974,0.0592,0.0596,1208.6186,13.0862,0.6639,0.0,night,high_bias|over_prediction
S066,科来恩润石光伏电站,6,122,4.5478,0.2447,0.2479,1631.3344,17.3133,0.8443,0.0,night,high_bias|over_prediction
S066,科来恩润石光伏电站,7,122,3.7127,0.1682,0.2023,38.3944,1.3839,0.2213,0.0,low,high_bias|over_prediction
S066,科来恩润石光伏电站,8,122,9.7206,0.3672,0.5298,-46.9674,0.5303,0.0,0.0,low,high_bias|under_prediction
S066,科来恩润石光伏电站,9,122,18.9438,0.8075,1.0324,-61.3598,0.3864,0.0082,0.0,low,high_bias|under_prediction
S066,科来恩润石光伏电站,10,122,20.1516,0.8839,1.0983,-39.5103,0.6049,0.0,0.0,low,high_nrmse|high_bias|under_prediction
S066,科来恩润石光伏电站,11,122,22.5396,1.0004,1.2284,-11.5466,0.8845,0.0,0.0,low,high_nrmse
S066,科来恩润石光伏电站,12,122,20.1856,0.8812,1.1001,2.2097,1.0221,0.0,0.0,low,high_nrmse
S066,科来恩润石光伏电站,13,122,21.2964,0.9651,1.1607,-9.2525,0.9075,0.0,0.0,low,high_nrmse
S066,科来恩润石光伏电站,14,122,19.6716,0.8702,1.0721,-40.4466,0.5955,0.0082,0.0,low,high_bias|under_prediction
S066,科来恩润石光伏电站,15,122,14.6149,0.6166,0.7965,-55.3222,0.4468,0.0082,0.0,low,high_bias|under_prediction
S066,科来恩润石光伏电站,16,122,7.1966,0.245,0.3922,-34.3375,0.6566,0.0082,0.0,low,high_bias|under_prediction
S066,科来恩润石光伏电站,17,122,2.5078,0.0756,0.1367,3.7441,1.0374,0.5082,0.5246,low,ok
S066,科来恩润石光伏电站,18,122,4.5931,0.247,0.2503,1894.9686,19.9497,0.8934,0.0,night,high_bias|over_prediction
S066,科来恩润石光伏电站,19,122,4.4227,0.241,0.241,2940658788047.485,29406587880.4748,1.0,0.0,night,high_bias|over_prediction
