split,rmse_idw,rmse_era5,rmse_blend,nrmse_blend,rows
train,6.43211504059526,2.2320340396951264,2.0446169445076143,0.0020907087980225627,373434
valid,5.865721906179572,4.7204447158960745,3.783167981714546,0.003874555412543148,103632
test,6.40661192689098,4.129382444886622,3.446382429608901,0.0036432638718470645,107942
