site_id,site_status,nrmse_pct,rmse_MW,mae_MW,bias_MW,n_samples,capacity_mw
S008,测试期分布漂移,11.342598531436533,0.3597872254171668,0.2118744977963438,-0.1329116522639616,1708,3.172
S063,正常评价,11.419591187628772,0.4179570374672131,0.271464187321702,-0.0652821101734479,1708,3.66
S072,正常评价,11.942686747609374,0.3732089608627929,0.2377846297135077,-0.0909639823495627,1708,3.125
S055,测试期分布漂移,12.538142701125624,0.5015257080450249,0.3799151664242441,0.0660906249882137,1708,4.0
S006,系统性偏差,13.056989943785416,0.6528494971892708,0.3948182561518235,0.376687937846431,1708,5.0
S071,系统性偏差,13.448694491384764,2.689738898276953,2.084084146972629,-1.6753591519715727,1708,20.0
S052,系统性偏差,13.53338185624218,0.8228296168595245,0.5068166277624233,-0.4612773462972891,1708,6.08
S050,测试期分布漂移,13.741820199377312,0.3504164150841214,0.2207468123873326,0.1394419385278561,1708,2.55
S022,系统性偏差,13.781921274798387,0.4465342493034677,0.2789299981117802,-0.2451538994600124,1708,3.24
S002,测试期分布漂移,13.849130253502413,0.4570212983655796,0.3035766030848987,-0.1225991303126169,1708,3.3
S059,测试期分布漂移,14.186970030600618,0.2837394006120123,0.2405322042367116,-0.1354224917933065,1708,2.0
S037,测试期分布漂移,14.796004087902892,0.879770403066706,0.518766874349296,0.2492264578970996,1708,5.946
S115,正常评价,17.474138931432186,1.223189725200253,0.7148897951239406,-0.0334142076926195,1708,7.0
S069,测试期无有效发电,17.765941718274796,0.5329782515482439,0.3527612653035663,0.3527612653035663,1708,3.0
S012,测试期分布漂移,18.387622632064247,3.227027771927275,2.027126731477811,1.802794121934614,1708,17.55
S044,测试期无有效发电,18.92479114271756,1.6070932638395752,1.1086670710174862,1.1086670710174862,1708,8.492
S003,测试期无有效发电,18.96202210446932,0.790090575026923,0.5582716548907658,0.5582716548907658,1708,4.1667
S076,测试期无有效发电,19.68624012071937,0.9843120060359684,0.694627719356675,0.694627719356675,1708,5.0
S032,系统性偏差,21.62144982907871,2.018362341544498,1.30417839660868,-1.28046103757797,1708,9.335
S045,测试期分布漂移,23.5115443162832,0.6853615168196552,0.4870094460856011,0.4605533214880362,1708,2.915
S053,系统性偏差,24.64968569956793,3.2858031037524054,2.711023589040765,-2.50657198769963,1708,13.33
S019,系统性偏差,31.45363403339903,0.943609021001971,0.5540401235234478,-0.4401376924310758,1708,3.0
