metric,value
Corr,0.86320250034967
MAE,0.24914602564860236
RMSE,0.698245909154854
NRMSE,12.215340789585277
bias_pct,1.748490175109954
pred_actual_ratio,1.0174849017510996
actual_sum_mwh,104652.41
pred_sum_mwh,106482.24710686579
capacity_sum_mw,1138106.22144
