hour,site_count,row_samples,site_avg_nrmse_pct,site_median_nrmse_pct,site_p90_nrmse_pct,active_site_avg_nrmse_pct,avg_zero_actual_ratio_pct,city_nrmse_pct
6,68,8296,4.19510638235294,2.6720930000000003,6.336548300000004,8.461433218749999,84.78784960294118,1.033935
7,68,8296,5.619121367647059,3.912715,7.716644100000011,7.857291903225806,38.27145610294117,4.036154
8,68,8296,7.839229382352941,6.733223000000001,11.831506800000003,7.867877412698413,12.512053970588235,4.080274
9,68,8296,11.34328244117647,10.0074535,18.671876,10.641956761904762,11.041465735294118,4.663516
10,68,8296,14.519236823529411,12.917628,23.220404600000006,13.30133073015873,10.535197617647057,5.900557
11,68,8296,16.302929808823528,14.151468999999999,26.1776972,14.895525301587302,10.36644163235294,6.419593
12,68,8296,16.975346279411763,15.294634,27.809151800000002,15.544450507936508,10.209739588235294,6.426351
13,68,8296,16.577995382352942,15.039579,26.074114,15.277006158730158,10.270009588235293,6.545536
14,68,8296,14.237517955882353,13.037951,21.207561100000003,13.313636158730159,10.390549632352942,5.886085
15,68,8296,10.091027411764706,8.9520655,14.357238900000002,9.508369714285713,10.595467647058824,3.576905
16,68,8296,6.676834647058824,5.650056,10.168732200000003,6.509782682539683,12.427675970588234,2.111614
17,68,8296,4.282958764705882,2.4415155,6.595590700000002,6.2914075,54.676952779411764,2.105325
18,68,8296,4.194507941176471,2.46663,8.039051700000016,7.353258630434782,84.4141755,1.315363
19,68,8296,3.939596441176471,2.425116,6.448766800000003,16.676709499999998,91.64657663235295,1.24477
