site_id,hour,split,rows,pred_actual_ratio,site_nrmse_pct
S007,10,train,910,1.0400552014151254,13.942453775663985
S007,10,valid,62,1.0082503497967061,17.227381034668895
S007,11,future,89,0.6087692617333,34.53888256192912
S007,11,test,122,1.046540814893659,14.831051490387843
S007,11,train,911,1.0371333129721751,14.302341950186333
S007,11,valid,62,0.9790470401726551,17.732548345322197
S007,12,future,89,0.5684630321417791,37.172833847165634
S007,12,test,122,1.071054181675181,13.539435732007247
S007,12,train,911,1.041564612245298,14.93352033014369
S007,12,valid,62,0.9650878760597478,20.51559141728608
S007,13,future,89,0.6110110682569364,32.89993990886014
S007,13,test,122,1.1058917107567372,15.574259673803963
S007,13,train,911,1.0282977270139022,14.112557277207937
S007,13,valid,62,0.9797906369734188,18.84722012591409
S007,14,future,90,0.6594590393889556,26.505992812179567
S007,14,test,122,1.057265321870817,11.274718055715299
S007,14,train,911,1.0387492537646572,11.997861365093847
S007,14,valid,61,1.008609903145474,16.373855309816214
S008,10,future,90,1.8668583718907397,32.67397135463347
S008,10,test,122,1.0670925488842105,13.939324968998598
S008,10,train,90,1.168189948129942,17.321150883907706
S008,10,valid,62,0.8650099510537037,20.996110385500373
S008,11,future,90,1.4625001553898391,30.752305899663128
S008,11,test,122,0.99043781147551,15.098331891967948
S008,11,train,90,1.1185529985849438,16.643129973479805
S008,11,valid,62,0.8595466056183294,24.161554223095948
S008,12,future,90,1.4179388552964416,31.396964355609626
S008,12,test,122,0.9989534297556679,14.788876122562725
S008,12,train,91,1.140586687952986,17.979329697360125
S008,12,valid,62,0.8806661351653489,26.302488474611202
S008,13,future,90,1.40067868320124,30.005097433115317
S008,13,test,122,1.0144738969742602,16.549375289455938
S008,13,train,91,1.11176497478659,18.851122230266792
S008,13,valid,62,0.8678845760678492,28.79909866656114
S008,14,future,90,1.431742537976437,26.424978758519007
S008,14,test,122,1.122940979425737,12.81731433965553
S008,14,train,91,1.1999596226873,19.071949309522022
S008,14,valid,61,0.8415422191109306,24.93218390149714
S009,10,future,87,2.1917087736354657,33.00066371366852
S009,10,test,122,1.2083904423470586,14.034234371280938
S009,10,train,253,1.1376923171443842,11.76178071201684
S009,10,valid,62,0.8839889862511572,17.339022444573963
S009,11,future,87,1.9237563725177271,33.11445123221716
S009,11,test,122,1.2123937328228713,17.661333066987186
S009,11,train,253,1.1691340037478148,14.205005819871793
S009,11,valid,62,0.87611001616102,18.59076099674703
S009,12,future,86,1.9059405677673977,34.44334129497476
S009,12,test,122,1.2128071792902755,17.15935628930703
S009,12,train,253,1.1878651265990463,15.053520495850128
S009,12,valid,62,0.8745874727933229,17.456203017278312
S009,13,future,88,1.8908132736167842,32.34597600518679
S009,13,test,122,1.2490017559544497,16.5781503452589
S009,13,train,253,1.1803338197232212,14.547646396082936
S009,13,valid,62,0.8684078513001806,19.539220977336683
S009,14,future,88,1.9225191389881833,28.489204445307344
S009,14,test,122,1.1997475794764059,14.49626222677381
S009,14,train,253,1.2234380977667572,14.205427736469488
S009,14,valid,62,0.8478058055494684,20.579348008271857
S010,10,future,89,0.881283310585456,11.139198896046322
S010,10,test,122,1.1647691057632004,10.068370880711338
S010,10,train,883,0.9674507279274522,11.189680013354891
S010,10,valid,62,1.0343644994474719,14.244168725477818
S010,11,future,88,0.7326317334939929,14.591381094483918
S010,11,test,122,1.1010051570057646,9.316145437399644
S010,11,train,881,0.9514078818852527,11.615748649541018
S010,11,valid,62,1.0340677328834849,16.44756740749739
