site_id,hour,nrmse_site_pct,rmse_MW,mae_MW,bias_MW
S002,6,17.888026274310583,0.5903048670522493,0.35680327868852457,-0.35680327868852457
S002,7,17.953253767305544,0.5924573743210829,0.39356957822686417,-0.39356957822686417
S002,8,17.323618586533097,0.5716794133555921,0.3994115149134009,-0.33543136174709876
S002,9,13.06233074946476,0.43105691473233704,0.3222869387558828,-0.13203814418881485
S002,10,11.117332002806346,0.3668719560926094,0.26766684822849895,-0.005130163721723436
S002,11,13.615123592947675,0.44929907856727325,0.3408805438856826,-0.06885230271479209
S002,12,15.365032749851215,0.50704608074509,0.3861865434982269,-0.13940566601557688
S002,13,13.210472763662215,0.4359456012008531,0.33070100876180997,-0.08071733904973269
S002,14,10.341315137345882,0.34126339953241414,0.26452245190437973,-0.058121912347384314
S002,15,11.664378472172187,0.3849244895816821,0.28381287149507944,-0.14429079074373938
S002,16,15.078601410026998,0.49759384653089095,0.31047115650368867,-0.230975627587553
S002,17,16.923826527602586,0.5584862754108854,0.3169988969004414,-0.31125236251255034
S002,18,11.678672656957122,0.385396197679585,0.18600679110284576,-0.18600679110284576
S002,19,11.709699926256608,0.386420097566468,0.1869672131147541,-0.1869672131147541
S003,6,1.8479852161182715,0.07700000000000001,0.07699999999999999,0.07699999999999999
S003,7,1.9917958164314589,0.08299215628324959,0.07943237342357985,0.07943237342357985
S003,8,6.888251589819699,0.2870127789930174,0.22476248948803804,0.22476248948803804
S003,9,13.316059274970415,0.5548402418101922,0.494740960229004,0.494740960229004
S003,10,17.91696871080978,0.746546335273311,0.6808338650668168,0.6808338650668168
S003,11,21.334112989190203,0.8889284859205882,0.8157914600159646,0.8157914600159646
S003,12,22.640587093451494,0.9433653424228433,0.8680917881086695,0.8680917881086695
S003,13,21.491864894819855,0.8955015345724588,0.8309427207504876,0.8309427207504876
S003,14,17.592117514618018,0.7330107604815889,0.6759396123072088,0.6759396123072088
S003,15,13.337546053565921,0.5557355314139312,0.5032282748254974,0.5032282748254974
S003,16,8.27227056590288,0.34468069766947534,0.30537345381233627,0.30537345381233627
S003,17,3.329784380105363,0.13874212576585013,0.07857301745062542,0.07857301745062542
S003,18,1.919072237136003,0.07996198290474583,0.07880855304006187,0.07880855304006187
S003,19,1.846137230902153,0.076923,0.07692300000000002,0.07692300000000002
S004,6,0.18385957683357299,0.007299225200292848,0.0012295081967213114,-0.0012295081967213114
S004,7,3.788521140006957,0.1504042892582762,0.07607131943476288,-0.07607131943476288
S004,8,6.776231076087077,0.269016373720657,0.21570932808360652,-0.120594254491189
S004,9,8.68159583044216,0.3446593544685537,0.23293998184501238,0.05340819173925346
S004,10,11.363361704197805,0.4511254596566529,0.3477872907706306,0.16012590180426664
S004,11,11.696630549283672,0.4643562328065618,0.3601476878829669,0.16166616200832107
S004,12,14.076751725166108,0.5588470434890945,0.4201178571542502,0.13110146614336537
S004,13,13.754849082146395,0.5460675085612119,0.4065769836057727,0.1791038246721914
S004,14,11.564366184741143,0.4591053375342234,0.34392262953112956,0.12834514460254579
S004,15,8.32095528353939,0.33034192475651386,0.24325736341349116,0.047135623170689325
S004,16,4.666498784803652,0.18526000175670498,0.13279356105337412,0.03791350790227414
S004,17,2.4180934703596857,0.09599831077327953,0.041285811343660064,-0.006083280122725461
S004,18,0.11480046530554791,0.004557578472630252,0.0006216533967487584,-0.0006216533967487584
S004,19,0.0,0.0,0.0,0.0
S006,6,0.0,0.0,0.0,0.0
S006,7,0.7177612552917562,0.03588806276458781,0.009329290053393896,-0.009329290053393896
S006,8,3.522749036770878,0.1761374518385439,0.12465003654065365,0.06327015741418338
S006,9,6.965323736475268,0.3482661868237634,0.2711207592145494,0.23299616219732575
S006,10,11.850256804251721,0.5925128402125861,0.4594280003721445,0.42582191752308673
S006,11,14.790766641056402,0.7395383320528202,0.61899674164276,0.5713134417665088
S006,12,16.30308472467631,0.8151542362338156,0.6955750476037038,0.6358720829516034
S006,13,15.259706633285516,0.7629853316642758,0.6258963624801165,0.5666334281911043
S006,14,10.25425094011223,0.5127125470056115,0.37405997861236734,0.29433764424991415
S006,15,5.234696000094076,0.26173480000470384,0.16090786381860356,0.111485905034348
S006,16,2.9551202233188705,0.14775601116594353,0.08812555887379314,0.028679616434575318
S006,17,1.636992795010309,0.08184963975051544,0.039388357760934835,0.005209902503600888
S006,18,0.038578291587065494,0.0019289145793532747,0.0002468079644610191,0.0002468079644610191
S006,19,0.0,0.0,0.0,0.0
S007,6,0.3581932412107254,0.07880251306635958,0.023114754098360658,-0.023114754098360658
S007,7,5.8789057705176555,1.2933592695138842,0.7375681157978118,-0.7117761464972701
S007,8,8.184261730662845,1.800537580745826,1.3631924695173394,-0.18818143104884158
S007,9,12.232891776374792,2.6912361908024542,2.1203934488846667,0.30858291855014897
S007,10,13.518606843857139,2.9740935056485704,2.2392172931061687,0.889234272029871
S007,11,15.156590751592272,3.3344499653503,2.365593884273613,0.6907424384709955
S007,12,14.070032320214084,3.0954071104470984,2.323387107576337,1.1572836748823592
S007,13,16.283936739837817,3.5824660827643195,2.7543987327634003,1.4106132817995767
S007,14,11.64463970607946,2.561820735337481,1.8444269728329135,0.7160838876300688
S007,15,8.644042730149334,1.9016894006328535,1.297312810669422,0.23821070997287527
S007,16,4.102870829943032,0.902631582587467,0.6100949961813124,0.12241591368379172
S007,17,1.4188418011047539,0.3121451962430459,0.1523478050300398,-0.06696470286976129
S007,18,0.2872863061395679,0.06320298735070494,0.017426801262146477,-0.01421254300014861
S007,19,0.0,0.0,0.0,0.0
S008,6,3.5472961845641504,0.11252023497437486,0.11131147540983607,0.1107704918032787
S008,7,4.835799849640101,0.153391571230584,0.10814678063811066,-0.010869590759044128
S008,8,8.017466244912223,0.2543140292886157,0.20216162824023703,-0.020959741035125178
S008,9,10.20037008381369,0.32355573905857027,0.23178912949938035,0.09264635225235848
S008,10,14.478587266952053,0.45926078810771914,0.35786459718770525,0.15933503209481656
S008,11,16.07283037228307,0.509830179408819,0.37321023381181784,0.14563330871561495
S008,12,15.22366174198518,0.48289455045576996,0.3524300705621075,0.12110850732519031
S008,13,17.078448154949626,0.5417283754750022,0.3904205031709847,0.1417798062895887
S008,14,13.467053180063207,0.4271749268716049,0.32616113970303096,0.16312661029707815
S008,15,9.710390321052097,0.3080135809837725,0.2292767712269986,0.11246144921760205
S008,16,7.304680744366227,0.23170447321129672,0.18007759365003112,0.09071201900365948
S008,17,2.533924257838963,0.08037607745865191,0.04682206200219739,0.03333950717007274
S008,18,3.2652922750647706,0.10357507096505451,0.10249937248199693,0.10249937248199693
S008,19,3.3113278653683733,0.10503531988948481,0.10503531988948483,0.10503531988948483
S009,6,4.635818243596425,0.24338045778881234,0.24083372709257425,0.24083372709257425
S009,7,4.651012739325249,0.24417816881457555,0.20663855737704925,0.09648773770491813
S009,8,10.096021683027578,0.5300411383589478,0.34177621297425637,-0.241844510311113
S009,9,18.7188846480254,0.9827414440213336,0.7425107375787272,-0.6718216476384958
S009,10,18.397690944450567,0.9658787745836548,0.7737357133615134,-0.5487170340091538
S009,11,23.68964075905689,1.2437061398504867,1.0318006979953784,-0.19068147951397185
S009,12,21.312150433972953,1.11888789778358,0.8896227924239821,-0.0024330765163377887
S009,13,20.68132333797364,1.0857694752436162,0.8975057262266894,-0.16510460709836666
S009,14,19.283164270585555,1.0123661242057416,0.8067054790634975,-0.6463499199440758
S009,15,14.173259872920092,0.7440961433283048,0.5396140601214291,-0.4873709923338292
S009,16,7.667655184529821,0.4025518971878156,0.23854343088626517,-0.1431428015536846
S009,17,2.858333830434851,0.1500625260978297,0.09442058205601932,0.008233874647886039
S009,18,4.754621627317201,0.24961763543415305,0.2462735737704918,0.2462735737704918
S009,19,4.522243579620467,0.2374177879300745,0.2355870312507643,0.2355870312507643
S010,6,2.47878268491532,0.049575653698306396,0.048856435586875864,0.048856435586875864
S010,7,3.124451781450273,0.062489035629005464,0.04736463612422687,0.007802907065501142
S010,8,5.893162682800403,0.11786325365600807,0.08549561042470744,0.0026250934872432273
S010,9,8.535422849213766,0.17070845698427534,0.12196872190412827,0.07554089626877825
S010,10,10.267201588963747,0.20534403177927493,0.15184424712720684,0.0815773478471582
S010,11,10.206158788372749,0.20412317576745498,0.1590424439078734,0.07892854383380642
S010,12,11.035107447672749,0.22070214895345497,0.18101814790105097,0.09891483923353322
S010,13,10.839013333294291,0.21678026666588582,0.16592590172266444,0.07711193693045644
S010,14,9.978818376326416,0.19957636752652833,0.1589113209817921,0.05402948863176737
S010,15,6.428357634910589,0.12856715269821178,0.10348125915769485,0.03613269463704772
S010,16,4.264086774045592,0.08528173548091184,0.07087795957675046,0.04037559296055846
S010,17,1.9027344714978662,0.03805468942995732,0.02304525368719411,0.011154950338222924
S010,18,2.211900338656098,0.04423800677312196,0.04313295394860834,0.04311799965385094
S010,19,2.3146164385081893,0.04629232877016379,0.04605070197700849,0.04605070197700849
S011,6,2.225691249970013,0.0517028077368034,0.051672131147541045,0.051672131147541045
S011,7,2.650944895496621,0.061581449922386504,0.0476128554608379,0.0009697440324648276
S011,8,4.978945836921132,0.11566091179167788,0.09226425184039844,-0.03489639182743414
S011,9,7.167618778075164,0.16650378421468606,0.1064163274984079,0.022794304694384312
S011,10,10.58180894324363,0.24581542175154952,0.1641086246606094,0.04810484615091692
S011,11,11.994975090121372,0.27864327134351946,0.19862966563426673,0.07773787400670532
S011,12,12.986720585709246,0.30168151920602576,0.2205926375111897,0.07700810793556533
S011,13,12.342700995034106,0.2867209441146423,0.22503868457594497,0.15205681883176353
S011,14,12.43128710296832,0.28877879940195406,0.2195131265780629,0.08929469569417386
S011,15,9.039652669736649,0.20999113151798235,0.17433800281640122,0.12261178161834814
S011,16,7.0894722003726445,0.16468843921465653,0.13986218656648997,0.09223811648333308
S011,17,2.7829359719586533,0.06464760262859952,0.03433903923044252,0.014280080110852555
S011,18,2.1244362133668964,0.049350653236513005,0.04668160330418914,0.03978762160488123
