hour,timestamps,suspicious_city_zero_count,suspicious_city_zero_ratio_pct,mean_actual_city_mw,mean_pred_city_mw,mean_zero_site_ratio_pct,mean_pred_nan_sites
6,1096,0,0.0,6.019854014598541,3.5794648212952307,25.490939362966593,0.0
7,1096,0,0.0,18.602892335766423,12.197645373415218,19.20038887625835,0.0
18,1096,0,0.0,8.30882299270073,7.302701169089081,18.59360369526147,0.0
19,1096,0,0.0,3.529625912408759,3.191009762806505,25.506526201006817,0.0
