version,site_id,hour,rows,capacity_mw,site_hour_nrmse_pct,mae_mw,rmse_mw
final,S002,6,54,3.3,26.866252,0.804738,0.886586
final,S002,7,113,3.3,17.594306,0.359877,0.580612
final,S002,8,121,3.3,14.348212,0.309937,0.473491
final,S002,9,121,3.3,12.000483,0.312288,0.396016
final,S002,10,121,3.3,11.434215,0.282379,0.377329
final,S002,11,121,3.3,13.057993,0.316031,0.430914
final,S002,12,122,3.3,14.937686,0.371006,0.492944
final,S002,13,122,3.3,13.725254,0.340167,0.452933
final,S002,14,122,3.3,11.50173,0.283485,0.379557
final,S002,15,122,3.3,12.106775,0.314013,0.399524
final,S002,16,122,3.3,14.225037,0.316256,0.469426
final,S002,17,84,3.3,20.62836,0.480955,0.680736
final,S002,18,35,3.3,21.785142,0.647771,0.71891
final,S002,19,35,3.3,21.862089,0.651714,0.721449
final,S004,6,4,3.97,0.878651,0.03149,0.034882
final,S004,7,65,3.97,2.84139,0.081376,0.112803
final,S004,8,119,3.97,5.36501,0.159339,0.212991
final,S004,9,121,3.97,9.022844,0.270177,0.358207
final,S004,10,119,3.97,13.268738,0.433658,0.526769
final,S004,11,122,3.97,14.468753,0.470317,0.57441
final,S004,12,121,3.97,16.587792,0.52543,0.658535
final,S004,13,122,3.97,16.669643,0.533143,0.661785
final,S004,14,122,3.97,15.318083,0.512597,0.608128
final,S004,15,120,3.97,9.456309,0.303356,0.375415
final,S004,16,111,3.97,5.784554,0.180845,0.229647
final,S004,17,35,3.97,4.494576,0.118312,0.178435
final,S004,18,3,3.97,1.059939,0.035931,0.04208
final,S007,6,13,22.0,0.901997,0.174824,0.198439
final,S007,7,96,22.0,3.500973,0.588389,0.770214
final,S007,8,120,22.0,8.328436,1.421812,1.832256
final,S007,9,122,22.0,12.343073,2.255333,2.715476
final,S007,10,122,22.0,13.585095,2.236219,2.988721
final,S007,11,122,22.0,14.831051,2.35269,3.262831
final,S007,12,122,22.0,13.539436,2.236734,2.978676
final,S007,13,122,22.0,15.57426,2.693051,3.426337
final,S007,14,122,22.0,11.274718,1.813482,2.480438
final,S007,15,122,22.0,8.400661,1.267867,1.848145
final,S007,16,122,22.0,3.85688,0.605166,0.848514
final,S007,17,59,22.0,1.964803,0.288774,0.432257
final,S007,18,12,22.0,0.8096,0.146303,0.178112
final,S008,6,19,3.172,1.070694,0.025791,0.033962
final,S008,7,105,3.172,3.863544,0.075539,0.122552
final,S008,8,122,3.172,7.462386,0.165584,0.236707
final,S008,9,121,3.172,10.675994,0.241264,0.338643
final,S008,10,122,3.172,13.939325,0.347439,0.442155
final,S008,11,122,3.172,15.098332,0.347716,0.478919
final,S008,12,122,3.172,14.788876,0.352031,0.469103
final,S008,13,122,3.172,16.549375,0.368401,0.524946
final,S008,14,122,3.172,12.817314,0.318604,0.406565
final,S008,15,122,3.172,9.487235,0.199125,0.300935
final,S008,16,122,3.172,6.717216,0.127094,0.21307
final,S008,17,84,3.172,2.306982,0.048259,0.073177
final,S008,18,14,3.172,0.793367,0.020506,0.025166
final,S009,6,23,5.25,2.218301,0.100404,0.116461
final,S009,7,87,5.25,3.13303,0.113426,0.164484
final,S009,8,122,5.25,7.166959,0.280502,0.376265
final,S009,9,121,5.25,11.3964,0.472283,0.598311
final,S009,10,122,5.25,14.034234,0.557978,0.736797
final,S009,11,122,5.25,17.661333,0.671214,0.92722
final,S009,12,122,5.25,17.159356,0.677562,0.900866
final,S009,13,122,5.25,16.57815,0.667778,0.870353
final,S009,14,122,5.25,14.496262,0.59947,0.761054
final,S009,15,122,5.25,9.52871,0.391547,0.500257
final,S009,16,122,5.25,6.006291,0.260937,0.31533
final,S009,17,78,5.25,3.630927,0.129579,0.190624
final,S009,18,22,5.25,2.158299,0.09139,0.113311
final,S009,19,5,5.25,2.805889,0.118,0.147309
final,S010,6,48,2.0,0.531256,0.010377,0.010625
final,S010,7,92,2.0,2.145996,0.030182,0.04292
final,S010,8,118,2.0,4.69185,0.065065,0.093837
final,S010,9,122,2.0,8.117388,0.119263,0.162348
final,S010,10,122,2.0,10.068371,0.143426,0.201367
final,S010,11,122,2.0,9.316145,0.137746,0.186323
final,S010,12,122,2.0,10.442133,0.164503,0.208843
final,S010,13,122,2.0,10.674065,0.161533,0.213481
final,S010,14,122,2.0,9.873451,0.158797,0.197469
final,S010,15,122,2.0,6.37405,0.104269,0.127481
final,S010,16,122,2.0,4.031999,0.066119,0.08064
final,S010,17,92,2.0,1.651018,0.022717,0.03302
final,S010,18,54,2.0,0.641231,0.01154,0.012825
final,S010,19,41,2.0,0.5,0.01,0.01
final,S011,6,4,2.323,0.519456,0.011702,0.012067
final,S011,7,89,2.323,2.011836,0.033884,0.046735
final,S011,8,120,2.323,4.043014,0.077225,0.093919
final,S011,9,122,2.323,6.454689,0.103624,0.149942
final,S011,10,122,2.323,10.039773,0.157967,0.233224
final,S011,11,122,2.323,10.676314,0.174936,0.248011
final,S011,12,122,2.323,11.589169,0.181179,0.269216
final,S011,13,122,2.323,10.519385,0.167507,0.244365
final,S011,14,122,2.323,11.453158,0.190444,0.266057
final,S011,15,122,2.323,7.311954,0.126043,0.169857
final,S011,16,122,2.323,5.165747,0.092796,0.12
final,S011,17,67,2.323,3.337871,0.051313,0.077539
final,S011,18,26,2.323,2.296301,0.031715,0.053343
final,S011,19,4,2.323,4.964513,0.065,0.115326
final,S012,6,76,17.55,1.158166,0.200243,0.203258
final,S012,7,102,17.55,1.91403,0.251859,0.335912
final,S012,8,108,17.55,9.295713,1.429054,1.631398
final,S012,9,108,17.55,19.138806,2.850367,3.35886
final,S012,10,109,17.55,25.070898,3.619833,4.399943
final,S012,11,109,17.55,29.312158,4.24618,5.144284
final,S012,12,109,17.55,30.531524,4.491913,5.358282
final,S012,13,109,17.55,28.153909,4.117349,4.941011
final,S012,14,109,17.55,23.551593,3.469461,4.133305
final,S012,15,109,17.55,16.00193,2.323448,2.808339
final,S012,16,107,17.55,6.392083,0.94468,1.121811
final,S012,17,100,17.55,2.05653,0.276079,0.360921
final,S012,18,77,17.55,1.166625,0.20222,0.204743
final,S012,19,70,17.55,1.196581,0.21,0.21
final,S014,6,14,5.1,0.776437,0.034146,0.039598
final,S014,7,88,5.1,1.657439,0.063918,0.084529
final,S014,8,120,5.1,5.12648,0.203232,0.26145
final,S014,9,120,5.1,9.048818,0.392079,0.46149
final,S014,10,120,5.1,12.544138,0.537672,0.639751
final,S014,11,120,5.1,13.127991,0.573268,0.669528
final,S014,12,120,5.1,14.043631,0.615608,0.716225
final,S014,13,120,5.1,14.401585,0.623126,0.734481
final,S014,14,119,5.1,12.656935,0.555015,0.645504
final,S014,15,120,5.1,8.767909,0.380002,0.447163
final,S014,16,119,5.1,4.657175,0.187244,0.237516
final,S014,17,68,5.1,2.223049,0.070815,0.113376
final,S014,18,13,5.1,0.932705,0.04044,0.047568
final,S017,6,30,0.954,15.698039,0.149759,0.149759
final,S017,7,69,0.954,9.177899,0.063918,0.087557
final,S017,8,120,0.954,5.164047,0.032365,0.049265
final,S017,9,119,0.954,4.772071,0.030311,0.045526
final,S017,10,121,0.954,5.480908,0.038176,0.052288
final,S017,11,121,0.954,5.871526,0.041432,0.056014
final,S017,12,122,0.954,6.547682,0.040049,0.062465
final,S017,13,120,0.954,5.963315,0.039111,0.05689
final,S017,14,121,0.954,5.555971,0.03758,0.053004
final,S017,15,120,0.954,4.841362,0.028185,0.046187
final,S017,16,118,0.954,5.310994,0.02924,0.050667
final,S017,17,47,0.954,9.486596,0.072889,0.090502
final,S017,18,30,0.954,15.488191,0.147371,0.147757
final,S017,19,30,0.954,15.554651,0.148,0.148391
final,S018,6,13,5.1,1.47853,0.071502,0.075405
final,S018,7,89,5.1,2.511917,0.092092,0.128108
final,S018,8,121,5.1,4.961223,0.180574,0.253022
final,S018,9,121,5.1,8.286035,0.287142,0.422588
final,S018,10,121,5.1,11.45737,0.418628,0.584326
final,S018,11,122,5.1,12.556,0.442009,0.640356
final,S018,12,122,5.1,12.435787,0.459516,0.634225
final,S018,13,121,5.1,12.548886,0.477567,0.639993
final,S018,14,122,5.1,10.958094,0.413977,0.558863
final,S018,15,122,5.1,9.116584,0.33341,0.464946
final,S018,16,121,5.1,4.889728,0.176356,0.249376
final,S018,17,54,5.1,2.693885,0.101279,0.137388
final,S018,18,12,5.1,1.471094,0.068457,0.075026
final,S019,6,31,3.0,77.943095,2.300336,2.338293
final,S019,7,102,3.0,40.773335,0.701563,1.2232
final,S019,8,122,3.0,32.102979,0.594219,0.963089
final,S019,9,122,3.0,28.641224,0.608399,0.859237
final,S019,10,121,3.0,24.780138,0.510315,0.743404
final,S019,11,122,3.0,22.996188,0.472695,0.689886
final,S019,12,122,3.0,21.983317,0.469027,0.6595
final,S019,13,122,3.0,22.564249,0.459595,0.676927
final,S019,14,122,3.0,24.154361,0.482685,0.724631
final,S019,15,122,3.0,27.230712,0.497599,0.816921
final,S019,16,122,3.0,30.598698,0.5401,0.917961
final,S019,17,69,3.0,47.173364,0.939063,1.415201
final,S019,18,29,3.0,79.346603,2.380037,2.380398
final,S019,19,29,3.0,80.666667,2.42,2.42
final,S020,6,18,3.8,3.075977,0.105897,0.116887
final,S020,7,94,3.8,2.647533,0.068823,0.100606
final,S020,8,119,3.8,5.825831,0.164674,0.221382
final,S020,9,118,3.8,9.752091,0.283581,0.370579
final,S020,10,119,3.8,11.937891,0.342892,0.45364
final,S020,11,119,3.8,14.326299,0.39813,0.544399
final,S020,12,119,3.8,12.994204,0.372163,0.49378
final,S020,13,119,3.8,14.303194,0.408874,0.543521
final,S020,14,120,3.8,12.479554,0.367543,0.474223
final,S020,15,121,3.8,8.215958,0.256096,0.312206
final,S020,16,120,3.8,6.051562,0.189877,0.229959
final,S020,17,55,3.8,3.570842,0.111272,0.135692
final,S020,18,14,3.8,3.526319,0.127433,0.134
final,S021,6,11,2.2,5.998475,0.127365,0.131966
final,S021,7,74,2.2,3.577928,0.053397,0.078714
final,S021,8,116,2.2,8.309286,0.1341,0.182804
final,S021,9,118,2.2,14.349526,0.244917,0.31569
final,S021,10,119,2.2,14.271437,0.269849,0.313972
final,S021,11,119,2.2,17.109443,0.314539,0.376408
final,S021,12,119,2.2,15.275902,0.269467,0.33607
final,S021,13,119,2.2,16.374869,0.298703,0.360247
final,S021,14,119,2.2,13.936712,0.226307,0.306608
final,S021,15,121,2.2,9.511508,0.155184,0.209253
final,S021,16,118,2.2,6.970728,0.1193,0.153356
final,S021,17,43,2.2,4.884335,0.096496,0.107455
final,S021,18,9,2.2,6.205902,0.135636,0.13653
final,S022,6,14,3.24,1.590961,0.046074,0.051547
final,S022,7,99,3.24,3.517463,0.079051,0.113966
final,S022,8,121,3.24,9.004273,0.222923,0.291738
final,S022,9,122,3.24,13.486554,0.356876,0.436964
final,S022,10,122,3.24,15.654117,0.411087,0.507193
final,S022,11,122,3.24,17.873425,0.481509,0.579099
final,S022,12,122,3.24,19.469121,0.52562,0.6308
final,S022,13,122,3.24,17.292119,0.460985,0.560265
final,S022,14,122,3.24,14.638714,0.379625,0.474294
final,S022,15,122,3.24,11.59676,0.308523,0.375735
final,S022,16,121,3.24,4.891337,0.119839,0.158479
final,S022,17,87,3.24,1.833472,0.044737,0.059404
final,S022,18,17,3.24,1.691901,0.047916,0.054818
final,S023,6,10,16.37,0.411625,0.048341,0.067383
final,S023,7,80,16.37,1.49701,0.176218,0.245061
final,S023,8,120,16.37,4.173637,0.497881,0.683224
final,S023,9,122,16.37,6.475453,0.796976,1.060032
final,S023,10,122,16.37,8.133141,1.035487,1.331395
final,S023,11,122,16.37,8.510764,1.094012,1.393212
final,S023,12,122,16.37,9.382627,1.13243,1.535936
final,S023,13,121,16.37,8.890821,1.091477,1.455427
final,S023,14,122,16.37,8.375667,1.000499,1.371097
final,S023,15,121,16.37,6.361128,0.691118,1.041317
final,S023,16,117,16.37,3.31881,0.32339,0.543289
final,S023,17,47,16.37,2.070049,0.238098,0.338867
final,S023,18,9,16.37,0.537789,0.071327,0.088036
final,S024,6,13,5.99,1.631742,0.088127,0.097741
final,S024,7,85,5.99,2.268446,0.10052,0.13588
final,S024,8,120,5.99,4.748514,0.232143,0.284436
final,S024,9,121,5.99,7.143617,0.333521,0.427903
final,S024,10,121,5.99,10.576974,0.503727,0.633561
final,S024,11,120,5.99,11.357882,0.566045,0.680337
final,S024,12,120,5.99,12.762905,0.632795,0.764498
final,S024,13,119,5.99,12.611155,0.630598,0.755408
final,S024,14,119,5.99,10.625777,0.494044,0.636484
final,S024,15,120,5.99,7.177049,0.321734,0.429905
final,S024,16,121,5.99,4.674571,0.187725,0.280007
final,S024,17,66,5.99,2.24608,0.104228,0.13454
final,S024,18,15,5.99,1.239134,0.062329,0.074224
final,S025,6,7,5.65,1.582065,0.082825,0.089387
final,S025,7,82,5.65,2.02684,0.084631,0.114516
final,S025,8,121,5.65,4.383858,0.178725,0.247688
final,S025,9,121,5.65,7.904135,0.336794,0.446584
final,S025,10,122,5.65,10.769377,0.463417,0.60847
final,S025,11,122,5.65,11.973399,0.521631,0.676497
final,S025,12,122,5.65,11.276493,0.511692,0.637122
final,S025,13,122,5.65,12.548637,0.537834,0.708998
final,S025,14,122,5.65,10.302914,0.418416,0.582115
final,S025,15,121,5.65,7.31443,0.310735,0.413265
final,S025,16,121,5.65,4.555788,0.182359,0.257402
final,S025,17,49,5.65,2.745667,0.130004,0.15513
final,S025,18,9,5.65,1.710193,0.089382,0.096626
final,S028,6,8,3.14,1.68797,0.05099,0.053002
final,S028,7,77,3.14,4.703647,0.099456,0.147695
final,S028,8,120,3.14,7.875423,0.161259,0.247288
final,S028,9,122,3.14,12.289058,0.269962,0.385876
final,S028,10,122,3.14,15.689226,0.38447,0.492642
final,S028,11,122,3.14,16.360483,0.388463,0.513719
final,S028,12,122,3.14,18.883987,0.449097,0.592957
final,S028,13,122,3.14,19.865214,0.492336,0.623768
final,S028,14,122,3.14,17.845998,0.447235,0.560364
final,S028,15,122,3.14,10.739401,0.255425,0.337217
final,S028,16,122,3.14,6.136572,0.144591,0.192688
final,S028,17,48,3.14,2.564409,0.060932,0.080522
final,S028,18,9,3.14,1.438517,0.040365,0.045169
final,S030,6,11,2.9,3.83513,0.056658,0.111219
final,S030,7,90,2.9,3.723946,0.077588,0.107994
final,S030,8,120,2.9,5.961062,0.12668,0.172871
final,S030,9,121,2.9,8.795209,0.197065,0.255061
final,S030,10,120,2.9,11.292273,0.243114,0.327476
final,S030,11,120,2.9,11.97303,0.260342,0.347218
final,S030,12,121,2.9,12.349906,0.268241,0.358147
final,S030,13,121,2.9,14.355125,0.317369,0.416299
final,S030,14,121,2.9,13.821029,0.319507,0.40081
final,S030,15,121,2.9,9.900118,0.22028,0.287103
final,S030,16,121,2.9,6.349631,0.158147,0.184139
final,S030,17,55,2.9,2.333521,0.046194,0.067672
final,S030,18,11,2.9,0.712307,0.017834,0.020657
final,S032,7,97,9.335,3.838095,0.232822,0.358286
final,S032,8,122,9.335,9.842332,0.68368,0.918782
final,S032,9,122,9.335,16.106141,1.236623,1.503508
final,S032,10,122,9.335,19.717749,1.52513,1.840652
final,S032,11,122,9.335,23.4256,1.810243,2.18678
final,S032,12,122,9.335,24.83732,1.961056,2.318564
final,S032,13,122,9.335,23.713232,1.852855,2.21363
final,S032,14,122,9.335,17.74659,1.408208,1.656644
final,S032,15,122,9.335,15.821288,1.179582,1.476917
final,S032,16,122,9.335,7.611458,0.426426,0.71053
final,S032,17,57,9.335,4.339653,0.24061,0.405107
final,S032,18,11,9.335,0.9982,0.083899,0.093182
final,S033,6,14,5.688,1.524052,0.074186,0.086688
final,S033,7,93,5.688,2.891732,0.115275,0.164482
final,S033,8,121,5.688,6.211542,0.227353,0.353313
final,S033,9,122,5.688,9.239597,0.401224,0.525548
final,S033,10,122,5.688,13.279387,0.627439,0.755332
final,S033,11,122,5.688,13.493127,0.612303,0.767489
final,S033,12,122,5.688,14.816732,0.699418,0.842776
final,S033,13,122,5.688,13.452003,0.609889,0.76515
final,S033,14,122,5.688,14.309917,0.661804,0.813948
final,S033,15,122,5.688,7.756738,0.337989,0.441203
final,S033,16,121,5.688,4.792214,0.198385,0.272581
final,S033,17,61,5.688,2.467061,0.103872,0.140326
final,S033,18,14,5.688,1.083214,0.049613,0.061613
final,S035,6,15,5.296,1.79573,0.086547,0.095102
final,S035,7,99,5.296,3.091289,0.100058,0.163715
final,S035,8,122,5.296,5.088338,0.211054,0.269478
final,S035,9,122,5.296,8.583184,0.355073,0.454565
final,S035,10,122,5.296,11.277728,0.453203,0.597268
final,S035,11,121,5.296,11.797537,0.505483,0.624798
final,S035,12,121,5.296,12.12312,0.515448,0.64204
final,S035,13,121,5.296,12.264829,0.490556,0.649545
final,S035,14,121,5.296,11.177318,0.440923,0.591951
final,S035,15,121,5.296,7.545879,0.294686,0.39963
final,S035,16,121,5.296,4.13755,0.142393,0.219125
final,S035,17,66,5.296,2.295437,0.095839,0.121566
final,S035,18,13,5.296,1.41861,0.065812,0.07513
final,S038,6,12,1.672,1.755087,0.02756,0.029345
final,S038,7,80,1.672,3.064744,0.034427,0.051243
final,S038,8,118,1.672,5.941512,0.062941,0.099342
final,S038,9,119,1.672,9.888629,0.119067,0.165338
final,S038,10,119,1.672,12.334429,0.168692,0.206232
final,S038,11,120,1.672,14.32432,0.187289,0.239503
final,S038,12,120,1.672,13.959361,0.193828,0.233401
final,S038,13,121,1.672,15.608139,0.203818,0.260968
final,S038,14,120,1.672,15.422443,0.209197,0.257863
final,S038,15,120,1.672,10.766469,0.132277,0.180015
final,S038,16,116,1.672,4.488177,0.064337,0.075042
final,S038,17,48,1.672,2.54321,0.034962,0.042522
final,S038,18,10,1.672,1.512218,0.022492,0.025284
final,S039,6,11,3.45,0.73851,0.022698,0.025479
final,S039,7,88,3.45,1.913893,0.049477,0.066029
final,S039,8,121,3.45,7.191761,0.166432,0.248116
final,S039,9,121,3.45,13.231974,0.328054,0.456503
final,S039,10,122,3.45,16.093132,0.393433,0.555213
final,S039,11,122,3.45,18.281563,0.450067,0.630714
final,S039,12,122,3.45,19.162874,0.479472,0.661119
final,S039,13,122,3.45,17.99761,0.447437,0.620918
final,S039,14,122,3.45,16.540295,0.43588,0.57064
final,S039,15,122,3.45,12.913848,0.333053,0.445528
final,S039,16,121,3.45,7.483052,0.184072,0.258165
final,S039,17,60,3.45,2.241113,0.046306,0.077318
final,S039,18,12,3.45,0.792272,0.02113,0.027333
final,S040,6,13,5.96,1.405505,0.075343,0.083768
final,S040,7,87,5.96,3.189922,0.138974,0.190119
final,S040,8,119,5.96,5.35347,0.224031,0.319067
final,S040,9,122,5.96,9.434516,0.438968,0.562297
final,S040,10,122,5.96,13.414621,0.645567,0.799511
final,S040,11,122,5.96,13.121006,0.638001,0.782012
final,S040,12,122,5.96,14.395139,0.680057,0.85795
final,S040,13,122,5.96,15.026658,0.729126,0.895589
final,S040,14,122,5.96,13.63579,0.688982,0.812693
final,S040,15,122,5.96,8.943152,0.429661,0.533012
final,S040,16,122,5.96,4.96716,0.20702,0.296043
final,S040,17,56,5.96,3.31163,0.145038,0.197373
final,S040,18,13,5.96,1.847216,0.098501,0.110094
final,S041,6,15,2.2,1.074115,0.020023,0.023631
final,S041,7,86,2.2,3.95455,0.077608,0.087
final,S041,8,120,2.2,7.158633,0.118636,0.15749
final,S041,9,122,2.2,11.714942,0.198739,0.257729
final,S041,10,122,2.2,16.69416,0.275615,0.367272
final,S041,11,121,2.2,16.048911,0.255869,0.353076
final,S041,12,122,2.2,17.777916,0.304848,0.391114
final,S041,13,122,2.2,18.839315,0.325568,0.414465
final,S041,14,122,2.2,16.09177,0.267226,0.354019
final,S041,15,122,2.2,11.572253,0.193162,0.25459
final,S041,16,118,2.2,10.35529,0.207276,0.227816
final,S041,17,54,2.2,3.117735,0.045138,0.06859
final,S041,18,11,2.2,1.658568,0.024957,0.036488
final,S042,6,11,3.724,1.362287,0.048267,0.050732
final,S042,7,84,3.724,3.919237,0.089993,0.145952
final,S042,8,118,3.724,5.837263,0.15205,0.21738
final,S042,9,122,3.724,9.445638,0.246234,0.351756
final,S042,10,121,3.724,11.519785,0.303218,0.428997
final,S042,11,121,3.724,12.606033,0.335207,0.469449
final,S042,12,122,3.724,12.956314,0.358381,0.482493
final,S042,13,122,3.724,13.828658,0.390012,0.514979
final,S042,14,122,3.724,11.100446,0.307692,0.413381
final,S042,15,122,3.724,7.653596,0.206377,0.28502
final,S042,16,118,3.724,4.727859,0.122313,0.176065
final,S042,17,49,3.724,2.303141,0.06813,0.085769
final,S042,18,9,3.724,1.341528,0.04509,0.049958
final,S046,6,22,4.25,2.257645,0.084491,0.09595
final,S046,7,96,4.25,2.537376,0.077035,0.107838
final,S046,8,121,4.25,7.128144,0.222508,0.302946
final,S046,9,122,4.25,12.40224,0.424013,0.527095
final,S046,10,122,4.25,14.640864,0.504141,0.622237
final,S046,11,122,4.25,17.184389,0.558311,0.730337
final,S046,12,122,4.25,18.473962,0.568137,0.785143
final,S046,13,122,4.25,18.592041,0.583562,0.790162
final,S046,14,122,4.25,14.870282,0.462385,0.631987
final,S046,15,122,4.25,11.245069,0.352746,0.477915
final,S046,16,122,4.25,6.665203,0.225832,0.283271
final,S046,17,64,4.25,3.848668,0.124602,0.163568
final,S046,18,20,4.25,2.45532,0.093568,0.104351
final,S046,19,5,4.25,2.352941,0.1,0.1
final,S047,6,2,4.8,1.330899,0.049514,0.063883
final,S047,7,64,4.8,2.695495,0.078802,0.129384
final,S047,8,118,4.8,4.848643,0.156767,0.232735
final,S047,9,121,4.8,6.198383,0.215605,0.297522
final,S047,10,121,4.8,8.143232,0.275825,0.390875
final,S047,11,121,4.8,9.261841,0.342887,0.444568
final,S047,12,121,4.8,9.684213,0.352647,0.464842
final,S047,13,121,4.8,10.741427,0.354516,0.515588
final,S047,14,121,4.8,10.524656,0.323723,0.505183
final,S047,15,121,4.8,6.674689,0.225814,0.320385
final,S047,16,121,4.8,3.880808,0.128848,0.186279
final,S047,17,64,4.8,1.929534,0.068093,0.092618
final,S047,18,14,4.8,0.955178,0.039165,0.045849
final,S049,6,11,14.1,0.75503,0.095095,0.106459
final,S049,7,83,14.1,1.829567,0.185519,0.257969
final,S049,8,118,14.1,4.630997,0.457718,0.652971
final,S049,9,121,14.1,6.100146,0.634394,0.860121
final,S049,10,122,14.1,8.340462,0.820897,1.176005
final,S049,11,122,14.1,8.774656,0.931915,1.237226
final,S049,12,122,14.1,10.491483,1.038067,1.479299
final,S049,13,122,14.1,11.047245,1.077476,1.557661
final,S049,14,122,14.1,8.274153,0.829208,1.166656
final,S049,15,122,14.1,4.647241,0.48152,0.655261
final,S049,16,119,14.1,2.967132,0.277449,0.418366
final,S049,17,46,14.1,1.91592,0.212789,0.270145
final,S049,18,8,14.1,0.799249,0.094607,0.112694
final,S050,6,53,2.55,2.841813,0.067894,0.072466
final,S050,7,100,2.55,1.944806,0.043449,0.049593
final,S050,8,121,2.55,6.064104,0.131738,0.154635
final,S050,9,121,2.55,14.714188,0.304677,0.375212
final,S050,10,121,2.55,21.051498,0.433869,0.536813
final,S050,11,122,2.55,24.566123,0.492204,0.626436
final,S050,12,122,2.55,27.249366,0.564509,0.694859
final,S050,13,122,2.55,24.696418,0.512524,0.629759
final,S050,14,122,2.55,22.050455,0.475008,0.562287
final,S050,15,122,2.55,14.336743,0.303661,0.365587
final,S050,16,121,2.55,6.328763,0.143576,0.161383
final,S050,17,95,2.55,2.760769,0.0585,0.0704
final,S050,18,55,2.55,2.798652,0.065208,0.071366
final,S050,19,43,2.55,3.137255,0.08,0.08
final,S051,6,10,5.025,12.930013,0.424146,0.649733
final,S051,7,82,5.025,4.923702,0.125667,0.247416
final,S051,8,112,5.025,6.621075,0.26877,0.332709
final,S051,9,114,5.025,11.220628,0.475322,0.563837
final,S051,10,115,5.025,14.826871,0.634838,0.74505
final,S051,11,118,5.025,16.186332,0.661833,0.813363
final,S051,12,119,5.025,15.918651,0.649104,0.799912
final,S051,13,120,5.025,16.741847,0.690038,0.841278
final,S051,14,121,5.025,14.719649,0.619572,0.739662
final,S051,15,121,5.025,10.433774,0.454117,0.524297
final,S051,16,121,5.025,7.653045,0.262815,0.384565
final,S051,17,77,5.025,8.809242,0.22495,0.442664
final,S051,18,23,5.025,13.888781,0.493085,0.697911
final,S051,19,13,5.025,14.596817,0.65,0.73349
final,S052,6,17,6.08,1.963381,0.102648,0.119374
final,S052,7,99,6.08,3.692481,0.133875,0.224503
final,S052,8,122,6.08,7.601713,0.348057,0.462184
final,S052,9,121,6.08,13.160595,0.646765,0.800164
final,S052,10,122,6.08,15.533926,0.761404,0.944463
final,S052,11,122,6.08,19.894884,0.992497,1.209609
final,S052,12,122,6.08,22.840736,1.175607,1.388717
final,S052,13,122,6.08,21.017293,1.013585,1.277851
final,S052,14,122,6.08,16.970055,0.865902,1.031779
final,S052,15,122,6.08,12.688437,0.59601,0.771457
final,S052,16,122,6.08,7.257294,0.316482,0.441243
final,S052,17,65,6.08,2.999035,0.129755,0.182341
final,S052,18,12,6.08,0.881446,0.045257,0.053592
final,S053,6,122,13.33,40.778557,5.422288,5.435782
final,S053,7,122,13.33,26.535779,3.474112,3.537219
final,S053,8,122,13.33,19.039885,2.430043,2.538017
final,S053,9,122,13.33,13.823555,1.604786,1.84268
final,S053,10,122,13.33,10.472687,1.258409,1.396009
final,S053,11,122,13.33,10.484126,1.237455,1.397534
final,S053,12,122,13.33,10.313569,1.19932,1.374799
final,S053,13,122,13.33,9.792082,1.153984,1.305285
final,S053,14,122,13.33,9.784325,1.081165,1.30425
final,S053,15,122,13.33,15.747336,1.926625,2.09912
final,S053,16,122,13.33,20.242198,2.615123,2.698285
final,S053,17,122,13.33,33.33465,4.229779,4.443509
final,S053,18,99,13.33,39.571344,5.202386,5.27486
final,S053,19,99,13.33,41.56039,5.54,5.54
final,S054,6,12,11.272,1.181353,0.10334,0.133162
final,S054,7,82,11.272,2.46269,0.191846,0.277594
