version,site_id,hour,rows,capacity_mw,site_hour_nrmse_pct,mae_mw,rmse_mw
best,S030,14,121,2.9,13.821029,0.319507,0.40081
best,S030,15,121,2.9,9.900118,0.22028,0.287103
best,S030,16,121,2.9,6.349631,0.158147,0.184139
best,S030,17,55,2.9,2.333521,0.046194,0.067672
best,S030,18,11,2.9,0.712307,0.017834,0.020657
best,S032,7,97,9.335,3.838095,0.232822,0.358286
best,S032,8,122,9.335,9.842332,0.68368,0.918782
best,S032,9,122,9.335,16.106141,1.236623,1.503508
best,S032,10,122,9.335,19.717749,1.52513,1.840652
best,S032,11,122,9.335,23.4256,1.810243,2.18678
best,S032,12,122,9.335,24.83732,1.961056,2.318564
best,S032,13,122,9.335,23.713232,1.852855,2.21363
best,S032,14,122,9.335,17.74659,1.408208,1.656644
best,S032,15,122,9.335,15.821288,1.179582,1.476917
best,S032,16,122,9.335,7.611458,0.426426,0.71053
best,S032,17,57,9.335,4.339653,0.24061,0.405107
best,S032,18,11,9.335,0.9982,0.083899,0.093182
best,S033,6,14,5.688,1.524052,0.074186,0.086688
best,S033,7,93,5.688,2.891732,0.115275,0.164482
best,S033,8,121,5.688,6.211542,0.227353,0.353313
best,S033,9,122,5.688,9.239597,0.401224,0.525548
best,S033,10,122,5.688,13.279387,0.627439,0.755332
best,S033,11,122,5.688,13.493127,0.612303,0.767489
best,S033,12,122,5.688,14.816732,0.699418,0.842776
best,S033,13,122,5.688,13.452003,0.609889,0.76515
best,S033,14,122,5.688,14.309917,0.661804,0.813948
best,S033,15,122,5.688,7.756738,0.337989,0.441203
best,S033,16,121,5.688,4.792214,0.198385,0.272581
best,S033,17,61,5.688,2.467061,0.103872,0.140326
best,S033,18,14,5.688,1.083214,0.049613,0.061613
best,S035,6,15,5.296,1.79573,0.086547,0.095102
best,S035,7,99,5.296,3.091289,0.100058,0.163715
best,S035,8,122,5.296,5.088338,0.211054,0.269478
best,S035,9,122,5.296,8.583184,0.355073,0.454565
best,S035,10,122,5.296,11.277728,0.453203,0.597268
best,S035,11,121,5.296,11.797537,0.505483,0.624798
best,S035,12,121,5.296,12.12312,0.515448,0.64204
best,S035,13,121,5.296,12.264829,0.490556,0.649545
best,S035,14,121,5.296,11.177318,0.440923,0.591951
best,S035,15,121,5.296,7.545879,0.294686,0.39963
best,S035,16,121,5.296,4.13755,0.142393,0.219125
best,S035,17,66,5.296,2.295437,0.095839,0.121566
best,S035,18,13,5.296,1.41861,0.065812,0.07513
best,S038,6,12,1.672,1.755087,0.02756,0.029345
best,S038,7,80,1.672,3.064744,0.034427,0.051243
best,S038,8,118,1.672,5.941512,0.062941,0.099342
best,S038,9,119,1.672,9.888629,0.119067,0.165338
best,S038,10,119,1.672,12.334429,0.168692,0.206232
best,S038,11,120,1.672,14.32432,0.187289,0.239503
best,S038,12,120,1.672,13.959361,0.193828,0.233401
best,S038,13,121,1.672,15.608139,0.203818,0.260968
best,S038,14,120,1.672,15.422443,0.209197,0.257863
best,S038,15,120,1.672,10.766469,0.132277,0.180015
best,S038,16,116,1.672,4.488177,0.064337,0.075042
best,S038,17,48,1.672,2.54321,0.034962,0.042522
best,S038,18,10,1.672,1.512218,0.022492,0.025284
best,S039,6,11,3.45,0.73851,0.022698,0.025479
best,S039,7,88,3.45,1.913893,0.049477,0.066029
best,S039,8,121,3.45,7.191761,0.166432,0.248116
best,S039,9,121,3.45,13.231974,0.328054,0.456503
best,S039,10,122,3.45,16.093132,0.393433,0.555213
best,S039,11,122,3.45,18.281563,0.450067,0.630714
best,S039,12,122,3.45,19.162874,0.479472,0.661119
best,S039,13,122,3.45,17.99761,0.447437,0.620918
best,S039,14,122,3.45,16.540295,0.43588,0.57064
best,S039,15,122,3.45,12.913848,0.333053,0.445528
best,S039,16,121,3.45,7.483052,0.184072,0.258165
best,S039,17,60,3.45,2.241113,0.046306,0.077318
best,S039,18,12,3.45,0.792272,0.02113,0.027333
best,S040,6,13,5.96,1.405505,0.075343,0.083768
best,S040,7,87,5.96,3.189922,0.138974,0.190119
best,S040,8,119,5.96,5.35347,0.224031,0.319067
best,S040,9,122,5.96,9.434516,0.438968,0.562297
best,S040,10,122,5.96,13.414621,0.645567,0.799511
best,S040,11,122,5.96,13.121006,0.638001,0.782012
best,S040,12,122,5.96,14.395139,0.680057,0.85795
best,S040,13,122,5.96,15.026658,0.729126,0.895589
best,S040,14,122,5.96,13.63579,0.688982,0.812693
best,S040,15,122,5.96,8.943152,0.429661,0.533012
best,S040,16,122,5.96,4.96716,0.20702,0.296043
best,S040,17,56,5.96,3.31163,0.145038,0.197373
best,S040,18,13,5.96,1.847216,0.098501,0.110094
best,S041,6,15,2.2,1.074115,0.020023,0.023631
best,S041,7,86,2.2,3.95455,0.077608,0.087
best,S041,8,120,2.2,7.158633,0.118636,0.15749
best,S041,9,122,2.2,11.714942,0.198739,0.257729
best,S041,10,122,2.2,16.69416,0.275615,0.367272
best,S041,11,121,2.2,16.048911,0.255869,0.353076
best,S041,12,122,2.2,17.777916,0.304848,0.391114
best,S041,13,122,2.2,18.839315,0.325568,0.414465
best,S041,14,122,2.2,16.09177,0.267226,0.354019
best,S041,15,122,2.2,11.572253,0.193162,0.25459
best,S041,16,118,2.2,10.35529,0.207276,0.227816
best,S041,17,54,2.2,3.117735,0.045138,0.06859
best,S041,18,11,2.2,1.658568,0.024957,0.036488
best,S042,6,11,3.724,1.362287,0.048267,0.050732
best,S042,7,84,3.724,3.919237,0.089993,0.145952
best,S042,8,118,3.724,5.837263,0.15205,0.21738
best,S042,9,122,3.724,9.445638,0.246234,0.351756
best,S042,10,121,3.724,11.519785,0.303218,0.428997
best,S042,11,121,3.724,12.606033,0.335207,0.469449
best,S042,12,122,3.724,12.956314,0.358381,0.482493
best,S042,13,122,3.724,13.828658,0.390012,0.514979
best,S042,14,122,3.724,11.100446,0.307692,0.413381
best,S042,15,122,3.724,7.653596,0.206377,0.28502
best,S042,16,118,3.724,4.727859,0.122313,0.176065
best,S042,17,49,3.724,2.303141,0.06813,0.085769
best,S042,18,9,3.724,1.341528,0.04509,0.049958
best,S046,6,22,4.25,2.257645,0.084491,0.09595
best,S046,7,96,4.25,2.537376,0.077035,0.107838
best,S046,8,121,4.25,7.128144,0.222508,0.302946
best,S046,9,122,4.25,12.40224,0.424013,0.527095
best,S046,10,122,4.25,14.640864,0.504141,0.622237
best,S046,11,122,4.25,17.184389,0.558311,0.730337
best,S046,12,122,4.25,18.473962,0.568137,0.785143
best,S046,13,122,4.25,18.592041,0.583562,0.790162
best,S046,14,122,4.25,14.870282,0.462385,0.631987
best,S046,15,122,4.25,11.245069,0.352746,0.477915
best,S046,16,122,4.25,6.665203,0.225832,0.283271
best,S046,17,64,4.25,3.848668,0.124602,0.163568
best,S046,18,20,4.25,2.45532,0.093568,0.104351
best,S046,19,5,4.25,2.352941,0.1,0.1
best,S047,6,2,4.8,1.330899,0.049514,0.063883
best,S047,7,64,4.8,2.695495,0.078802,0.129384
best,S047,8,118,4.8,4.848643,0.156767,0.232735
best,S047,9,121,4.8,6.198383,0.215605,0.297522
best,S047,10,121,4.8,8.143232,0.275825,0.390875
best,S047,11,121,4.8,9.261841,0.342887,0.444568
best,S047,12,121,4.8,9.684213,0.352647,0.464842
best,S047,13,121,4.8,10.741427,0.354516,0.515588
best,S047,14,121,4.8,10.524656,0.323723,0.505183
best,S047,15,121,4.8,6.674689,0.225814,0.320385
best,S047,16,121,4.8,3.880808,0.128848,0.186279
best,S047,17,64,4.8,1.929534,0.068093,0.092618
best,S047,18,14,4.8,0.955178,0.039165,0.045849
best,S049,6,11,14.1,0.75503,0.095095,0.106459
best,S049,7,83,14.1,1.829567,0.185519,0.257969
best,S049,8,118,14.1,4.630997,0.457718,0.652971
best,S049,9,121,14.1,6.100146,0.634394,0.860121
best,S049,10,122,14.1,8.340462,0.820897,1.176005
best,S049,11,122,14.1,8.774656,0.931915,1.237226
best,S049,12,122,14.1,10.491483,1.038067,1.479299
best,S049,13,122,14.1,11.047245,1.077476,1.557661
best,S049,14,122,14.1,8.274153,0.829208,1.166656
best,S049,15,122,14.1,4.647241,0.48152,0.655261
best,S049,16,119,14.1,2.967132,0.277449,0.418366
best,S049,17,46,14.1,1.91592,0.212789,0.270145
best,S049,18,8,14.1,0.799249,0.094607,0.112694
best,S050,6,53,2.55,2.841813,0.067894,0.072466
best,S050,7,100,2.55,1.944806,0.043449,0.049593
best,S050,8,121,2.55,6.064104,0.131738,0.154635
best,S050,9,121,2.55,14.714188,0.304677,0.375212
best,S050,10,121,2.55,21.051498,0.433869,0.536813
best,S050,11,122,2.55,24.566123,0.492204,0.626436
best,S050,12,122,2.55,27.249366,0.564509,0.694859
best,S050,13,122,2.55,24.696418,0.512524,0.629759
best,S050,14,122,2.55,22.050455,0.475008,0.562287
best,S050,15,122,2.55,14.336743,0.303661,0.365587
best,S050,16,121,2.55,6.328763,0.143576,0.161383
best,S050,17,95,2.55,2.760769,0.0585,0.0704
best,S050,18,55,2.55,2.798652,0.065208,0.071366
best,S050,19,43,2.55,3.137255,0.08,0.08
best,S051,6,10,5.025,12.930013,0.424146,0.649733
best,S051,7,82,5.025,4.923702,0.125667,0.247416
best,S051,8,112,5.025,6.621075,0.26877,0.332709
best,S051,9,114,5.025,11.220628,0.475322,0.563837
best,S051,10,115,5.025,14.826871,0.634838,0.74505
best,S051,11,118,5.025,16.186332,0.661833,0.813363
best,S051,12,119,5.025,15.918651,0.649104,0.799912
best,S051,13,120,5.025,16.741847,0.690038,0.841278
best,S051,14,121,5.025,14.719649,0.619572,0.739662
best,S051,15,121,5.025,10.433774,0.454117,0.524297
best,S051,16,121,5.025,7.653045,0.262815,0.384565
best,S051,17,77,5.025,8.809242,0.22495,0.442664
best,S051,18,23,5.025,13.888781,0.493085,0.697911
best,S051,19,13,5.025,14.596817,0.65,0.73349
best,S052,6,17,6.08,1.963381,0.102648,0.119374
best,S052,7,99,6.08,3.692481,0.133875,0.224503
best,S052,8,122,6.08,7.601713,0.348057,0.462184
best,S052,9,121,6.08,13.160595,0.646765,0.800164
best,S052,10,122,6.08,15.533926,0.761404,0.944463
best,S052,11,122,6.08,19.894884,0.992497,1.209609
best,S052,12,122,6.08,22.840736,1.175607,1.388717
best,S052,13,122,6.08,21.017293,1.013585,1.277851
best,S052,14,122,6.08,16.970055,0.865902,1.031779
best,S052,15,122,6.08,12.688437,0.59601,0.771457
best,S052,16,122,6.08,7.257294,0.316482,0.441243
best,S052,17,65,6.08,2.999035,0.129755,0.182341
best,S052,18,12,6.08,0.881446,0.045257,0.053592
best,S053,6,122,13.33,40.778557,5.422288,5.435782
best,S053,7,122,13.33,26.535779,3.474112,3.537219
best,S053,8,122,13.33,19.039885,2.430043,2.538017
best,S053,9,122,13.33,13.823555,1.604786,1.84268
best,S053,10,122,13.33,10.472687,1.258409,1.396009
best,S053,11,122,13.33,10.484126,1.237455,1.397534
best,S053,12,122,13.33,10.313569,1.19932,1.374799
best,S053,13,122,13.33,9.792082,1.153984,1.305285
best,S053,14,122,13.33,9.784325,1.081165,1.30425
best,S053,15,122,13.33,15.747336,1.926625,2.09912
best,S053,16,122,13.33,20.242198,2.615123,2.698285
best,S053,17,122,13.33,33.33465,4.229779,4.443509
best,S053,18,99,13.33,39.571344,5.202386,5.27486
best,S053,19,99,13.33,41.56039,5.54,5.54
best,S054,6,12,11.272,1.181353,0.10334,0.133162
best,S054,7,82,11.272,2.46269,0.191846,0.277594
best,S054,8,120,11.272,5.056164,0.433178,0.569931
best,S054,9,121,11.272,9.255708,0.884112,1.043303
best,S054,10,122,11.272,11.145187,1.004304,1.256285
best,S054,11,122,11.272,11.430156,1.066338,1.288407
best,S054,12,122,11.272,13.150993,1.199992,1.48238
best,S054,13,122,11.272,12.408595,1.169867,1.398697
best,S054,14,122,11.272,11.490267,1.031947,1.295183
best,S054,15,121,11.272,7.552455,0.705029,0.851313
best,S054,16,121,11.272,3.99379,0.35975,0.45018
best,S054,17,47,11.272,1.81899,0.166454,0.205037
best,S054,18,11,11.272,1.207586,0.108562,0.136119
best,S054,19,2,11.272,2.395316,0.27,0.27
best,S055,6,87,4.0,7.0,0.28,0.28
best,S055,7,107,4.0,5.262738,0.197185,0.21051
best,S055,8,114,4.0,5.284779,0.163752,0.211391
best,S055,9,113,4.0,15.33077,0.541349,0.613231
best,S055,10,113,4.0,22.742629,0.810423,0.909705
best,S055,11,113,4.0,28.582468,1.017237,1.143299
best,S055,12,114,4.0,29.592674,1.067171,1.183707
best,S055,13,114,4.0,27.681,0.989924,1.10724
best,S055,14,114,4.0,22.118846,0.781468,0.884754
best,S055,15,113,4.0,14.871472,0.527566,0.594859
best,S055,16,113,4.0,4.661939,0.141637,0.186478
best,S055,17,109,4.0,6.740681,0.261713,0.269627
best,S055,18,91,4.0,6.895459,0.273592,0.275818
best,S055,19,88,4.0,7.0,0.28,0.28
best,S056,7,53,3.15,2.722752,0.060729,0.085767
best,S056,8,115,3.15,5.020781,0.114378,0.158155
best,S056,9,119,3.15,8.459473,0.212821,0.266473
best,S056,10,119,3.15,9.862355,0.24014,0.310664
best,S056,11,121,3.15,10.92252,0.274387,0.344059
best,S056,12,121,3.15,12.046247,0.292321,0.379457
best,S056,13,122,3.15,12.125458,0.307023,0.381952
best,S056,14,118,3.15,10.657287,0.270457,0.335705
best,S056,15,119,3.15,8.040773,0.219767,0.253284
best,S056,16,109,3.15,5.562158,0.146629,0.175208
best,S056,17,30,3.15,1.717029,0.042773,0.054086
best,S056,18,2,3.15,0.491528,0.013689,0.015483
best,S059,6,114,2.0,19.801032,0.387304,0.396021
best,S059,7,118,2.0,17.099697,0.33086,0.341994
best,S059,8,122,2.0,11.601987,0.21382,0.23204
best,S059,9,122,2.0,7.636374,0.123519,0.152727
best,S059,10,122,2.0,10.988756,0.169855,0.219775
best,S059,11,122,2.0,11.790311,0.196368,0.235806
best,S059,12,122,2.0,13.168634,0.221844,0.263373
best,S059,13,122,2.0,12.316083,0.205194,0.246322
best,S059,14,122,2.0,10.259428,0.164025,0.205189
best,S059,15,122,2.0,8.697481,0.138229,0.17395
best,S059,16,122,2.0,11.845004,0.220784,0.2369
best,S059,17,120,2.0,17.892814,0.341218,0.357856
best,S059,18,118,2.0,19.613637,0.378416,0.392273
best,S059,19,109,2.0,20.5,0.41,0.41
best,S060,6,15,5.84,1.463715,0.07403,0.085481
best,S060,7,72,5.84,2.688102,0.11644,0.156985
best,S060,8,120,5.84,5.709102,0.260836,0.333412
best,S060,9,121,5.84,10.640834,0.53997,0.621425
best,S060,10,122,5.84,16.850554,0.892314,0.984072
best,S060,11,122,5.84,17.462781,0.911825,1.019826
best,S060,12,122,5.84,19.750075,1.017811,1.153404
best,S060,13,122,5.84,18.124776,0.934505,1.058487
best,S060,14,122,5.84,16.747241,0.883134,0.978039
best,S060,15,122,5.84,11.127912,0.558004,0.64987
best,S060,16,122,5.84,5.700435,0.251499,0.332905
best,S060,17,56,5.84,3.407669,0.136791,0.199008
best,S060,18,13,5.84,1.710385,0.089866,0.099886
best,S061,6,15,3.784,1.153725,0.03815,0.043657
best,S061,7,94,3.784,3.328937,0.076009,0.125967
best,S061,8,122,3.784,5.456326,0.142863,0.206467
best,S061,9,122,3.784,9.871183,0.28344,0.373526
best,S061,10,121,3.784,14.055415,0.43307,0.531857
best,S061,11,122,3.784,13.412954,0.396213,0.507546
best,S061,12,122,3.784,14.106612,0.446419,0.533794
best,S061,13,122,3.784,15.135048,0.471933,0.57271
best,S061,14,122,3.784,13.402935,0.420773,0.507167
best,S061,15,122,3.784,8.447119,0.263886,0.319639
best,S061,16,122,3.784,5.20987,0.144794,0.197141
best,S061,17,58,3.784,2.745887,0.074982,0.103904
best,S061,18,13,3.784,1.045407,0.031996,0.039558
best,S062,6,10,4.45368,1.368263,0.059922,0.060938
best,S062,7,75,4.45368,2.375579,0.070376,0.105801
best,S062,8,117,4.45368,3.514633,0.106714,0.15653
best,S062,9,119,4.45368,6.152523,0.187547,0.274014
best,S062,10,121,4.45368,7.38066,0.222768,0.328711
best,S062,11,121,4.45368,10.131972,0.311367,0.451246
best,S062,12,122,4.45368,10.290506,0.335501,0.458306
best,S062,13,122,4.45368,10.178013,0.324115,0.453296
best,S062,14,122,4.45368,8.401737,0.261195,0.374186
best,S062,15,122,4.45368,5.87778,0.179124,0.261777
best,S062,16,116,4.45368,2.84506,0.093103,0.12671
best,S062,17,44,4.45368,2.297099,0.080254,0.102305
best,S062,18,8,4.45368,1.397318,0.060274,0.062232
best,S064,7,43,3.288,2.993118,0.074434,0.098414
best,S064,8,111,3.288,4.429713,0.115148,0.145649
best,S064,9,118,3.288,6.936583,0.169187,0.228075
best,S064,10,121,3.288,9.508527,0.21722,0.31264
best,S064,11,120,3.288,9.914749,0.234309,0.325997
best,S064,12,120,3.288,9.561258,0.233678,0.314374
best,S064,13,119,3.288,10.027045,0.247354,0.329689
best,S064,14,121,3.288,9.388329,0.229477,0.308688
best,S064,15,119,3.288,7.663066,0.187698,0.251962
best,S064,16,109,3.288,5.625299,0.138072,0.18496
best,S064,17,30,3.288,4.461816,0.11166,0.146705
best,S064,18,4,3.288,2.084223,0.044834,0.068529
best,S065,6,47,1.9239,1.688748,0.020365,0.03249
best,S065,7,91,1.9239,2.742433,0.043915,0.052762
best,S065,8,121,1.9239,5.871704,0.086684,0.112966
best,S065,9,121,1.9239,11.614887,0.169748,0.223459
best,S065,10,121,1.9239,13.238058,0.184191,0.254687
best,S065,11,122,1.9239,13.921727,0.196175,0.26784
best,S065,12,122,1.9239,14.126203,0.194425,0.271774
best,S065,13,122,1.9239,14.675111,0.20432,0.282334
best,S065,14,122,1.9239,13.660847,0.18929,0.262821
best,S065,15,122,1.9239,8.634783,0.118422,0.166125
best,S065,16,122,1.9239,6.183043,0.091728,0.118956
best,S065,17,89,1.9239,2.342845,0.031819,0.045074
best,S065,18,50,1.9239,1.712467,0.020623,0.032946
best,S065,19,41,1.9239,1.47909,0.014146,0.028456
best,S066,6,19,5.45,1.259734,0.057892,0.068655
best,S066,7,95,5.45,2.615068,0.105331,0.142521
best,S066,8,122,5.45,6.456141,0.265547,0.35186
best,S066,9,121,5.45,10.687338,0.477151,0.58246
best,S066,10,122,5.45,12.098764,0.525222,0.659383
best,S066,11,122,5.45,14.833534,0.627501,0.808428
best,S066,12,122,5.45,14.503543,0.604694,0.790443
best,S066,13,122,5.45,14.536862,0.604255,0.792259
best,S066,14,121,5.45,11.899324,0.512642,0.648513
best,S066,15,121,5.45,8.323582,0.358051,0.453635
best,S066,16,121,5.45,5.392631,0.229433,0.293898
best,S066,17,60,5.45,3.759149,0.138182,0.204874
best,S066,18,13,5.45,1.351225,0.064124,0.073642
best,S068,6,7,1.223,1.137338,0.012631,0.01391
best,S068,7,73,1.223,2.989212,0.021697,0.036558
best,S068,8,117,1.223,4.49528,0.037231,0.054977
best,S068,9,121,1.223,7.42353,0.062541,0.09079
best,S068,10,121,1.223,8.994374,0.081023,0.110001
best,S068,11,122,1.223,11.041571,0.098831,0.135038
best,S068,12,122,1.223,11.072542,0.104248,0.135417
best,S068,13,122,1.223,11.937125,0.107083,0.145991
best,S068,14,122,1.223,10.695848,0.105135,0.13081
best,S068,15,122,1.223,7.561695,0.071211,0.09248
best,S068,16,118,1.223,4.221849,0.038818,0.051633
best,S068,17,52,1.223,2.67609,0.026277,0.032729
best,S068,18,11,1.223,1.488888,0.01234,0.018209
best,S070,7,50,2.1,2.516281,0.034519,0.052842
best,S070,8,118,2.1,3.809896,0.057449,0.080008
best,S070,9,121,2.1,6.944544,0.109081,0.145835
best,S070,10,122,2.1,9.866716,0.149725,0.207201
best,S070,11,122,2.1,10.18492,0.157172,0.213883
best,S070,12,122,2.1,10.607153,0.168297,0.22275
best,S070,13,122,2.1,11.601854,0.186431,0.243639
best,S070,14,122,2.1,9.193219,0.142846,0.193058
best,S070,15,121,2.1,7.254972,0.110439,0.152354
best,S070,16,120,2.1,4.932159,0.065981,0.103575
best,S070,17,60,2.1,1.807629,0.028088,0.03796
best,S070,18,12,2.1,0.686245,0.011566,0.014411
best,S071,6,82,20.0,21.031221,4.00537,4.206244
best,S071,7,88,20.0,19.334635,3.582539,3.866927
best,S071,8,119,20.0,13.055412,2.172103,2.611082
best,S071,9,120,20.0,10.512972,1.668893,2.102594
best,S071,10,120,20.0,9.82872,1.649501,1.965744
best,S071,11,120,20.0,11.108123,1.867994,2.221625
best,S071,12,120,20.0,12.210723,2.108122,2.442145
best,S071,13,120,20.0,10.646337,1.831578,2.129267
best,S071,14,120,20.0,10.129032,1.734507,2.025806
best,S071,15,120,20.0,11.616312,1.921698,2.323262
best,S071,16,120,20.0,14.832214,2.420059,2.966443
best,S071,17,89,20.0,19.479118,3.598387,3.895824
best,S071,18,83,20.0,20.915268,3.959242,4.183054
best,S071,19,74,20.0,22.15,4.43,4.43
best,S072,6,14,3.125,0.884536,0.022817,0.027642
best,S072,7,97,3.125,3.556573,0.073597,0.111143
best,S072,8,121,3.125,9.021569,0.22414,0.281924
best,S072,9,122,3.125,14.797673,0.370956,0.462427
best,S072,10,122,3.125,15.394861,0.404621,0.481089
best,S072,11,122,3.125,17.151996,0.445408,0.536
best,S072,12,122,3.125,17.989039,0.467717,0.562157
best,S072,13,122,3.125,18.862496,0.50266,0.589453
best,S072,14,122,3.125,15.95236,0.414134,0.498511
best,S072,15,122,3.125,11.957188,0.286989,0.373662
best,S072,16,120,3.125,5.208776,0.121566,0.162774
best,S072,17,65,3.125,2.084376,0.049815,0.065137
best,S072,18,11,3.125,1.346736,0.037375,0.042085
best,S073,6,26,15.0,0.6883,0.084774,0.103245
best,S073,7,104,15.0,3.05436,0.263719,0.458154
best,S073,8,122,15.0,6.59279,0.728277,0.988918
best,S073,9,122,15.0,9.240012,1.10498,1.386002
best,S073,10,122,15.0,12.455328,1.539254,1.868299
best,S073,11,122,15.0,15.156785,1.874159,2.273518
best,S073,12,122,15.0,14.6164,1.893841,2.19246
best,S073,13,122,15.0,13.210416,1.71666,1.981562
best,S073,14,122,15.0,12.476551,1.429013,1.871483
best,S073,15,122,15.0,8.416393,0.901765,1.262459
best,S073,16,122,15.0,4.241723,0.419926,0.636258
best,S073,17,80,15.0,3.215022,0.245123,0.482253
best,S073,18,21,15.0,0.772392,0.092546,0.115859
best,S073,19,4,15.0,0.735603,0.0625,0.11034
best,S074,6,17,4.0,1.145053,0.03921,0.045802
best,S074,7,98,4.0,3.475419,0.082729,0.139017
best,S074,8,121,4.0,6.1076,0.165489,0.244304
best,S074,9,122,4.0,8.398178,0.259198,0.335927
best,S074,10,122,4.0,11.792722,0.364905,0.471709
best,S074,11,122,4.0,13.881715,0.425524,0.555269
best,S074,12,122,4.0,13.130452,0.407432,0.525218
best,S074,13,122,4.0,12.824996,0.376121,0.513
best,S074,14,122,4.0,13.418615,0.420251,0.536745
best,S074,15,122,4.0,8.19385,0.240887,0.327754
best,S074,16,122,4.0,5.016337,0.139229,0.200653
best,S074,17,59,4.0,2.726004,0.070084,0.10904
best,S074,18,10,4.0,1.097104,0.03966,0.043884
best,S075,6,14,2.63,1.030021,0.026821,0.02709
best,S075,7,94,2.63,2.738436,0.045393,0.072021
best,S075,8,122,2.63,5.574298,0.097894,0.146604
best,S075,9,122,2.63,9.106368,0.19094,0.239497
best,S075,10,122,2.63,12.907251,0.27683,0.339461
best,S075,11,122,2.63,13.334595,0.277955,0.3507
best,S075,12,122,2.63,15.394846,0.33294,0.404884
best,S075,13,122,2.63,16.066129,0.346713,0.422539
best,S075,14,122,2.63,14.159068,0.31031,0.372383
best,S075,15,122,2.63,9.094137,0.197775,0.239176
best,S075,16,122,2.63,5.647401,0.1245,0.148527
best,S075,17,62,2.63,1.968974,0.038266,0.051784
best,S075,18,13,2.63,1.028161,0.021587,0.027041
best,S116,6,13,22.0,1.258032,0.163077,0.276767
best,S116,7,96,22.0,4.331693,0.803228,0.952972
best,S116,8,122,22.0,10.650998,1.994567,2.34322
best,S116,9,122,22.0,17.661303,3.465176,3.885487
best,S116,10,122,22.0,23.835127,4.621945,5.243728
best,S116,11,122,22.0,26.083657,5.154825,5.738405
best,S116,12,122,22.0,26.926778,5.325996,5.923891
best,S116,13,122,22.0,25.659002,5.027715,5.64498
best,S116,14,122,22.0,23.058874,4.355344,5.072952
best,S116,15,122,22.0,17.71313,3.380915,3.896889
best,S116,16,122,22.0,9.935057,1.877737,2.185713
best,S116,17,99,22.0,4.44805,0.581111,0.978571
best,S116,18,27,22.0,1.247096,0.187407,0.274361
best,S116,19,1,22.0,0.136364,0.03,0.03
