site_id,site_name,county,install_group,capacity_bucket,capacity_mw,full_history_rows,full_history_positive_rows,full_history_zero_ratio_pct,tv_rows_6_19,tv_positive_rows_6_19,tv_zero_ratio_pct,tv_cf_mean,tv_cf_p95,test_rows_6_19,test_positive_rows_6_19,test_zero_ratio_6_19_pct,test_actual_sum_mwh,test_pred_sum_mwh,test_cf_mean,test_cf_p95,cf_mean_shift,cf_p95_shift,test_pred_actual_ratio,test_nrmse_pct,site_status,exclude_from_ranking,exclude_reason
S017,富云四队光伏,灌云县,ground,small,0.954,26304.0,5982.0,77.25821167883211,13636.0,4694.0,65.57641537107656,0.10086830827019119,0.5660377358490567,1708.0,1288.0,24.59016393442623,133.2,109.03574161394006,0.08174627723034775,0.16771488469601678,-0.019122031039843446,-0.3983228511530399,0.8185866487533038,6.238761399295145,测试期分布漂移,是,cf_mean漂移0.019>=0.1或cf_p95漂移0.398>=0.2
S018,国能百菇源光伏,灌云县,rooftop,medium,5.1,16094.0,7763.0,51.764632782403375,7682.0,6502.0,15.360583181463161,0.2719502172126335,0.7313725490196079,1708.0,1261.0,26.170960187353632,1352.6399999999999,1538.133260563705,0.1552830968452955,0.5,-0.116667120367338,-0.2313725490196079,1.137134241604348,8.162468103404436,测试期分布漂移,是,cf_mean漂移0.117>=0.1或cf_p95漂移0.231>=0.2
S019,首耀新海光伏,海州区,rooftop,small,3.0,26304.0,12461.0,52.62697688564477,13636.0,11104.0,18.568495159870928,0.3066412437665004,0.8266666666666667,1708.0,1357.0,20.550351288056206,1877.38,1179.6742514619368,0.36638953942232627,0.8066666666666666,0.059748295655825845,-0.020000000000000018,0.6283619999477659,31.02812603808974,系统性偏差,是,"pred/actual=0.628超出[0.8,1.2]"
S020,国能赫睿光伏,赣榆区,rooftop,small,3.8,8880.0,4268.0,51.93693693693694,3472.0,3013.0,13.220046082949308,0.2695140067911715,0.6921052631578948,1708.0,1255.0,26.52224824355972,986.63,1143.3997823564323,0.15201374337483053,0.49473684210526314,-0.11750026341634096,-0.19736842105263164,1.158894197780761,9.569326858821277,测试期分布漂移,是,cf_mean漂移0.118>=0.1或cf_p95漂移0.197>=0.2
S021,国能鑫江源光伏,赣榆区,rooftop,small,2.2,6392.0,2904.0,54.56821026282853,2020.0,1699.0,15.891089108910892,0.2819059405940594,0.7909090909090909,1708.0,1205.0,29.449648711943794,677.1400000000001,669.5691765824183,0.18020545028741747,0.5909090909090908,-0.10170049030664191,-0.20000000000000007,0.9888194119124822,11.305276329043783,测试期分布漂移,是,cf_mean漂移0.102>=0.1或cf_p95漂移0.200>=0.2
S022,浦西光伏电站,海州区,rooftop,small,3.24,26304.0,12131.0,53.88153892944039,13636.0,10818.0,20.66588442358463,0.1587063926642982,0.5154320987654321,1708.0,1313.0,23.126463700234194,1044.7,718.8701528451426,0.18878118946424954,0.5864197530864197,0.030074796799951342,0.07098765432098764,0.6881115658515771,11.622864738705736,系统性偏差,是,"pred/actual=0.688超出[0.8,1.2]"
S023,连洋徐圩光伏,连云区,rooftop,medium,16.37,26304.0,12323.0,53.151611922141115,13636.0,11088.0,18.68583162217659,0.18752585998505877,0.5308491142333537,1708.0,1235.0,27.693208430913348,3464.1000000000004,3559.0077929330655,0.1238950270315122,0.41273671350030533,-0.06363083295354657,-0.11811240073304835,1.0273975326731517,5.913912107394673,正常评价,否,
S024,兴怡紧固件光伏,赣榆区,rooftop,medium,5.99,21320.0,9476.0,55.553470919324575,10728.0,8216.0,23.415361670395228,0.21522759159872468,0.6377295492487479,1708.0,1260.0,26.229508196721312,1349.51,1291.822798905568,0.13190504861732863,0.42570951585976624,-0.08332254298139605,-0.21202003338898168,0.9572532244337338,8.19417508771064,测试期分布漂移,是,cf_mean漂移0.083>=0.1或cf_p95漂移0.212>=0.2
S025,夏源银得隆光伏,灌南县,rooftop,medium,5.65,14335.0,6458.0,54.949424485524936,6653.0,5217.0,21.58424770780099,0.24606345663477383,0.7150442477876106,1708.0,1241.0,27.341920374707264,1573.0,1609.5531258292758,0.1630018030714389,0.5097345132743363,-0.08306165356333492,-0.20530973451327428,1.0232378422309445,7.6265059231562695,测试期分布漂移,是,cf_mean漂移0.083>=0.1或cf_p95漂移0.205>=0.2
S026,京运通牛山光伏电站,东海县,rooftop,small,2.6,,,,,,,,,,,,,,,,,,,,正常评价,否,
