site_id,hour,alpha_site_hour,fit_samples,alpha_hour,hour_fit_samples,weight,alpha_final
S056,9,1.0874865109852148,127,1.014783248472599,30421,0.297423887587822,1.0364069354494192
S056,10,1.0720326895637182,128,0.9573977109331647,30960,0.29906542056074764,0.9916810690282835
S056,11,1.0636447821244908,129,0.9684269440800947,31105,0.3006993006993007,0.9970588813941439
S056,12,1.0479030617842242,127,0.9685364578913596,31213,0.297423887587822,0.9921419817658181
S056,13,1.0596795682476554,128,0.9655546011216521,31191,0.29906542056074764,0.9937041240004567
S056,14,1.080698039984837,127,0.9542973565336459,31092,0.297423887587822,0.9918919391994567
S056,15,1.0447519140931043,128,0.9906880094365584,30796,0.29906542056074764,1.0068566538198245
S056,16,1.0478196880445978,125,0.9954374906215141,29728,0.29411764705882354,1.0108440192753623
S056,17,1.25,124,0.9824197313369869,21222,0.29245283018867924,1.0606743382101322
S056,18,1.25,94,1.1611772722825542,13205,0.23857868020304568,1.182368481433417
S056,19,1.0,0,1.25,1550,0.0,1.25
S058,6,1.25,465,1.25,6753,0.6078431372549019,1.25
S058,7,1.0408668272486814,738,1.0856105902838513,17645,0.7109826589595376,1.0537985506692507
S058,8,0.978538266200062,908,1.0147780719045463,28342,0.7516556291390728,0.9875382179478644
S058,9,0.9718003218593699,948,1.014783248472599,30421,0.7596153846153846,0.9821327561413962
S058,10,0.9845897619177213,955,0.9573977109331647,30960,0.7609561752988048,0.978089670048903
S058,11,0.9791996476242105,954,0.9684269440800947,31105,0.7607655502392344,0.9766224458193982
S058,12,0.9731037848026612,956,0.9685364578913596,31213,0.7611464968152867,0.972012862769707
S058,13,0.9727073537835835,953,0.9655546011216521,31191,0.7605746209098164,0.9709948032659623
S058,14,0.9842986053655706,956,0.9542973565336459,31092,0.7611464968152867,0.9771327019821492
S058,15,0.9575401262330104,953,0.9906880094365584,30796,0.7605746209098164,0.9654765707350571
S058,16,0.9690200428645301,930,0.9954374906215141,29728,0.7560975609756098,0.9754633228052579
S058,17,0.9795804520441436,698,0.9824197313369869,21222,0.6993987975951904,0.9804339428135354
S058,18,0.8055421553257051,557,1.1611772722825542,13205,0.6499416569428238,0.9300351951005648
S058,19,1.25,211,1.25,1550,0.41291585127201563,1.25
S059,6,1.25,202,1.25,6753,0.40239043824701193,1.25
S059,7,1.246064389709196,558,1.0856105902838513,17645,0.6503496503496503,1.1899616626373972
S059,8,1.0657519385518623,806,1.0147780719045463,28342,0.72875226039783,1.0519253924449954
S059,9,1.0442328121009812,889,1.014783248472599,30421,0.7476871320437343,1.0368023082418436
S059,10,0.962699252233307,912,0.9573977109331647,30960,0.7524752475247525,0.9613869895352519
S059,11,0.9977773379187275,920,0.9684269440800947,31105,0.7540983606557377,0.9905600279584079
S059,12,0.968129977179998,924,0.9685364578913596,31213,0.7549019607843137,0.9682296048053317
S059,13,0.9627281200033047,922,0.9655546011216521,31191,0.7545008183306056,0.9634220188048629
S059,14,0.9205225962967655,919,0.9542973565336459,31092,0.7538966365873667,0.9288346783895169
S059,15,1.016248668854446,906,0.9906880094365584,30796,0.7512437810945274,1.0098902958649218
S059,16,1.057162454949591,872,0.9954374906215141,29728,0.7440273037542662,1.0413625494048615
S059,17,1.1604529354516075,624,0.9824197313369869,21222,0.6753246753246753,1.1026499471027047
S059,18,1.25,405,1.1611772722825542,13205,0.574468085106383,1.2122030945883209
S059,19,1.25,70,1.25,1550,0.1891891891891892,1.25
S060,6,1.0,0,1.25,6753,0.0,1.25
S060,7,1.1918894818393724,96,1.0856105902838513,17645,0.24242424242424243,1.1113751700548868
S060,8,1.2168694537142895,124,1.0147780719045463,28342,0.29245283018867924,1.0738802684715465
S060,9,1.1477240275145495,127,1.014783248472599,30421,0.297423887587822,1.0543230117942095
S060,10,1.1291053875383692,128,0.9573977109331647,30960,0.29906542056074764,1.008749539450609
S060,11,1.1226772491951058,129,0.9684269440800947,31105,0.3006993006993007,1.0148099029608324
S060,12,1.1251303866985953,132,0.9685364578913596,31213,0.3055555555555556,1.0163846028046817
S060,13,1.1114160205131731,133,0.9655546011216521,31191,0.3071593533487298,1.0103573003804796
S060,14,1.1436140138274709,132,0.9542973565336459,31092,0.3055555555555556,1.0121441129289814
S060,15,1.2310784111824675,130,0.9906880094365584,30796,0.3023255813953488,1.0633641774062519
S060,16,1.25,131,0.9954374906215141,29728,0.3039443155452436,1.0728103182980377
S060,17,1.25,125,0.9824197313369869,21222,0.29411764705882354,1.0611198103555202
S060,18,1.25,110,1.1611772722825542,13205,0.2682926829268293,1.185007760206747
S060,19,1.0,0,1.25,1550,0.0,1.25
S061,6,1.0,0,1.25,6753,0.0,1.25
S061,7,1.25,88,1.0856105902838513,17645,0.2268041237113402,1.122894786301947
S061,8,1.25,107,1.0147780719045463,28342,0.2628992628992629,1.0766177434185844
S061,9,1.25,115,1.014783248472599,30421,0.27710843373493976,1.0799637940765776
S061,10,1.25,118,0.9573977109331647,30960,0.2822966507177033,1.0399983571290656
S061,11,1.25,120,0.9684269440800947,31105,0.2857142857142857,1.048876388628639
S061,12,1.25,121,0.9685364578913596,31213,0.28741092636579574,1.049432155267002
S061,13,1.25,120,0.9655546011216521,31191,0.2857142857142857,1.0468247150868943
S061,14,1.25,119,0.9542973565336459,31092,0.2840095465393795,1.0382797302150208
S061,15,1.25,119,0.9906880094365584,30796,0.2840095465393795,1.0643350902887054
S061,16,1.25,116,0.9954374906215141,29728,0.27884615384615385,1.0664212672751303
S061,17,1.25,116,0.9824197313369869,21222,0.27884615384615385,1.0570334600987885
S061,18,1.25,95,1.1611772722825542,13205,0.24050632911392406,1.1825397004677627
S061,19,1.0,0,1.25,1550,0.0,1.25
S062,6,1.25,269,1.25,6753,0.4727592267135325,1.25
S062,7,0.9940429734071354,549,1.0856105902838513,17645,0.6466431095406361,1.0263990217734662
S062,8,1.101645114645914,820,1.0147780719045463,28342,0.7321428571428571,1.0783771567687621
S062,9,1.1142114495025677,865,1.014783248472599,30421,0.7424892703862661,1.0886076209111595
S062,10,1.1022166115019703,882,0.9573977109331647,30960,0.7461928934010152,1.0654605453677557
S062,11,1.128146232041769,882,0.9684269440800947,31105,0.7461928934010152,1.0876083416961664
S062,12,1.1739818115367333,884,0.9685364578913596,31213,0.7466216216216216,1.121926400984696
S062,13,1.1486063855620254,877,0.9655546011216521,31191,0.7451146983857264,1.10194917627391
S062,14,1.120258447419142,882,0.9542973565336459,31092,0.7461928934010152,1.078136343133483
S062,15,1.1327330982400914,872,0.9906880094365584,30796,0.7440273037542662,1.0963734338705864
S062,16,1.0965118306183639,848,0.9954374906215141,29728,0.7386759581881533,1.0700986755669224
S062,17,1.0500594255827302,602,0.9824197313369869,21222,0.6674057649667405,1.0275628532171837
S062,18,0.8230348149626665,355,1.1611772722825542,13205,0.5419847328244275,0.9779092228954395
S062,19,1.0,3,1.25,1550,0.009900990099009901,1.2475247524752475
S063,6,1.25,66,1.25,6753,0.18032786885245902,1.25
S063,7,0.9438048066637024,107,1.0856105902838513,17645,0.2628992628992629,1.0483299542952618
S063,8,0.9958974668372651,114,1.0147780719045463,28342,0.2753623188405797,1.0095790647121066
S063,9,0.979876753835797,116,1.014783248472599,30421,0.27884615384615385,1.0050497066988753
S063,10,0.9159581318452595,118,0.9573977109331647,30960,0.2822966507177033,0.9456994565494976
S063,11,0.9299679297103765,119,0.9684269440800947,31105,0.2840095465393795,0.9575042168485994
S063,12,0.9242207426086044,120,0.9685364578913596,31213,0.2857142857142857,0.9558748249534295
S063,13,0.9243360858002287,120,0.9655546011216521,31191,0.2857142857142857,0.9537778824583882
S063,14,0.9080473473204748,120,0.9542973565336459,31092,0.2857142857142857,0.9410830681870255
S063,15,0.9796019377771383,119,0.9906880094365584,30796,0.2840095465393795,0.9875394592516635
S063,16,0.9739730008238618,116,0.9954374906215141,29728,0.27884615384615385,0.9894522001971687
S063,17,0.9694658877508731,112,0.9824197313369869,21222,0.27184466019417475,0.9788982981291113
S063,18,0.828811294565405,88,1.1611772722825542,13205,0.2268041237113402,1.0857952979549534
S063,19,1.0,4,1.25,1550,0.013157894736842105,1.2467105263157894
S064,6,1.25,244,1.25,6753,0.4485294117647059,1.25
S064,7,1.0217591200344767,511,1.0856105902838513,17645,0.6300863131935882,1.0453786528024327
S064,8,0.9350757807950106,786,1.0147780719045463,28342,0.7237569060773481,0.9570929882838326
S064,9,0.9649860956986325,928,1.014783248472599,30421,0.755700325732899,0.9771515239007416
S064,10,0.9466333237856001,952,0.9573977109331647,30960,0.7603833865814696,0.9492126497794255
S064,11,0.9918748283058981,956,0.9684269440800947,31105,0.7611464968152867,0.9862742190162954
S064,12,1.057645460972293,959,0.9685364578913596,31213,0.7617156473391581,1.0364121798569
S064,13,1.0484375250560622,959,0.9655546011216521,31191,0.7617156473391581,1.0286878211797135
S064,14,1.0528768661243901,956,0.9542973565336459,31092,0.7611464968152867,1.0293308049164098
S064,15,1.0678786780559366,955,0.9906880094365584,30796,0.7609561752988048,1.049426725397918
S064,16,1.097199802066335,928,0.9954374906215141,29728,0.755700325732899,1.072339302527698
S064,17,1.1403504519555503,735,0.9824197313369869,21222,0.7101449275362319,1.0945734314864015
S064,18,1.1185317211964851,496,1.1611772722825542,13205,0.6231155778894473,1.1346041650731444
S064,19,1.25,162,1.25,1550,0.35064935064935066,1.25
S065,6,1.25,234,1.25,6753,0.43820224719101125,1.25
S065,7,1.0141166903467074,576,1.0856105902838513,17645,0.6575342465753424,1.0386009026539484
S065,8,1.025897213473746,866,1.0147780719045463,28342,0.7427101200686106,1.0230363708744665
S065,9,1.0485920322285458,914,1.014783248472599,30421,0.7528830313014827,1.0402373080713925
S065,10,0.9974562927740913,936,0.9573977109331647,30960,0.7572815533980582,0.987733336016585
