site_id,site_name,county,install_group,capacity_mw,full_history_rows,full_history_positive_rows,full_history_zero_ratio_pct,tv_cf_mean,tv_cf_p95,tv_zero_ratio_pct,test_rows_6_19,test_positive_rows_6_19,test_zero_ratio_6_19_pct,test_actual_sum_mwh,test_pred_sum_mwh,test_cf_mean,test_cf_p95,cf_mean_shift,cf_p95_shift,test_pred_actual_ratio,test_nrmse_pct,site_status,exclude_from_ranking,exclude_reason
S075,旭樱新田光伏电站,海州区,rooftop,2.63,6986,3359,51.91812195820212,0.3135273719223074,0.7452471482889734,12.098138747884942,1708,1281,25.0,689.61,721.2131260334696,0.1535182233461857,0.5106463878326987,-0.1600091485761217,-0.23460076045627476,1.0458275344520376,8.848570218825321,测试期分布漂移,是,cf_mean漂移-0.160>=0.1或cf_p95漂移-0.235>=0.2
S076,太阳光东海光伏电站,东海县,rooftop,5.0,5894,1317,77.65524261961316,0.3097240184757506,0.8948999999999997,23.960739030023095,1708,0,100.0,0.0,1499.053534696857,0.0,0.0,-0.3097240184757506,-0.8948999999999997,,24.38073499716203,测试期无有效发电,是,test正功率样本0<100或总电量0.00e+00≤1e-06
S077,富云图河光伏电站,灌云县,ground,0.901,26304,5483,79.15526155717761,0.11911409017522005,0.5771365149833518,59.79026107362863,1708,0,100.0,0.0,84.27246135339405,0.0,0.0,-0.11911409017522005,-0.5771365149833518,,9.223503141935979,测试期无有效发电,是,test正功率样本0<100或总电量0.00e+00≤1e-06
S078,福惠泉南岗光伏发电站（二期）,灌云县,ground,5.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S079,欧翔宋庄光伏发电站,赣榆区,ground,22.2,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S080,二龙山光伏发电站,赣榆区,ground,15.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S081,和安墩尚光伏发电站,赣榆区,ground,10.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S082,华电赣榆光伏发电站,赣榆区,other,40.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S083,宏耀新安光伏发电站,灌南县,ground,17.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S084,云港板桥光伏电站,连云区,ground,8.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S085,协鑫曲阳三期光伏电站,东海县,other,15.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S086,浦利板桥光伏发电站,连云区,ground,8.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S087,易事特城头光伏电站,赣榆区,other,10.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S088,福惠泉南岗光伏电站,灌云县,ground,5.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S089,信诚宁海光伏电站,海州区,ground,28.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S090,中联云台光伏发电站,连云区,other,45.636,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S091,中电青口光伏电站,赣榆区,other,22.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S092,顺阳光伏电站,赣榆区,other,6.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S093,华电灌南光伏发电站,灌南县,rooftop,35.04,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S094,大唐利华光伏发电站,灌云县,other,20.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S095,银山湖光伏电站,赣榆区,other,9.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S096,华电曲阳光伏发电站,东海县,other,8.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S097,沿海灌云光伏,灌云县,unknown,356.16,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S098,国信云台光伏电站,连云区,unknown,55.36,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S099,华润浦南光伏,海州区,unknown,258.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S100,中广核浦南光伏电站,海州区,unknown,118.8,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S101,三峡青口光伏电站,赣榆县,unknown,339.2,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S102,中电建板浦光伏电站,海州区,unknown,30.3,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S103,美达板桥光伏发电厂,连云区,unknown,76.1,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S104,飞展百禄光伏发电站,灌南县,unknown,94.3,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S105,中电东辛光伏电厂,连云区,unknown,97.8,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S106,东尚赣榆光伏电厂,赣榆县,unknown,359.884,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S107,中核田湾光伏,连云区,unknown,238.48,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S108,永贯灌云光伏,灌云县,unknown,98.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S109,华电墩尚光伏发电厂,赣榆县,unknown,274.3,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S110,东榆赣榆光伏电厂,赣榆县,unknown,52.45,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S111,华润青口光伏电站,连云区,unknown,135.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S112,华能灌西光伏,灌云县,unknown,300.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S113,东尚墩尚光伏电厂,赣榆区,unknown,279.95,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S114,协鑫南岗光伏发电站,灌云县,unknown,20.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S115,鑫众墩尚光伏发电站,赣榆区,unknown,7.0,26304,11665,55.65313260340633,0.29183725851736997,0.8160714285714286,22.741273100616016,1708,1130,33.840749414519905,2605.0,0.0,0.21788223486115757,0.7509285714285713,-0.0739550236562124,-0.06514285714285728,0.0,34.43287844632945,系统性偏差,是,"pred/actual=0.000超出[0.8,1.2]"
S116,林洋伊山光伏发电站,灌云县,unknown,22.0,26304,13038,50.433394160583944,0.2976757380196805,0.805,14.168377823408623,1708,1334,21.89695550351288,8335.56,0.0,0.2218320204385778,0.7177272727272727,-0.0758437175811027,-0.08727272727272739,0.0,33.34896118194331,系统性偏差,是,"pred/actual=0.000超出[0.8,1.2]"
S117,林洋朝阳光伏发电站,连云区,unknown,22.0,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
S118,番禺珠江光伏电站,连云区,unknown,18.003,0,0,0.0,,,,0,0,0.0,0.0,0.0,,,,,,,无测试预测结果,是,final_eval 中无 test 6-19 点预测结果
