date,hour,n_sites,city_actual_mw,city_pred_mw,city_rel_err_pct,city_wape_pct,city_mape_pct,capacity_weighted_mape_pct,site_mape_raw_mean
2025-09-01,6,39,11.059999999999999,1.285374535964954,88.37816875257728,90.86328018432027,67.13775533873167,69.01149946269932,67.13775533873165
2025-09-01,7,51,39.169999999999995,20.783335715471818,46.94067981753429,52.27971153979849,43.53124889269571,45.792138684190135,43.5312488926957
2025-09-01,8,51,85.60000000000001,66.37925145984337,22.45414549083719,26.090270821530076,29.59484528325224,25.825509482102362,29.594845283252237
2025-09-01,9,52,114.22000000000001,101.45312536900455,11.177442331461616,23.82074416275187,28.76764492613857,27.99200510734236,28.76764492613857
2025-09-01,10,52,130.99,121.71680807837653,7.079312864816763,29.727174235259383,34.11258283405016,39.20294505887878,34.11258283405016
2025-09-01,11,51,144.74,124.58958123456934,13.92180376221547,31.967287648634997,36.50453197987065,34.38807803473393,36.504531979870634
2025-09-01,12,51,153.48999999999998,123.31628662693146,19.658422941604357,30.607598554361797,31.19823061471394,31.2503716016232,31.198230614713935
2025-09-01,13,51,157.93999999999997,117.8590905310076,25.377301170692913,31.798673658239178,36.95682693321938,33.10011953532429,36.956826933219375
2025-09-01,14,50,145.5,108.89356172575332,25.15906410601147,31.644955289143468,39.92719621437402,34.1640304183186,39.92719621437403
2025-09-01,15,50,117.63999999999999,93.5914814921673,20.442467279694565,29.669752040016473,37.558142039711335,33.62145170320242,37.55814203971133
2025-09-01,16,50,85.30999999999999,66.76252211956135,21.741270519796785,26.71808850855951,34.80825848598957,28.47638260516571,34.80825848598957
2025-09-01,17,50,45.739999999999995,28.761200747331085,37.12024322839727,46.08669468664148,50.3053306506012,45.61452491783029,50.3053306506012
2025-09-01,18,48,14.360000000000001,5.83704639271677,59.352044618963994,67.82894112194722,56.00477056535674,51.56904037084155,56.00477056535673
2025-09-01,19,6,8.76,0.20892403029306317,97.615022485239,97.61502248523902,84.15157228502416,92.36858438760439,84.15157228502416
2025-09-02,6,38,10.640000000000002,1.0309735252313341,90.31039919895363,92.62355816096517,70.76077083824742,71.80242440827062,70.76077083824741
2025-09-02,7,51,34.73,15.625193953640226,55.00951928119715,57.18157747183557,49.20683988711713,46.39159790790503,49.20683988711713
2025-09-02,8,51,74.74000000000001,58.308957725953704,21.984268496181837,37.57158146517708,32.72821266077487,36.48151177903725,32.728212660774865
2025-09-02,9,51,99.12,83.36776197394825,15.892088404007017,36.724812851853414,37.892213453464194,42.2610300403098,37.89221345346418
2025-09-02,10,51,113.58,102.80043246178033,9.490726834143041,36.6764226072988,44.00892349064892,47.04058450187677,44.00892349064892
2025-09-02,11,51,137.2,133.7119459617006,2.5423134389937285,33.40489032749165,50.405075131065935,41.421818655066346,50.405075131065935
2025-09-02,12,51,138.01,132.18995050550794,4.217121581401387,36.949362959441466,53.41528885553335,47.891828651938496,53.41528885553336
2025-09-02,13,51,116.4,123.0107437353937,5.679333106008331,45.14336764553262,158.70801483227797,129.03496562955098,158.708014832278
2025-09-02,14,51,113.45,100.53483976087729,11.384010788120506,47.996655795018015,158.58498300119015,381.89276109270565,158.58498300119015
2025-09-02,15,51,82.00999999999999,90.78935737868366,10.70522787304435,43.93361400927207,266.8228456205187,324.4338688795356,266.82284562051876
2025-09-02,16,51,48.65,56.53865720922108,16.21512273221188,52.55605881722395,134.18036944843988,134.07755135177908,134.18036944843988
2025-09-02,17,50,28.849999999999998,25.45082975836208,11.782219208450325,49.942251335815456,65.52975840406805,79.8280954122173,65.52975840406805
2025-09-02,18,43,12.309999999999997,5.379108400850729,56.30293744231738,71.64125890528801,63.164748066233166,72.77844854308152,63.164748066233166
2025-09-02,19,5,8.59,0.2104327601743734,97.55025890367433,97.55025890367436,81.11915453905688,90.79967783582299,81.1191545390569
2025-09-03,6,40,11.53,1.0431631144595312,90.95261826140909,92.64540785578703,78.93995108227313,80.96156904905997,78.93995108227313
2025-09-03,7,51,37.89000000000001,10.587863206778552,72.05631246561481,72.47415173077655,64.02179045699913,66.97959396244453,64.02179045699913
2025-09-03,8,51,70.58,34.633473590339264,50.93018760223964,53.34073728341696,48.809815201448735,49.81579801061385,48.80981520144874
2025-09-03,9,51,104.56,68.10942790277451,34.860914400559956,41.84898364761755,39.84016767546889,40.82047001533985,39.840167675468884
2025-09-03,10,51,119.03999999999998,73.13347133750393,38.56395216943553,43.5597486154988,41.533028118237446,37.953847861146556,41.53302811823744
2025-09-03,11,51,90.5,95.71947042501063,5.767370635370859,45.23605654754742,54.68258060949833,63.304574504857705,54.68258060949833
2025-09-03,12,51,117.62,90.4326131255488,23.114595200179565,50.184136436948634,66.24713154658322,67.11739805269373,66.24713154658322
2025-09-03,13,51,95.32999999999998,105.62814099603892,10.802623514149733,59.01891490653571,104.19072644206912,121.07877815146053,104.19072644206913
2025-09-03,14,51,76.25,98.26198900955319,28.86818230761074,72.41440340546444,245.57576357377337,196.701232244221,245.57576357377343
2025-09-03,15,51,60.099999999999994,68.93006844949348,14.692293593167191,49.25514970054842,83.85277296782226,120.84108405247281,83.85277296782225
2025-09-03,16,51,53.660000000000004,45.420721645618436,15.354599989529572,42.09032247350312,50.51123343228545,53.235347062416885,50.511233432285465
