site_id,hour,calibrated_ratio,n,calibration_level
S063,12,1.0518956124131766,62.0,4
S063,13,1.0457736255110164,62.0,4
S063,14,1.0623839452814412,62.0,4
S063,15,1.0947699373726625,62.0,4
S063,16,1.1119039169097058,62.0,4
S063,17,1.0789716981714974,62.0,4
S063,18,0.9546695086811626,62.0,4
S063,19,1.15,62.0,4
S064,6,1.15,62.0,1
S064,7,1.0560240919475472,62.0,1
S064,8,1.049059745307079,62.0,1
S064,9,1.0390154708566888,62.0,1
S064,10,1.0376079213922527,62.0,1
S064,11,1.0165733844337541,62.0,1
S064,12,0.9944908314466413,62.0,1
S064,13,1.0058561421551047,62.0,1
S064,14,1.0048643993749315,62.0,1
S064,15,0.9993197575876315,62.0,1
S064,16,1.0028873556741358,62.0,1
S064,17,0.9866381948403624,62.0,1
S064,18,0.9383019485891536,62.0,1
S064,19,0.85,62.0,1
S065,6,0.9754444172985356,62.0,1
S065,7,1.0062667157268521,62.0,1
S065,8,1.0376977997391366,62.0,1
S065,9,1.0287991976502835,62.0,1
S065,10,1.0344851719545112,62.0,1
S065,11,1.033418952625914,62.0,1
S065,12,1.0280943820721684,62.0,1
S065,13,1.0392634528032954,62.0,1
S065,14,1.044630815901476,62.0,1
S065,15,1.0426359832017602,62.0,1
S065,16,1.0452423525453425,62.0,1
S065,17,1.0352709941841645,62.0,1
S065,18,0.932511680994021,62.0,1
S065,19,0.895665544154228,62.0,1
S066,6,1.0719973619720575,62.0,1
S066,7,1.15,62.0,1
S066,8,1.15,62.0,1
S066,9,1.15,62.0,1
S066,10,1.0718082445690436,62.0,1
S066,11,1.052353008273827,62.0,1
S066,12,1.0661592666303594,62.0,1
S066,13,1.0657057250380608,62.0,1
S066,14,1.088555436417288,62.0,1
S066,15,1.15,62.0,1
S066,16,1.15,62.0,1
S066,17,1.15,62.0,1
S066,18,1.15,62.0,1
S066,19,0.866101317453246,62.0,1
S068,6,1.055238484368985,62.0,1
S068,7,1.0458596834993765,62.0,1
S068,8,1.0168781574693884,62.0,1
S068,9,1.0434126224185014,62.0,1
S068,10,1.0230581720406529,62.0,1
S068,11,1.0543296619955307,62.0,1
S068,12,1.0594301707393323,62.0,1
S068,13,1.0374666076455212,62.0,1
S068,14,1.0297629966653652,62.0,1
S068,15,1.0297383647395553,62.0,1
S068,16,1.0210328728954035,62.0,1
S068,17,1.001600174146794,62.0,1
S068,18,0.959821350058021,62.0,1
S068,19,0.85,62.0,1
S069,6,0.85,62.0,1
S069,7,0.85,62.0,1
S069,8,0.85,62.0,1
S069,9,0.85,62.0,1
S069,10,0.85,62.0,1
S069,11,0.85,62.0,1
S069,12,0.85,62.0,1
S069,13,0.85,62.0,1
S069,14,0.85,62.0,1
S069,15,0.85,62.0,1
S069,16,0.85,62.0,1
S069,17,0.85,62.0,1
S069,18,0.85,62.0,1
S069,19,0.85,62.0,1
S070,6,1.1195244158543771,62.0,4
S070,7,1.005731513572661,62.0,4
S070,8,1.0329284716780787,62.0,4
S070,9,1.0068186388249674,62.0,4
S070,10,1.0172585361089266,62.0,4
S070,11,1.0171732673630338,62.0,4
S070,12,1.026730591362262,62.0,4
S070,13,1.0010208918706307,62.0,4
S070,14,1.0050440492536732,62.0,4
S070,15,1.0308070397535753,62.0,4
S070,16,1.0295308320102217,62.0,4
S070,17,1.0233647711605234,62.0,4
S070,18,1.0065954207798655,62.0,4
S070,19,1.004847408836498,62.0,4
S071,6,1.0362741080661235,62.0,1
S071,7,1.0137906600967945,62.0,1
S071,8,1.0058063087322602,62.0,1
S071,9,1.126723319198542,62.0,1
S071,10,1.15,62.0,1
S071,11,1.15,62.0,1
S071,12,1.15,62.0,1
S071,13,1.15,62.0,1
S071,14,1.15,62.0,1
S071,15,1.072943668377454,62.0,1
S071,16,1.0442542088256792,62.0,1
S071,17,1.0012272799555326,62.0,1
S071,18,0.969453527132873,62.0,1
S071,19,0.85,62.0,1
S072,6,1.096999667068337,62.0,1
S072,7,1.002734186944617,62.0,1
S072,8,1.0250599052476448,62.0,1
S072,9,1.049420148108549,62.0,1
S072,10,1.027697375784022,62.0,1
S072,11,0.9974195214649983,62.0,1
S072,12,0.9787324553021519,62.0,1
S072,13,0.9667400111300781,62.0,1
S072,14,0.9893196168686842,62.0,1
S072,15,1.0341630650634317,62.0,1
S072,16,1.023414002150201,62.0,1
S072,17,1.0023089922215809,62.0,1
S072,18,0.9343348517356971,62.0,1
S072,19,0.8618610522475226,62.0,1
S073,6,1.15,62.0,1
S073,7,1.0263191257584356,62.0,1
S073,8,0.9750832188829903,62.0,1
S073,9,0.9726767475827214,62.0,1
S073,10,0.9862313279256476,62.0,1
S073,11,0.9916690419975194,62.0,1
S073,12,0.9820891220753413,62.0,1
S073,13,0.9870992420695941,62.0,1
S073,14,1.0049800457774687,62.0,1
S073,15,0.9989156774176998,62.0,1
S073,16,1.010428490858615,62.0,1
S073,17,0.998379418434073,62.0,1
S073,18,1.0194885055470426,62.0,1
S073,19,0.9545917535216668,62.0,1
S074,6,1.15,62.0,4
S074,7,1.1452631683290795,62.0,4
S074,8,1.0912160715522914,62.0,4
S074,9,1.0848479100819717,62.0,4
S074,10,1.0604907569089597,62.0,4
S074,11,1.064771064588733,62.0,4
S074,12,1.0660556366192768,62.0,4
S074,13,1.0250675378181386,62.0,4
S074,14,1.0482661004898022,62.0,4
S074,15,1.0522913950505697,62.0,4
S074,16,1.0718957774395355,62.0,4
S074,17,1.064707802856897,62.0,4
S074,18,1.0544919059159426,62.0,4
S074,19,1.15,62.0,4
S075,6,1.15,62.0,4
S075,7,1.1126234012530452,62.0,4
S075,8,1.0714381484193845,62.0,4
S075,9,1.0403501261287382,62.0,4
S075,10,1.0358394384025809,62.0,4
S075,11,1.044403527342124,62.0,4
S075,12,1.0540836967058769,62.0,4
S075,13,1.0462526761562958,62.0,4
S075,14,1.0530058683834866,62.0,4
S075,15,1.0739426445746214,62.0,4
S075,16,1.0732415415422087,62.0,4
S075,17,1.0429323389402168,62.0,4
S075,18,0.9915117429739768,62.0,4
S075,19,0.9762136512345794,62.0,4
S076,6,1.0046932176285415,62.0,1
S076,7,0.9823715121076511,62.0,1
S076,8,0.9788262648710624,62.0,1
S076,9,0.95442888042641,62.0,1
S076,10,0.9585162503816047,62.0,1
S076,11,0.9713885682489511,62.0,1
S076,12,0.9873103762740159,62.0,1
S076,13,0.9563023926388707,62.0,1
S076,14,0.9644751601317916,62.0,1
S076,15,0.9856223817463401,62.0,1
S076,16,1.0240936512306784,62.0,1
S076,17,0.9823460284135775,62.0,1
S076,18,0.9514758264177223,62.0,1
S076,19,0.85,62.0,1
S077,6,0.85,62.0,1
S077,7,0.85,62.0,1
S077,8,0.85,62.0,1
S077,9,0.85,62.0,1
S077,10,0.85,62.0,1
S077,11,0.85,62.0,1
S077,12,0.85,62.0,1
S077,13,0.85,62.0,1
S077,14,0.85,62.0,1
S077,15,0.85,62.0,1
S077,16,0.85,62.0,1
S077,17,0.85,62.0,1
S077,18,0.85,62.0,1
S077,19,0.85,62.0,1
S115,6,0.85,62.0,1
S115,7,1.15,62.0,1
S115,8,1.15,62.0,1
S115,9,1.15,62.0,1
S115,10,1.15,62.0,1
S115,11,1.15,62.0,1
S115,12,1.15,62.0,1
S115,13,1.15,62.0,1
S115,14,1.15,62.0,1
S115,15,1.15,62.0,1
S115,16,1.15,62.0,1
S115,17,1.15,62.0,1
S115,18,1.15,62.0,1
S115,19,0.85,62.0,1
S116,6,1.15,62.0,1
S116,7,1.15,62.0,1
S116,8,1.15,62.0,1
S116,9,1.15,62.0,1
S116,10,1.15,62.0,1
S116,11,1.15,62.0,1
S116,12,1.15,62.0,1
S116,13,1.15,62.0,1
S116,14,1.15,62.0,1
S116,15,1.15,62.0,1
S116,16,1.15,62.0,1
S116,17,1.15,62.0,1
S116,18,1.15,62.0,1
S116,19,1.15,62.0,1
