scene,hour_range,n_samples,actual_mean,p_base_mean,p_base_ratio,p_base_bias_pct,p_base_mae,pred_baseline_mean,pred_baseline_ratio,pred_baseline_bias_pct,pred_baseline_mae,power_pred_cal_mean,power_pred_cal_ratio,power_pred_cal_bias_pct,power_pred_cal_mae,power_pred_mean,power_pred_ratio,power_pred_bias_pct,power_pred_mae
dawn,6-7,11301,0.5994575701265376,0.18214731302981602,0.30385355379091655,-69.61464462090834,0.4295578638808486,0.29716099878619934,0.4957164836928702,-50.42835163071299,0.3605642309825916,0.22863943245987867,0.38141053488008486,-61.85894651199152,0.40431755847140555,0.20045477287678362,0.33439359658844625,-66.56064034115539,0.419408917378156
morning,8-9,18899,1.2349812159373512,0.8527402323149409,0.690488423071043,-30.9511576928957,0.5109577405354192,1.0996660442620159,0.8904313928591772,-10.956860714082286,0.3985488480867403,0.8494134859274247,0.6877946603282703,-31.22053396717297,0.505896686795657,0.9445004304348444,0.7647893087329011,-23.521069126709897,0.4556151489811082
midday,10-14,47856,2.0094134486793718,1.9306819641347794,0.9608186734311267,-3.918132656887327,0.5802377735660499,1.9185257802233249,0.9547690553600205,-4.523094463997947,0.5587575958536458,1.542690339008317,0.7677316681752107,-23.226833182478938,0.7253552058129608,1.7591335556815868,0.8754462934632621,-12.455370653673793,0.6049817600819242
afternoon,15-16,18926,1.161188312374511,1.2769490981968379,1.0996916560291654,9.969165602916542,0.48616619600820604,1.0960134829003083,0.9438722997987063,-5.6127700201293695,0.4222580395009862,0.7902615107176001,0.6805627496384254,-31.943725036157456,0.5017188158293412,0.9301803752696823,0.8010590232066311,-19.89409767933688,0.4374021112494714
dusk,17-19,12501,0.682856571474282,0.5602511203527794,0.8204521179948544,-17.954788200514564,0.5502466949541479,0.4434265676398402,0.649369993880978,-35.0630006119022,0.443812581306534,0.24577471359961434,0.35992142986775194,-64.00785701322481,0.47823227854045247,0.29534008043454707,0.43250675584319287,-56.74932441568071,0.44993803352423
