site_id,hour,n_rows,capacity_MW,mae_MW,rmse_MW,nrmse_pct,bias_MW,pred_actual_ratio,exclude_from_ranking,site_status
S002,6,122,3.3,0.3562,0.5898,17.8741,-0.3562,0.0018,是,测试期分布漂移
S002,7,122,3.3,0.3845,0.5874,17.7998,-0.384,0.0401,是,测试期分布漂移
S002,8,122,3.3,0.3954,0.5672,17.1875,-0.35,0.3686,是,测试期分布漂移
S002,9,122,3.3,0.3219,0.425,12.8788,-0.1483,0.8001,是,测试期分布漂移
S002,10,122,3.3,0.276,0.3694,11.1933,-0.0336,0.9627,是,测试期分布漂移
S002,11,122,3.3,0.3408,0.4511,13.6696,-0.0745,0.9281,是,测试期分布漂移
S002,12,122,3.3,0.3895,0.512,15.516,-0.1189,0.8905,是,测试期分布漂移
S002,13,122,3.3,0.3343,0.4392,13.3098,-0.0606,0.9388,是,测试期分布漂移
S002,14,122,3.3,0.269,0.3472,10.522,-0.0862,0.9018,是,测试期分布漂移
S002,15,122,3.3,0.288,0.4022,12.1879,-0.1808,0.7428,是,测试期分布漂移
S002,16,122,3.3,0.3245,0.5203,15.7678,-0.2814,0.4246,是,测试期分布漂移
S002,17,122,3.3,0.3318,0.5649,17.1175,-0.3305,0.077,是,测试期分布漂移
S002,18,122,3.3,0.1858,0.3851,11.6685,-0.1858,0.0061,是,测试期分布漂移
S002,19,122,3.3,0.187,0.3864,11.7097,-0.187,0.0,是,测试期分布漂移
S003,6,122,4.1667,0.0121,0.0345,0.8284,0.0121,,是,测试期无有效发电
S003,7,122,4.1667,0.0788,0.1,2.4006,0.0788,,是,测试期无有效发电
S003,8,122,4.1667,0.3216,0.4094,9.8264,0.3216,,是,测试期无有效发电
S003,9,122,4.1667,0.6977,0.7842,18.8213,0.6977,,是,测试期无有效发电
S003,10,122,4.1667,0.974,1.068,25.6323,0.974,,是,测试期无有效发电
S003,11,122,4.1667,1.1491,1.2566,30.1579,1.1491,,是,测试期无有效发电
S003,12,122,4.1667,1.2233,1.3299,31.9164,1.2233,,是,测试期无有效发电
S003,13,122,4.1667,1.164,1.2582,30.1967,1.164,,是,测试期无有效发电
S003,14,122,4.1667,0.9661,1.0488,25.1705,0.9661,,是,测试期无有效发电
S003,15,122,4.1667,0.7286,0.8057,19.3359,0.7286,,是,测试期无有效发电
S003,16,122,4.1667,0.4492,0.5078,12.1869,0.4492,,是,测试期无有效发电
S003,17,122,4.1667,0.1139,0.2006,4.8135,0.1139,,是,测试期无有效发电
S003,18,122,4.1667,0.0159,0.048,1.1527,0.0159,,是,测试期无有效发电
S003,19,122,4.1667,0.0,0.0,0.0,0.0,,是,测试期无有效发电
S004,6,122,3.97,0.0016,0.0066,0.1655,-0.0005,0.6317,是,测试期分布漂移
S004,7,122,3.97,0.068,0.1372,3.4562,-0.0632,0.2448,是,测试期分布漂移
S004,8,122,3.97,0.1934,0.2457,6.188,-0.1112,0.7144,是,测试期分布漂移
S004,9,122,3.97,0.2288,0.3242,8.1658,0.0171,1.0222,是,测试期分布漂移
S004,10,122,3.97,0.3378,0.4388,11.0521,0.1289,1.1236,是,测试期分布漂移
S004,11,122,3.97,0.3517,0.451,11.3603,0.1313,1.1051,是,测试期分布漂移
S004,12,122,3.97,0.4118,0.548,13.8032,0.1203,1.0902,是,测试期分布漂移
S004,13,122,3.97,0.3903,0.5387,13.5682,0.1703,1.1402,是,测试期分布漂移
S004,14,122,3.97,0.3336,0.4522,11.3893,0.1291,1.1326,是,测试期分布漂移
S004,15,122,3.97,0.2345,0.3254,8.1975,0.0476,1.0718,是,测试期分布漂移
S004,16,122,3.97,0.1207,0.178,4.4836,0.0183,1.0665,是,测试期分布漂移
S004,17,122,3.97,0.0381,0.0968,2.4376,-0.0131,0.762,是,测试期分布漂移
S004,18,122,3.97,0.0018,0.0075,0.1893,0.0001,1.0489,是,测试期分布漂移
S004,19,122,3.97,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S006,6,122,5.0,0.0006,0.0018,0.0361,0.0006,,是,系统性偏差
S006,7,122,5.0,0.022,0.0357,0.7141,0.0082,1.7171,是,系统性偏差
S006,8,122,5.0,0.1718,0.2432,4.8631,0.1272,2.0275,是,系统性偏差
S006,9,122,5.0,0.4575,0.5384,10.7672,0.43,2.4597,是,系统性偏差
S006,10,122,5.0,0.7903,0.9571,19.1411,0.7741,2.7294,是,系统性偏差
S006,11,122,5.0,1.0223,1.1968,23.936,0.9963,2.7341,是,系统性偏差
S006,12,122,5.0,1.1232,1.2934,25.8677,1.0773,2.7913,是,系统性偏差
S006,13,122,5.0,1.0272,1.2113,24.227,0.9969,2.7047,是,系统性偏差
S006,14,122,5.0,0.6635,0.8112,16.2235,0.6168,2.2733,是,系统性偏差
S006,15,122,5.0,0.3543,0.4237,8.4736,0.3294,1.9989,是,系统性偏差
S006,16,122,5.0,0.1288,0.1974,3.9488,0.0996,1.6111,是,系统性偏差
S006,17,122,5.0,0.0415,0.0922,1.8434,0.0077,1.2869,是,系统性偏差
S006,18,122,5.0,0.0014,0.006,0.1201,0.0014,,是,系统性偏差
S006,19,122,5.0,0.0,0.0,0.0,0.0,,是,系统性偏差
S007,6,122,22.0,0.0208,0.0654,0.2975,-0.0165,0.2871,否,正常评价
S007,7,122,22.0,0.523,0.8647,3.9305,-0.407,0.471,否,正常评价
S007,8,122,22.0,1.3447,1.7928,8.149,0.1049,1.0302,否,正常评价
S007,9,122,22.0,2.2256,2.7079,12.3086,0.2798,1.0411,否,正常评价
S007,10,122,22.0,2.2716,2.9208,13.2764,0.5842,1.0661,否,正常评价
S007,11,122,22.0,2.4619,3.2632,14.8325,-0.0216,0.998,否,正常评价
S007,12,122,22.0,2.2323,2.9311,13.3234,0.2622,1.0251,否,正常评价
S007,13,122,22.0,2.6601,3.3582,15.2646,0.6325,1.069,否,正常评价
S007,14,122,22.0,1.7913,2.4581,11.1734,0.2137,1.0279,否,正常评价
S007,15,122,22.0,1.2813,1.8532,8.4235,0.0058,1.0011,否,正常评价
S007,16,122,22.0,0.5867,0.8565,3.8933,0.052,1.026,否,正常评价
S007,17,122,22.0,0.1493,0.3091,1.405,-0.0681,0.8021,否,正常评价
S007,18,122,22.0,0.0155,0.0563,0.256,-0.0131,0.3215,否,正常评价
S007,19,122,22.0,0.0,0.0,0.0,0.0,,否,正常评价
S008,6,122,3.172,0.006,0.0173,0.5444,0.0028,1.4542,是,测试期分布漂移
S008,7,122,3.172,0.0833,0.1504,4.7425,-0.0712,0.4445,是,测试期分布漂移
S008,8,122,3.172,0.2057,0.2685,8.4647,-0.1415,0.7015,是,测试期分布漂移
S008,9,122,3.172,0.2298,0.3338,10.5247,-0.0871,0.9027,是,测试期分布漂移
S008,10,122,3.172,0.3157,0.456,14.375,-0.1146,0.9058,是,测试期分布漂移
S008,11,122,3.172,0.3915,0.517,16.3002,-0.2009,0.8579,是,测试期分布漂移
S008,12,122,3.172,0.3775,0.4968,15.6619,-0.1631,0.8862,是,测试期分布漂移
S008,13,122,3.172,0.3839,0.5477,17.2655,-0.1362,0.8992,是,测试期分布漂移
S008,14,122,3.172,0.272,0.3964,12.4973,-0.0757,0.9298,是,测试期分布漂移
S008,15,122,3.172,0.2058,0.3087,9.7317,-0.0162,0.9777,是,测试期分布漂移
S008,16,122,3.172,0.1319,0.2183,6.8821,-0.012,0.9668,是,测试期分布漂移
S008,17,122,3.172,0.0332,0.0607,1.9143,-0.0027,0.9637,是,测试期分布漂移
S008,18,122,3.172,0.0039,0.0129,0.4074,0.0014,1.2355,是,测试期分布漂移
S008,19,122,3.172,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S009,6,122,5.25,0.0246,0.0594,1.1321,0.0134,2.1075,否,正常评价
S009,7,122,5.25,0.1078,0.1866,3.5538,-0.0233,0.8581,否,正常评价
S009,8,122,5.25,0.378,0.5837,11.1173,-0.3251,0.4487,否,正常评价
S009,9,122,5.25,0.8352,1.0854,20.675,-0.7948,0.3048,否,正常评价
S009,10,122,5.25,0.857,1.0445,19.8944,-0.7456,0.5034,否,正常评价
S009,11,122,5.25,0.9722,1.17,22.2848,-0.5364,0.6968,否,正常评价
S009,12,122,5.25,0.7616,1.0008,19.0631,-0.3746,0.8086,否,正常评价
S009,13,122,5.25,0.8823,1.0742,20.4612,-0.5322,0.6834,否,正常评价
S009,14,122,5.25,0.9025,1.1074,21.0929,-0.7747,0.4708,否,正常评价
S009,15,122,5.25,0.6031,0.7953,15.1486,-0.5746,0.3871,否,正常评价
S009,16,122,5.25,0.2558,0.4424,8.4273,-0.2007,0.5661,否,正常评价
S009,17,122,5.25,0.0905,0.157,2.9913,-0.0203,0.8251,否,正常评价
S009,18,122,5.25,0.0179,0.0507,0.9662,0.0073,1.5223,否,正常评价
S009,19,122,5.25,0.0048,0.0298,0.568,-0.0048,0.0,否,正常评价
S010,6,122,2.0,0.0065,0.0116,0.581,-0.0001,0.9805,是,测试期分布漂移
S010,7,122,2.0,0.0309,0.0538,2.6915,-0.0134,0.7242,是,测试期分布漂移
S010,8,122,2.0,0.0845,0.1163,5.8166,-0.0051,0.9734,是,测试期分布漂移
S010,9,122,2.0,0.1166,0.1666,8.3289,0.0638,1.1734,是,测试期分布漂移
S010,10,122,2.0,0.1449,0.203,10.1488,0.0699,1.1325,是,测试期分布漂移
S010,11,122,2.0,0.1439,0.1919,9.5956,0.0513,1.0813,是,测试期分布漂移
S010,12,122,2.0,0.1546,0.2007,10.0339,0.0558,1.0857,是,测试期分布漂移
S010,13,122,2.0,0.1541,0.2105,10.5264,0.0503,1.0809,是,测试期分布漂移
S010,14,122,2.0,0.146,0.1925,9.6272,0.031,1.0598,是,测试期分布漂移
S010,15,122,2.0,0.0999,0.1268,6.3383,0.0278,1.079,是,测试期分布漂移
S010,16,122,2.0,0.0635,0.0781,3.9052,0.0255,1.1509,是,测试期分布漂移
S010,17,122,2.0,0.0194,0.0316,1.5801,0.0033,1.0813,是,测试期分布漂移
S010,18,122,2.0,0.0057,0.0098,0.492,-0.0018,0.7486,是,测试期分布漂移
S010,19,122,2.0,0.0034,0.0058,0.2899,-0.0034,0.0,是,测试期分布漂移
S011,6,122,2.323,0.0043,0.0107,0.4602,0.0038,12.5765,否,正常评价
S011,7,122,2.323,0.034,0.0577,2.4834,-0.0245,0.5141,否,正常评价
S011,8,122,2.323,0.0985,0.1198,5.1568,-0.0611,0.7269,否,正常评价
S011,9,122,2.323,0.1158,0.1625,6.9952,-0.0384,0.9089,否,正常评价
S011,10,122,2.323,0.1624,0.2383,10.2582,-0.0154,0.9737,否,正常评价
S011,11,122,2.323,0.1829,0.2628,11.3112,0.0015,1.0023,否,正常评价
S011,12,122,2.323,0.1907,0.2861,12.3169,-0.0095,0.987,否,正常评价
S011,13,122,2.323,0.1742,0.2456,10.5728,0.0583,1.0906,否,正常评价
S011,14,122,2.323,0.1932,0.27,11.624,0.0111,1.0192,否,正常评价
S011,15,122,2.323,0.141,0.1799,7.7462,0.0695,1.1908,否,正常评价
S011,16,122,2.323,0.1142,0.1416,6.0976,0.0541,1.2744,否,正常评价
S011,17,122,2.323,0.0292,0.0578,2.4863,0.0006,1.0114,否,正常评价
S011,18,122,2.323,0.0068,0.0246,1.0601,-0.0061,0.3979,否,正常评价
S011,19,122,2.323,0.0021,0.0209,0.8989,-0.0021,0.0,否,正常评价
S012,6,122,17.55,0.1259,0.1605,0.9145,-0.1236,0.0176,是,测试期分布漂移
S012,7,122,17.55,0.2552,0.4041,2.3025,-0.2531,0.2477,是,测试期分布漂移
S012,8,122,17.55,0.867,1.337,7.618,0.6158,1.7983,是,测试期分布漂移
S012,9,122,17.55,2.8135,3.3424,19.045,2.5329,3.0777,是,测试期分布漂移
S012,10,122,17.55,3.9395,4.7529,27.0819,3.8322,3.552,是,测试期分布漂移
S012,11,122,17.55,4.7402,5.6494,32.1904,4.5991,3.821,是,测试期分布漂移
S012,12,122,17.55,5.0758,5.9768,34.0559,4.7104,3.4755,是,测试期分布漂移
S012,13,122,17.55,4.7272,5.578,31.7836,4.4807,3.6159,是,测试期分布漂移
S012,14,122,17.55,3.9248,4.5961,26.1888,3.6396,3.6055,是,测试期分布漂移
S012,15,122,17.55,2.4296,2.8944,16.4924,2.2153,3.1417,是,测试期分布漂移
S012,16,122,17.55,0.8413,1.0505,5.9859,0.6272,1.9502,是,测试期分布漂移
S012,17,122,17.55,0.2273,0.3268,1.8623,-0.1664,0.5233,是,测试期分布漂移
S012,18,122,17.55,0.1287,0.1627,0.9272,-0.1229,0.0561,是,测试期分布漂移
S012,19,122,17.55,0.1205,0.1591,0.9064,-0.1205,0.0,是,测试期分布漂移
S014,6,122,5.1,0.0042,0.0135,0.2641,-0.0036,0.2081,是,测试期分布漂移
S014,7,122,5.1,0.0966,0.1529,2.9975,-0.0954,0.1968,是,测试期分布漂移
S014,8,122,5.1,0.2113,0.284,5.5685,-0.1175,0.7581,是,测试期分布漂移
S014,9,122,5.1,0.3115,0.4133,8.1043,0.1541,1.1843,是,测试期分布漂移
S014,10,122,5.1,0.4966,0.6372,12.4942,0.2762,1.2223,是,测试期分布漂移
S014,11,122,5.1,0.5589,0.6967,13.6617,0.3677,1.2611,是,测试期分布漂移
S014,12,122,5.1,0.6015,0.7427,14.5631,0.3549,1.237,是,测试期分布漂移
S014,13,122,5.1,0.62,0.7748,15.1931,0.4429,1.3344,是,测试期分布漂移
S014,14,122,5.1,0.4899,0.6053,11.8695,0.2287,1.2031,是,测试期分布漂移
S014,15,122,5.1,0.273,0.3765,7.3818,0.0558,1.0732,是,测试期分布漂移
S014,16,122,5.1,0.1196,0.1921,3.7672,-0.0219,0.9371,是,测试期分布漂移
S014,17,122,5.1,0.0398,0.0847,1.6599,-0.0347,0.5675,是,测试期分布漂移
S014,18,122,5.1,0.0044,0.0155,0.3047,-0.0042,0.1961,是,测试期分布漂移
S014,19,122,5.1,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S016,6,122,8.5,0.0016,0.0042,0.0497,0.0016,,是,测试期分布漂移
S016,7,122,8.5,0.1527,0.3016,3.5484,-0.1254,0.2448,是,测试期分布漂移
S016,8,122,8.5,0.4051,0.5569,6.5521,-0.1918,0.7708,是,测试期分布漂移
S016,9,122,8.5,0.6036,0.8194,9.6397,0.2862,1.1774,是,测试期分布漂移
S016,10,122,8.5,0.8887,1.1111,13.0719,0.5805,1.2674,是,测试期分布漂移
S016,11,122,8.5,0.8959,1.1023,12.9681,0.6211,1.246,是,测试期分布漂移
S016,12,122,8.5,0.8608,1.0395,12.2294,0.5697,1.2115,是,测试期分布漂移
S016,13,122,8.5,0.8822,1.0591,12.4604,0.707,1.2974,是,测试期分布漂移
S016,14,122,8.5,0.8991,1.0781,12.6829,0.4079,1.1933,是,测试期分布漂移
S016,15,122,8.5,0.4888,0.645,7.5878,0.2807,1.2214,是,测试期分布漂移
S016,16,122,8.5,0.2456,0.3767,4.4312,0.0198,1.0353,是,测试期分布漂移
S016,17,122,8.5,0.0636,0.1676,1.9713,-0.023,0.7658,是,测试期分布漂移
S016,18,122,8.5,0.0022,0.01,0.1178,0.0022,,是,测试期分布漂移
S016,19,122,8.5,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S017,6,122,0.954,0.0368,0.0743,7.7844,-0.0368,0.0016,是,测试期分布漂移
S017,7,122,0.954,0.0406,0.0729,7.6374,-0.0405,0.0383,是,测试期分布漂移
S017,8,122,0.954,0.0364,0.0518,5.4321,-0.0148,0.769,是,测试期分布漂移
S017,9,122,0.954,0.078,0.0919,9.6291,0.0536,1.6013,是,测试期分布漂移
S017,10,122,0.954,0.0969,0.1129,11.8311,0.0799,1.6853,是,测试期分布漂移
S017,11,122,0.954,0.0998,0.1162,12.1755,0.089,1.691,是,测试期分布漂移
S017,12,122,0.954,0.0992,0.1161,12.1729,0.086,1.6277,是,测试期分布漂移
S017,13,122,0.954,0.1062,0.1233,12.9194,0.0955,1.7803,是,测试期分布漂移
S017,14,122,0.954,0.0894,0.1029,10.7813,0.0761,1.7096,是,测试期分布漂移
S017,15,122,0.954,0.0681,0.0784,8.214,0.0458,1.5683,是,测试期分布漂移
S017,16,122,0.954,0.0412,0.0532,5.5816,0.0069,1.1235,是,测试期分布漂移
S017,17,122,0.954,0.0284,0.0563,5.8963,-0.0266,0.3083,是,测试期分布漂移
S017,18,122,0.954,0.0362,0.0733,7.6804,-0.0362,0.0043,是,测试期分布漂移
S017,19,122,0.954,0.0364,0.0736,7.7133,-0.0364,0.0,是,测试期分布漂移
S018,6,122,5.1,0.0143,0.0371,0.7283,0.0126,3.1615,是,测试期分布漂移
S018,7,122,5.1,0.0954,0.1675,3.2838,-0.0453,0.6975,是,测试期分布漂移
S018,8,122,5.1,0.2262,0.2881,5.649,-0.0555,0.904,是,测试期分布漂移
S018,9,122,5.1,0.2745,0.4236,8.3058,0.0541,1.0486,是,测试期分布漂移
S018,10,122,5.1,0.4127,0.5873,11.5161,0.2218,1.1579,是,测试期分布漂移
S018,11,122,5.1,0.4532,0.66,12.9403,0.1256,1.0724,是,测试期分布漂移
S018,12,122,5.1,0.4733,0.6602,12.946,0.2152,1.1242,是,测试期分布漂移
S018,13,122,5.1,0.4893,0.6569,12.8807,0.1829,1.1094,是,测试期分布漂移
S018,14,122,5.1,0.405,0.5557,10.8961,0.1802,1.1339,是,测试期分布漂移
S018,15,122,5.1,0.2934,0.4257,8.3469,0.1807,1.2133,是,测试期分布漂移
S018,16,122,5.1,0.1858,0.2378,4.6622,0.106,1.2547,是,测试期分布漂移
S018,17,122,5.1,0.0554,0.101,1.9807,0.0358,1.4304,是,测试期分布漂移
S018,18,122,5.1,0.0096,0.03,0.5877,0.0087,2.554,是,测试期分布漂移
S018,19,122,5.1,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S019,6,122,3.0,0.5845,1.1787,39.2897,-0.5845,0.0179,是,系统性偏差
S019,7,122,3.0,0.6042,1.1514,38.3789,-0.5873,0.098,是,系统性偏差
S019,8,122,3.0,0.6494,0.9963,33.2117,-0.6113,0.3477,是,系统性偏差
S019,9,122,3.0,0.6075,0.8848,29.4939,-0.4744,0.6333,是,系统性偏差
S019,10,122,3.0,0.5636,0.7933,26.4443,-0.3888,0.7544,是,系统性偏差
S019,11,122,3.0,0.5312,0.7442,24.8077,-0.4019,0.7714,是,系统性偏差
S019,12,122,3.0,0.5159,0.72,23.9988,-0.3558,0.799,是,系统性偏差
S019,13,122,3.0,0.4888,0.7339,24.4649,-0.3245,0.8093,是,系统性偏差
S019,14,122,3.0,0.5072,0.7824,26.0807,-0.3205,0.7808,是,系统性偏差
S019,15,122,3.0,0.5232,0.8559,28.5301,-0.2975,0.7326,是,系统性偏差
S019,16,122,3.0,0.5499,0.9447,31.4914,-0.3656,0.5328,是,系统性偏差
S019,17,122,3.0,0.5338,1.0644,35.4801,-0.5069,0.1426,是,系统性偏差
S019,18,122,3.0,0.5657,1.1606,38.6854,-0.5657,0.0165,是,系统性偏差
S019,19,122,3.0,0.5752,1.1799,39.329,-0.5752,0.0,是,系统性偏差
S020,6,122,3.8,0.0212,0.0545,1.4348,0.0201,4.8273,是,测试期分布漂移
S020,7,122,3.8,0.0801,0.1165,3.0657,0.0295,1.2848,是,测试期分布漂移
S020,8,122,3.8,0.2184,0.3267,8.5986,-0.1485,0.6132,是,测试期分布漂移
S020,9,122,3.8,0.5184,0.6609,17.3929,-0.4683,0.3868,是,测试期分布漂移
S020,10,122,3.8,0.7338,0.8832,23.2431,-0.6898,0.3348,是,测试期分布漂移
S020,11,122,3.8,0.8666,1.0214,26.8778,-0.772,0.3648,是,测试期分布漂移
S020,12,122,3.8,0.8821,1.0435,27.4597,-0.8385,0.3792,是,测试期分布漂移
S020,13,122,3.8,0.8189,0.9864,25.9591,-0.7588,0.3593,是,测试期分布漂移
S020,14,122,3.8,0.7095,0.8759,23.0494,-0.6724,0.3346,是,测试期分布漂移
S020,15,122,3.8,0.3934,0.523,13.7638,-0.3629,0.4432,是,测试期分布漂移
S020,16,122,3.8,0.1707,0.2785,7.3289,-0.074,0.7613,是,测试期分布漂移
S020,17,122,3.8,0.0636,0.1037,2.729,0.0254,1.3841,是,测试期分布漂移
S020,18,122,3.8,0.0161,0.0483,1.2715,0.016,4.2998,是,测试期分布漂移
S020,19,122,3.8,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S021,6,122,2.2,0.0226,0.0589,2.6772,0.0223,8.7782,是,测试期分布漂移
S021,7,122,2.2,0.0795,0.1064,4.835,0.0587,1.8626,是,测试期分布漂移
S021,8,122,2.2,0.159,0.2299,10.4523,-0.0666,0.7557,是,测试期分布漂移
S021,9,122,2.2,0.3537,0.459,20.8626,-0.3064,0.4361,是,测试期分布漂移
S021,10,122,2.2,0.5002,0.6116,27.7981,-0.4625,0.3633,是,测试期分布漂移
S021,11,122,2.2,0.5946,0.7024,31.9274,-0.553,0.3357,是,测试期分布漂移
S021,12,122,2.2,0.6685,0.7757,35.2601,-0.6353,0.3127,是,测试期分布漂移
S021,13,122,2.2,0.5511,0.6714,30.5189,-0.5135,0.3524,是,测试期分布漂移
S021,14,122,2.2,0.4574,0.5664,25.7458,-0.4182,0.3853,是,测试期分布漂移
S021,15,122,2.2,0.2446,0.3276,14.891,-0.208,0.5328,是,测试期分布漂移
S021,16,122,2.2,0.1312,0.1855,8.4337,-0.0046,0.9783,是,测试期分布漂移
S021,17,122,2.2,0.0576,0.0912,4.1459,0.0426,1.9456,是,测试期分布漂移
S021,18,122,2.2,0.0173,0.0516,2.3457,0.0173,6.4028,是,测试期分布漂移
S021,19,122,2.2,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S022,6,122,3.24,0.01,0.0277,0.8538,0.0088,2.8591,是,系统性偏差
S022,7,122,3.24,0.0646,0.1049,3.2368,-0.0357,0.6854,是,系统性偏差
S022,8,122,3.24,0.2199,0.2826,8.7224,-0.19,0.5687,是,系统性偏差
S022,9,122,3.24,0.3425,0.4198,12.9571,-0.2911,0.6251,是,系统性偏差
S022,10,122,3.24,0.5096,0.6216,19.1853,-0.4599,0.5833,是,系统性偏差
S022,11,122,3.24,0.6125,0.7259,22.4044,-0.5658,0.568,是,系统性偏差
S022,12,122,3.24,0.6595,0.7837,24.187,-0.5972,0.5644,是,系统性偏差
S022,13,122,3.24,0.5961,0.7085,21.8686,-0.5634,0.5671,是,系统性偏差
S022,14,122,3.24,0.4794,0.5908,18.2358,-0.4376,0.5793,是,系统性偏差
S022,15,122,3.24,0.2979,0.3644,11.2484,-0.2807,0.6082,是,系统性偏差
S022,16,122,3.24,0.0972,0.1395,4.306,-0.0594,0.8112,是,系统性偏差
S022,17,122,3.24,0.0319,0.0502,1.5483,0.0111,1.1679,是,系统性偏差
S022,18,122,3.24,0.0083,0.024,0.7415,0.0073,2.4854,是,系统性偏差
S022,19,122,3.24,0.0,0.0,0.0,0.0,,是,系统性偏差
S023,6,122,16.37,0.0206,0.0587,0.3588,0.0196,2.7473,否,正常评价
S023,7,122,16.37,0.1854,0.3405,2.0801,-0.1261,0.6006,否,正常评价
S023,8,122,16.37,0.5966,0.7842,4.7905,-0.1899,0.8593,否,正常评价
S023,9,122,16.37,0.7837,1.0736,6.5583,-0.0217,0.9918,否,正常评价
S023,10,122,16.37,1.0298,1.3308,8.1297,0.0553,1.015,否,正常评价
S023,11,122,16.37,1.0835,1.3932,8.5105,-0.0313,0.9929,否,正常评价
S023,12,122,16.37,1.1671,1.5396,9.405,-0.0545,0.9883,否,正常评价
S023,13,122,16.37,1.1088,1.4492,8.8528,0.0333,1.0078,否,正常评价
S023,14,122,16.37,1.0161,1.3696,8.3667,0.0156,1.0045,否,正常评价
S023,15,122,16.37,0.6955,1.0543,6.4404,-0.0668,0.9716,否,正常评价
S023,16,122,16.37,0.3558,0.5545,3.3871,0.0371,1.0356,否,正常评价
S023,17,122,16.37,0.1099,0.2182,1.333,0.0089,1.0392,否,正常评价
S023,18,122,16.37,0.0114,0.0414,0.2527,0.0103,1.9672,否,正常评价
S023,19,122,16.37,0.0,0.0,0.0,0.0,,否,正常评价
S024,6,122,5.99,0.0181,0.0482,0.8052,0.0174,4.4797,是,测试期分布漂移
S024,7,122,5.99,0.0952,0.1478,2.4674,-0.0174,0.8807,是,测试期分布漂移
S024,8,122,5.99,0.2124,0.2704,4.5137,-0.0561,0.8999,是,测试期分布漂移
S024,9,122,5.99,0.3084,0.4357,7.2732,0.0483,1.0463,是,测试期分布漂移
S024,10,122,5.99,0.414,0.5988,9.9971,0.0207,1.014,是,测试期分布漂移
S024,11,122,5.99,0.4394,0.6467,10.7959,0.0612,1.0356,是,测试期分布漂移
S024,12,122,5.99,0.5157,0.75,12.5203,0.0963,1.0545,是,测试期分布漂移
S024,13,122,5.99,0.5121,0.7217,12.0491,0.1884,1.1178,是,测试期分布漂移
S024,14,122,5.99,0.4278,0.6266,10.461,0.1922,1.1524,是,测试期分布漂移
S024,15,122,5.99,0.2922,0.4101,6.8458,0.0923,1.1,是,测试期分布漂移
S024,16,122,5.99,0.2033,0.2922,4.8773,0.1114,1.2549,是,测试期分布漂移
S024,17,122,5.99,0.0657,0.1094,1.8257,0.0362,1.3338,是,测试期分布漂移
S024,18,122,5.99,0.0113,0.035,0.5849,0.0098,2.0513,是,测试期分布漂移
S024,19,122,5.99,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S025,6,122,5.65,0.02,0.0551,0.9755,0.02,4.9356,是,测试期分布漂移
S025,7,122,5.65,0.1033,0.1607,2.8438,-0.0295,0.8241,是,测试期分布漂移
S025,8,122,5.65,0.2133,0.2638,4.6698,-0.0665,0.8962,是,测试期分布漂移
S025,9,122,5.65,0.2983,0.4085,7.2309,0.0668,1.0563,是,测试期分布漂移
S025,10,122,5.65,0.4429,0.5996,10.6124,0.03,1.0176,是,测试期分布漂移
S025,11,122,5.65,0.4868,0.6712,11.879,-0.0352,0.9828,是,测试期分布漂移
S025,12,122,5.65,0.4908,0.6406,11.3381,0.1114,1.0562,是,测试期分布漂移
S025,13,122,5.65,0.4929,0.6815,12.0616,-0.0041,0.9979,是,测试期分布漂移
S025,14,122,5.65,0.4167,0.5794,10.2547,0.0446,1.0282,是,测试期分布漂移
S025,15,122,5.65,0.3015,0.4124,7.2988,0.0895,1.0877,是,测试期分布漂移
S025,16,122,5.65,0.212,0.2755,4.8756,0.121,1.2569,是,测试期分布漂移
S025,17,122,5.65,0.0677,0.111,1.9652,0.0378,1.3581,是,测试期分布漂移
S025,18,122,5.65,0.0136,0.0436,0.7722,0.013,3.2012,是,测试期分布漂移
S025,19,122,5.65,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S028,6,122,3.14,0.0106,0.0287,0.9155,0.0098,3.9033,是,测试期分布漂移
S028,7,122,3.14,0.0745,0.1331,4.2401,-0.0368,0.6636,是,测试期分布漂移
S028,8,122,3.14,0.1753,0.2285,7.2755,-0.1149,0.7248,是,测试期分布漂移
S028,9,122,3.14,0.2364,0.3344,10.6502,-0.0857,0.891,是,测试期分布漂移
S028,10,122,3.14,0.306,0.435,13.8544,-0.0948,0.9117,是,测试期分布漂移
S028,11,122,3.14,0.3097,0.4437,14.131,-0.1089,0.9114,是,测试期分布漂移
S028,12,122,3.14,0.392,0.5288,16.8405,-0.1737,0.8695,是,测试期分布漂移
S028,13,122,3.14,0.3919,0.5452,17.3643,-0.1144,0.9069,是,测试期分布漂移
S028,14,122,3.14,0.3576,0.487,15.5099,-0.0597,0.9402,是,测试期分布漂移
S028,15,122,3.14,0.2136,0.2823,8.9895,0.0245,1.0396,是,测试期分布漂移
S028,16,122,3.14,0.1383,0.1761,5.6097,0.0194,1.0612,是,测试期分布漂移
S028,17,122,3.14,0.0332,0.0579,1.843,0.0198,1.3323,是,测试期分布漂移
