site_id,hour,n_rows,capacity_MW,mae_MW,rmse_MW,nrmse_pct,bias_MW,pred_actual_ratio,exclude_from_ranking,site_status
S071,13,122,20.0,1.5842,1.8978,9.4888,-0.54,0.8782,是,系统性偏差
S071,14,122,20.0,1.5507,1.985,9.9248,-0.8995,0.7771,是,系统性偏差
S071,15,122,20.0,1.8032,2.1809,10.9044,-1.479,0.5895,是,系统性偏差
S071,16,122,20.0,2.2939,2.8078,14.0388,-2.1457,0.2986,是,系统性偏差
S071,17,122,20.0,2.6251,3.3275,16.6374,-2.5727,0.0718,是,系统性偏差
S071,18,122,20.0,2.7008,3.4504,17.2522,-2.6733,0.0078,是,系统性偏差
S071,19,122,20.0,2.687,3.4502,17.2508,-2.687,0.0,是,系统性偏差
S072,6,122,3.125,0.0067,0.0196,0.6274,0.0063,2.4125,否,正常评价
S072,7,122,3.125,0.0705,0.1275,4.0788,-0.0449,0.5929,否,正常评价
S072,8,122,3.125,0.277,0.3418,10.9386,-0.2126,0.6044,否,正常评价
S072,9,122,3.125,0.3631,0.4658,14.9055,-0.1513,0.8506,否,正常评价
S072,10,122,3.125,0.404,0.4959,15.8684,-0.1523,0.8913,否,正常评价
S072,11,122,3.125,0.4537,0.5565,17.807,-0.229,0.863,否,正常评价
S072,12,122,3.125,0.4551,0.5582,17.8631,-0.1856,0.8907,否,正常评价
S072,13,122,3.125,0.4636,0.5654,18.0929,-0.1544,0.9034,否,正常评价
S072,14,122,3.125,0.3979,0.4965,15.8868,-0.1947,0.8618,否,正常评价
S072,15,122,3.125,0.2915,0.3855,12.3344,-0.1683,0.8314,否,正常评价
S072,16,122,3.125,0.1096,0.1504,4.8119,0.0198,1.0516,否,正常评价
S072,17,122,3.125,0.0324,0.0551,1.7617,0.0162,1.2389,否,正常评价
S072,18,122,3.125,0.0053,0.0176,0.5631,0.0052,2.194,否,正常评价
S072,19,122,3.125,0.0,0.0,0.0,0.0,,否,正常评价
S073,6,122,15.0,0.021,0.053,0.3533,0.0067,1.301,否,正常评价
S073,7,122,15.0,0.3918,0.6874,4.5828,-0.3649,0.3323,否,正常评价
S073,8,122,15.0,0.9353,1.1731,7.8208,-0.6797,0.6548,否,正常评价
S073,9,122,15.0,1.1322,1.4078,9.3853,-0.603,0.8297,否,正常评价
S073,10,122,15.0,1.5468,1.8894,12.5959,-0.966,0.8073,否,正常评价
S073,11,122,15.0,1.8824,2.2867,15.2447,-1.2776,0.7837,否,正常评价
S073,12,122,15.0,1.8987,2.2019,14.6796,-1.1097,0.8132,否,正常评价
S073,13,122,15.0,1.6979,1.981,13.2064,-1.0146,0.8148,否,正常评价
S073,14,122,15.0,1.4936,1.9289,12.8591,-0.8236,0.8168,否,正常评价
S073,15,122,15.0,0.9247,1.3029,8.686,-0.4743,0.84,否,正常评价
S073,16,122,15.0,0.4072,0.6436,4.2904,-0.1995,0.8576,否,正常评价
S073,17,122,15.0,0.1654,0.3916,2.611,-0.0972,0.7099,否,正常评价
S073,18,122,15.0,0.0159,0.0481,0.3205,-0.0004,0.981,否,正常评价
S073,19,122,15.0,0.002,0.02,0.1332,-0.002,0.0,否,正常评价
S074,6,122,4.0,0.0057,0.0171,0.428,-0.0053,0.1311,是,测试期分布漂移
S074,7,122,4.0,0.1219,0.2068,5.1691,-0.1211,0.1358,是,测试期分布漂移
S074,8,122,4.0,0.2403,0.3148,7.8707,-0.1532,0.6878,是,测试期分布漂移
S074,9,122,4.0,0.2378,0.3377,8.4415,0.0002,1.0002,是,测试期分布漂移
S074,10,122,4.0,0.3133,0.4293,10.7327,0.0441,1.0353,是,测试期分布漂移
S074,11,122,4.0,0.357,0.5024,12.5611,0.028,1.0196,是,测试期分布漂移
S074,12,122,4.0,0.3582,0.507,12.6748,-0.0361,0.9767,是,测试期分布漂移
S074,13,122,4.0,0.3622,0.5143,12.8565,-0.0225,0.9848,是,测试期分布漂移
S074,14,122,4.0,0.3861,0.5303,13.2582,-0.0087,0.9928,是,测试期分布漂移
S074,15,122,4.0,0.2272,0.3386,8.4648,-0.0199,0.9754,是,测试期分布漂移
S074,16,122,4.0,0.1299,0.205,5.124,-0.002,0.9945,是,测试期分布漂移
S074,17,122,4.0,0.0341,0.0758,1.896,-0.0194,0.7475,是,测试期分布漂移
S074,18,122,4.0,0.0034,0.0126,0.3148,-0.0031,0.2529,是,测试期分布漂移
S074,19,122,4.0,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S075,6,122,2.63,0.0032,0.0092,0.35,-0.0029,0.149,是,测试期分布漂移
S075,7,122,2.63,0.0569,0.1047,3.9821,-0.0567,0.1987,是,测试期分布漂移
S075,8,122,2.63,0.1308,0.1764,6.7088,-0.0897,0.6861,是,测试期分布漂移
S075,9,122,2.63,0.1663,0.2315,8.8039,0.0182,1.0348,是,测试期分布漂移
S075,10,122,2.63,0.2247,0.2999,11.4015,0.0849,1.1192,是,测试期分布漂移
S075,11,122,2.63,0.2547,0.3402,12.9349,0.02,1.0223,是,测试期分布漂移
S075,12,122,2.63,0.2719,0.3632,13.8099,0.0647,1.0727,是,测试期分布漂移
S075,13,122,2.63,0.2996,0.3922,14.9131,0.0771,1.0903,是,测试期分布漂移
S075,14,122,2.63,0.2607,0.3307,12.5737,0.073,1.1046,是,测试期分布漂移
S075,15,122,2.63,0.1683,0.2144,8.1527,0.0427,1.0915,是,测试期分布漂移
S075,16,122,2.63,0.084,0.1187,4.5122,0.0298,1.1442,是,测试期分布漂移
S075,17,122,2.63,0.0209,0.039,1.4843,-0.0013,0.9687,是,测试期分布漂移
S075,18,122,2.63,0.0026,0.009,0.3421,-0.0008,0.7516,是,测试期分布漂移
S075,19,122,2.63,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S076,6,122,5.0,0.0184,0.0524,1.0481,0.0184,,是,测试期无有效发电
S076,7,122,5.0,0.122,0.1554,3.108,0.122,,是,测试期无有效发电
S076,8,122,5.0,0.5055,0.6264,12.5275,0.5055,,是,测试期无有效发电
S076,9,122,5.0,1.1644,1.2672,25.3431,1.1644,,是,测试期无有效发电
S076,10,122,5.0,1.5969,1.7027,34.0532,1.5969,,是,测试期无有效发电
S076,11,122,5.0,1.7989,1.9109,38.217,1.7989,,是,测试期无有效发电
S076,12,122,5.0,1.903,2.0139,40.2785,1.903,,是,测试期无有效发电
S076,13,122,5.0,1.8178,1.9156,38.3119,1.8178,,是,测试期无有效发电
S076,14,122,5.0,1.525,1.6229,32.457,1.525,,是,测试期无有效发电
S076,15,122,5.0,1.0938,1.1818,23.636,1.0938,,是,测试期无有效发电
S076,16,122,5.0,0.5808,0.6433,12.8668,0.5808,,是,测试期无有效发电
S076,17,122,5.0,0.1403,0.2369,4.7377,0.1403,,是,测试期无有效发电
S076,18,122,5.0,0.0206,0.0608,1.2154,0.0206,,是,测试期无有效发电
S076,19,122,5.0,0.0,0.0,0.0,0.0,,是,测试期无有效发电
S077,6,122,0.901,0.0028,0.0069,0.7685,0.0028,,是,测试期无有效发电
S077,7,122,0.901,0.0133,0.0166,1.8456,0.0133,,是,测试期无有效发电
S077,8,122,0.901,0.0491,0.0685,7.6069,0.0491,,是,测试期无有效发电
S077,9,122,0.901,0.0924,0.1099,12.2001,0.0924,,是,测试期无有效发电
S077,10,122,0.901,0.0967,0.1232,13.6683,0.0967,,是,测试期无有效发电
S077,11,122,0.901,0.0885,0.1216,13.4974,0.0885,,是,测试期无有效发电
S077,12,122,0.901,0.0892,0.1262,14.003,0.0892,,是,测试期无有效发电
S077,13,122,0.901,0.0863,0.1235,13.7015,0.0863,,是,测试期无有效发电
S077,14,122,0.901,0.0677,0.0972,10.787,0.0677,,是,测试期无有效发电
S077,15,122,0.901,0.0514,0.0739,8.1975,0.0514,,是,测试期无有效发电
S077,16,122,0.901,0.0369,0.0536,5.9536,0.0369,,是,测试期无有效发电
S077,17,122,0.901,0.0146,0.0256,2.8447,0.0146,,是,测试期无有效发电
S077,18,122,0.901,0.0019,0.0057,0.635,0.0019,,是,测试期无有效发电
S077,19,122,0.901,0.0,0.0,0.0,0.0,,是,测试期无有效发电
S115,6,122,7.0,0.0,0.0,0.0,0.0,,否,正常评价
S115,7,122,7.0,0.4086,1.0129,14.4694,-0.4086,0.0,否,正常评价
S115,8,122,7.0,1.0719,1.5232,21.7593,-1.0719,0.0,否,正常评价
S115,9,122,7.0,1.8815,2.4241,34.6294,-1.8815,0.0,否,正常评价
S115,10,122,7.0,2.4883,3.1095,44.4217,-2.4883,0.0,否,正常评价
S115,11,122,7.0,3.171,3.8411,54.8734,-3.171,0.0,否,正常评价
S115,12,122,7.0,3.2148,3.8928,55.6113,-3.2148,0.0,否,正常评价
S115,13,122,7.0,2.949,3.57,50.9993,-2.949,0.0,否,正常评价
S115,14,122,7.0,2.5582,3.0961,44.2295,-2.5582,0.0,否,正常评价
S115,15,122,7.0,1.9681,2.4075,34.3934,-1.9681,0.0,否,正常评价
S115,16,122,7.0,0.9771,1.477,21.1002,-0.9771,0.0,否,正常评价
S115,17,122,7.0,0.3986,1.1033,15.7607,-0.3986,0.0,否,正常评价
S115,18,122,7.0,0.2654,1.0047,14.3527,-0.2654,0.0,否,正常评价
S115,19,122,7.0,0.0,0.0,0.0,0.0,,否,正常评价
S116,6,122,22.0,0.0174,0.0903,0.4107,-0.0174,0.0,否,正常评价
S116,7,122,22.0,0.727,1.2217,5.5533,-0.727,0.0,否,正常评价
S116,8,122,22.0,3.409,4.1285,18.7657,-3.409,0.0,否,正常评价
S116,9,122,22.0,6.8701,7.8527,35.6941,-6.8701,0.0,否,正常评价
S116,10,122,22.0,8.8843,10.1829,46.286,-8.8843,0.0,否,正常评价
S116,11,122,22.0,10.319,11.7278,53.3084,-10.319,0.0,否,正常评价
S116,12,122,22.0,10.7121,12.159,55.2684,-10.7121,0.0,否,正常评价
S116,13,122,22.0,10.3368,11.6947,53.1576,-10.3368,0.0,否,正常评价
S116,14,122,22.0,8.3597,9.5868,43.5763,-8.3597,0.0,否,正常评价
S116,15,122,22.0,5.6302,6.6689,30.3131,-5.6302,0.0,否,正常评价
S116,16,122,22.0,2.5454,3.2202,14.637,-2.5454,0.0,否,正常评价
S116,17,122,22.0,0.4716,0.8815,4.0069,-0.4716,0.0,否,正常评价
S116,18,122,22.0,0.0415,0.1291,0.5867,-0.0415,0.0,否,正常评价
S116,19,122,22.0,0.0002,0.0027,0.0123,-0.0002,0.0,否,正常评价
