level,site_id,date,hour,n_samples,MAPE(%),NRMSE(%),MAE,RMSE
city,,,,,,,,
city,全市,2025-09-01,6,45,114.83,10.034,0.2048,0.637
city,全市,2025-09-01,7,52,33.54,9.6,0.3127,0.581
city,全市,2025-09-01,8,52,37.99,13.008,0.4832,0.7872
city,全市,2025-09-01,9,53,46.38,17.352,0.666,1.0467
city,全市,2025-09-01,10,53,59.31,19.035,0.811,1.1482
city,全市,2025-09-01,11,52,60.04,21.378,0.9285,1.2926
city,全市,2025-09-01,12,52,52.91,26.203,1.0308,1.5843
city,全市,2025-09-01,13,52,59.44,21.65,0.9613,1.3091
city,全市,2025-09-01,14,52,62.37,23.54,0.9359,1.4233
city,全市,2025-09-01,15,52,58.54,23.913,0.8732,1.4459
city,全市,2025-09-01,16,52,49.33,13.719,0.5623,0.8295
city,全市,2025-09-01,17,52,49.97,11.935,0.4161,0.7216
city,全市,2025-09-01,18,53,62.17,8.903,0.1834,0.537
city,全市,2025-09-01,19,7,100.0,32.412,1.2557,2.2935
city,全市,2025-09-02,6,43,139.92,10.144,0.2099,0.6532
city,全市,2025-09-02,7,53,48.54,10.44,0.3365,0.6298
city,全市,2025-09-02,8,53,39.87,14.794,0.5967,0.8924
city,全市,2025-09-02,9,53,54.82,16.624,0.7444,1.0028
city,全市,2025-09-02,10,53,60.56,24.021,0.9972,1.449
city,全市,2025-09-02,11,53,71.02,24.789,1.0702,1.4953
city,全市,2025-09-02,12,53,78.98,31.449,1.2418,1.8971
city,全市,2025-09-02,13,53,195.43,31.211,1.3193,1.8827
city,全市,2025-09-02,14,53,162.78,25.369,1.1412,1.5303
city,全市,2025-09-02,15,53,289.14,21.571,0.8864,1.3012
city,全市,2025-09-02,16,53,153.69,13.233,0.5582,0.7982
city,全市,2025-09-02,17,52,70.07,9.312,0.2956,0.5472
city,全市,2025-09-02,18,50,75.51,9.472,0.1848,0.5652
city,全市,2025-09-02,19,5,100.0,60.259,1.718,2.7126
city,全市,2025-09-03,6,45,119.65,13.701,0.2384,0.8426
city,全市,2025-09-03,7,53,39.78,10.786,0.3594,0.6507
city,全市,2025-09-03,8,53,51.21,16.046,0.6435,0.968
city,全市,2025-09-03,9,53,49.35,22.727,0.8949,1.371
city,全市,2025-09-03,10,53,47.37,25.977,1.0528,1.567
city,全市,2025-09-03,11,53,70.76,28.144,0.941,1.6977
city,全市,2025-09-03,12,53,75.93,28.635,1.1216,1.7274
city,全市,2025-09-03,13,53,154.0,33.419,1.392,2.0159
city,全市,2025-09-03,14,53,363.13,36.159,1.4489,2.1812
city,全市,2025-09-03,15,53,104.57,20.962,0.7547,1.2645
city,全市,2025-09-03,16,53,40.75,9.997,0.3486,0.603
city,全市,2025-09-03,17,53,38.02,10.728,0.3025,0.6471
city,全市,2025-09-03,18,49,116.39,9.057,0.1983,0.5635
city,全市,2025-09-03,19,5,100.0,53.334,1.86,2.7317
city,全市,2025-09-04,6,44,135.98,13.309,0.2407,0.8502
city,全市,2025-09-04,7,53,45.28,9.551,0.3245,0.5762
city,全市,2025-09-04,8,53,39.92,14.928,0.5777,0.9005
city,全市,2025-09-04,9,53,53.0,20.505,0.798,1.2369
city,全市,2025-09-04,10,53,68.75,20.479,0.9067,1.2353
city,全市,2025-09-04,11,53,72.4,24.436,1.0421,1.474
city,全市,2025-09-04,12,53,76.31,22.854,1.0206,1.3786
city,全市,2025-09-04,13,53,64.26,30.119,1.1486,1.8169
city,全市,2025-09-04,14,53,50.2,14.551,0.6049,0.8777
city,全市,2025-09-04,15,53,51.12,12.993,0.5476,0.7837
city,全市,2025-09-04,16,53,27.67,10.71,0.3362,0.646
city,全市,2025-09-04,17,52,40.4,10.998,0.3613,0.6695
city,全市,2025-09-04,18,52,88.62,8.924,0.1848,0.5433
city,全市,2025-09-04,19,5,100.0,53.387,1.87,2.7344
city,全市,2025-09-05,6,45,125.33,13.233,0.2388,0.8432
city,全市,2025-09-05,7,53,52.08,10.518,0.3656,0.6345
city,全市,2025-09-05,8,53,58.42,13.345,0.5465,0.805
city,全市,2025-09-05,9,53,45.85,19.782,0.7314,1.1933
city,全市,2025-09-05,10,53,61.21,21.025,0.8306,1.2683
city,全市,2025-09-05,11,53,57.28,26.659,1.02,1.6082
city,全市,2025-09-05,12,53,61.65,26.072,1.0734,1.5727
city,全市,2025-09-05,13,53,65.49,29.898,1.1725,1.8035
city,全市,2025-09-05,14,53,69.24,24.998,0.9316,1.508
city,全市,2025-09-05,15,53,44.45,19.734,0.6916,1.1904
city,全市,2025-09-05,16,53,38.58,14.789,0.4986,0.8921
city,全市,2025-09-05,17,53,33.29,11.899,0.3504,0.7178
city,全市,2025-09-05,18,45,115.77,10.5,0.2012,0.6091
city,全市,2025-09-05,19,5,100.0,52.963,1.724,2.7127
city,全市,2025-09-06,6,44,82.62,13.833,0.2564,0.8653
city,全市,2025-09-06,7,53,49.67,9.629,0.2833,0.5809
city,全市,2025-09-06,8,53,58.76,10.551,0.3954,0.6364
city,全市,2025-09-06,9,53,79.26,18.108,0.6652,1.0923
city,全市,2025-09-06,10,53,95.76,23.01,0.7419,1.388
city,全市,2025-09-06,11,53,135.41,19.997,0.8791,1.2063
city,全市,2025-09-06,12,53,129.33,25.16,0.9937,1.5177
city,全市,2025-09-06,13,53,184.69,23.264,1.0539,1.4033
city,全市,2025-09-06,14,53,104.74,20.418,0.81,1.2317
city,全市,2025-09-06,15,53,125.16,17.216,0.7154,1.0385
city,全市,2025-09-06,16,53,64.77,10.616,0.4149,0.6404
city,全市,2025-09-06,17,53,46.24,11.122,0.3393,0.6709
city,全市,2025-09-06,18,47,157.31,9.723,0.1964,0.5907
city,全市,2025-09-06,19,6,100.0,39.638,1.4683,2.4779
city,全市,2025-09-07,6,16,439.33,22.235,0.5734,1.4149
city,全市,2025-09-07,7,53,71.67,9.572,0.2287,0.5774
city,全市,2025-09-07,8,53,31.98,10.202,0.3051,0.6154
city,全市,2025-09-07,9,53,39.91,14.847,0.4622,0.8956
city,全市,2025-09-07,10,53,55.31,16.003,0.616,0.9653
city,全市,2025-09-07,11,53,45.7,22.223,0.6856,1.3405
city,全市,2025-09-07,12,53,57.72,20.958,0.7455,1.2643
city,全市,2025-09-07,13,53,61.46,18.077,0.7535,1.0904
city,全市,2025-09-07,14,53,81.78,24.351,0.7855,1.4689
city,全市,2025-09-07,15,52,61.67,15.516,0.6188,0.942
city,全市,2025-09-07,16,52,49.46,10.707,0.4138,0.6501
city,全市,2025-09-07,17,52,44.16,9.597,0.2176,0.5827
city,全市,2025-09-07,18,35,298.56,12.218,0.2368,0.6791
city,全市,2025-09-07,19,6,100.0,59.835,1.4333,2.4763
city,全市,2025-09-08,6,10,183.3,45.539,0.826,1.777
city,全市,2025-09-08,7,43,272.86,10.906,0.2559,0.6407
city,全市,2025-09-08,8,49,111.25,9.407,0.3031,0.5616
city,全市,2025-09-08,9,52,110.58,16.223,0.4295,0.9849
city,全市,2025-09-08,10,52,194.36,24.022,0.5587,1.4585
city,全市,2025-09-08,11,52,183.57,27.301,0.7466,1.6575
city,全市,2025-09-08,12,52,317.64,30.309,1.0393,1.8401
city,全市,2025-09-08,13,52,125.6,21.243,0.7478,1.2897
city,全市,2025-09-08,14,52,233.49,27.831,1.1154,1.6897
city,全市,2025-09-08,15,52,57.39,14.902,0.395,0.9047
city,全市,2025-09-08,16,52,111.41,9.994,0.2962,0.6068
city,全市,2025-09-08,17,50,78.28,9.03,0.1829,0.5313
city,全市,2025-09-08,18,14,671.02,19.086,0.4853,0.9947
city,全市,2025-09-08,19,4,100.0,58.935,2.145,3.0328
city,全市,2025-09-09,6,32,301.27,12.862,0.2682,0.747
city,全市,2025-09-09,7,52,34.34,9.417,0.2677,0.5717
city,全市,2025-09-09,8,52,53.46,9.664,0.4584,0.5867
city,全市,2025-09-09,9,52,61.1,17.23,0.7361,1.0461
city,全市,2025-09-09,10,52,54.78,17.791,0.7881,1.0801
city,全市,2025-09-09,11,52,56.93,26.366,1.0711,1.6008
city,全市,2025-09-09,12,52,62.8,23.198,1.001,1.4084
city,全市,2025-09-09,13,52,56.82,20.278,0.85,1.2312
city,全市,2025-09-09,14,52,62.91,23.12,0.9671,1.4037
city,全市,2025-09-09,15,52,57.98,25.812,0.9917,1.5671
city,全市,2025-09-09,16,52,38.93,13.157,0.4945,0.7988
city,全市,2025-09-09,17,52,29.01,10.629,0.325,0.6453
city,全市,2025-09-09,18,49,81.76,8.431,0.1764,0.5253
city,全市,2025-09-09,19,5,100.0,60.056,1.718,2.7126
city,全市,2025-09-10,6,42,123.65,10.477,0.2164,0.6588
city,全市,2025-09-10,7,51,42.12,10.533,0.3921,0.6479
city,全市,2025-09-10,8,52,45.04,17.198,0.7343,1.0442
city,全市,2025-09-10,9,52,45.17,25.358,1.0082,1.5396
city,全市,2025-09-10,10,52,43.48,21.896,0.8243,1.3294
city,全市,2025-09-10,11,52,46.18,25.175,0.877,1.5285
city,全市,2025-09-10,12,52,54.54,26.392,0.9159,1.6024
city,全市,2025-09-10,13,52,68.27,27.971,0.9938,1.6982
city,全市,2025-09-10,14,52,52.23,14.999,0.6101,0.9106
city,全市,2025-09-10,15,52,38.6,13.917,0.5681,0.8449
city,全市,2025-09-10,16,52,46.43,14.438,0.5016,0.8765
city,全市,2025-09-10,17,52,51.21,11.036,0.3728,0.67
city,全市,2025-09-10,18,49,96.64,8.331,0.1741,0.5191
city,全市,2025-09-10,19,5,100.0,38.116,1.718,2.7126
city,全市,2025-09-11,6,22,263.02,24.59,0.4153,1.1989
city,全市,2025-09-11,7,52,35.22,8.896,0.2697,0.5401
city,全市,2025-09-11,8,52,119.04,15.115,0.6221,0.9177
city,全市,2025-09-11,9,51,50.89,13.689,0.5309,0.8337
city,全市,2025-09-11,10,51,48.2,16.445,0.5977,1.0016
city,全市,2025-09-11,11,51,111.26,26.928,1.1236,1.64
city,全市,2025-09-11,12,51,150.55,32.169,1.2731,1.9592
city,全市,2025-09-11,13,51,143.36,30.529,1.2364,1.8593
city,全市,2025-09-11,14,51,146.91,25.765,0.9435,1.5692
city,全市,2025-09-11,15,51,60.17,16.499,0.3869,1.0049
city,全市,2025-09-11,16,51,50.91,11.209,0.256,0.6826
city,全市,2025-09-11,17,46,129.89,9.039,0.2176,0.5768
city,全市,2025-09-11,18,11,305.11,18.129,0.6352,1.2073
city,全市,2025-09-11,19,5,100.0,60.193,1.798,2.7188
city,全市,2025-09-12,6,5,95.26,55.968,1.6863,2.528
city,全市,2025-09-12,7,34,294.22,14.984,0.3087,0.7639
city,全市,2025-09-12,8,48,316.28,14.455,0.3738,0.8122
city,全市,2025-09-12,9,48,238.49,18.011,0.4479,1.097
city,全市,2025-09-12,10,52,235.39,24.982,0.5887,1.5167
city,全市,2025-09-12,11,52,112.92,25.46,0.575,1.5458
city,全市,2025-09-12,12,52,140.59,25.79,0.6903,1.5658
city,全市,2025-09-12,13,51,158.91,18.428,0.5889,1.1289
city,全市,2025-09-12,14,52,156.95,23.234,0.6136,1.4106
city,全市,2025-09-12,15,52,45.48,19.127,0.4952,1.1613
city,全市,2025-09-12,16,52,178.91,11.828,0.3832,0.7181
city,全市,2025-09-12,17,48,123.46,8.892,0.2011,0.5447
city,全市,2025-09-12,18,12,324.68,15.939,0.5536,1.0743
city,全市,2025-09-12,19,5,100.0,60.193,1.798,2.7188
city,全市,2025-09-13,6,44,128.35,14.651,0.2563,0.8545
city,全市,2025-09-13,7,52,44.69,13.586,0.4429,0.8249
city,全市,2025-09-13,8,52,24.29,15.359,0.3512,0.9325
city,全市,2025-09-13,9,52,38.21,14.62,0.4706,0.8876
city,全市,2025-09-13,10,52,40.23,14.788,0.491,0.8979
city,全市,2025-09-13,11,52,33.62,13.812,0.4133,0.8386
city,全市,2025-09-13,12,52,107.21,20.229,0.7377,1.2282
city,全市,2025-09-13,13,52,85.23,21.937,0.8172,1.3319
city,全市,2025-09-13,14,51,118.02,24.091,0.8816,1.4656
city,全市,2025-09-13,15,51,50.74,14.332,0.54,0.8719
city,全市,2025-09-13,16,51,65.95,11.078,0.4856,0.6739
city,全市,2025-09-13,17,52,66.03,9.074,0.2747,0.5509
city,全市,2025-09-13,18,47,111.9,8.995,0.1952,0.5381
city,全市,2025-09-13,19,5,100.0,60.193,1.798,2.7188
city,全市,2025-09-14,6,29,426.65,18.512,0.3589,1.0578
city,全市,2025-09-14,7,52,50.74,9.141,0.2626,0.555
city,全市,2025-09-14,8,52,51.94,11.107,0.4758,0.6743
city,全市,2025-09-14,9,52,57.3,13.817,0.6187,0.8389
city,全市,2025-09-14,10,52,45.26,13.695,0.6197,0.8315
city,全市,2025-09-14,11,52,51.43,21.479,0.8498,1.304
city,全市,2025-09-14,12,52,55.15,18.831,0.84,1.1433
city,全市,2025-09-14,13,52,60.09,25.54,0.9909,1.5506
city,全市,2025-09-14,14,52,63.05,18.517,0.8023,1.1242
city,全市,2025-09-14,15,52,78.11,13.252,0.6361,0.8046
city,全市,2025-09-14,16,52,50.07,11.403,0.4772,0.6923
city,全市,2025-09-14,17,52,39.02,11.257,0.3314,0.6834
city,全市,2025-09-14,18,41,138.16,15.747,0.2704,0.9481
city,全市,2025-09-14,19,6,100.0,60.762,1.5,2.4819
city,全市,2025-09-15,6,16,314.44,24.942,0.5877,1.4198
city,全市,2025-09-15,7,51,261.38,10.515,0.3314,0.6441
city,全市,2025-09-15,8,52,65.48,10.135,0.4231,0.6153
city,全市,2025-09-15,9,52,114.85,21.254,0.8764,1.2904
city,全市,2025-09-15,10,52,61.84,19.272,0.6718,1.1701
city,全市,2025-09-15,11,52,45.46,11.166,0.4832,0.6779
city,全市,2025-09-15,12,52,50.03,18.361,0.7313,1.1148
city,全市,2025-09-15,13,52,49.63,20.045,0.7507,1.217
city,全市,2025-09-15,14,52,45.58,13.472,0.4844,0.8179
city,全市,2025-09-15,15,52,40.48,16.635,0.5438,1.01
city,全市,2025-09-15,16,52,52.82,10.241,0.3401,0.6218
city,全市,2025-09-15,17,52,75.16,9.511,0.2465,0.5775
city,全市,2025-09-15,18,17,113.68,26.434,0.5912,1.489
city,全市,2025-09-15,19,7,100.0,54.993,1.4071,2.3202
city,全市,2025-09-16,6,22,127.83,16.769,0.4314,1.2128
city,全市,2025-09-16,7,44,386.03,10.661,0.375,0.6628
city,全市,2025-09-16,8,53,46.44,9.053,0.334,0.5461
city,全市,2025-09-16,9,53,48.67,25.845,0.9649,1.559
city,全市,2025-09-16,10,53,45.85,22.988,0.9088,1.3867
city,全市,2025-09-16,11,53,42.5,25.106,0.9835,1.5145
city,全市,2025-09-16,12,53,42.25,24.571,0.9435,1.4822
city,全市,2025-09-16,13,53,47.83,23.768,1.0456,1.4338
city,全市,2025-09-16,14,53,48.08,25.744,1.0136,1.553
city,全市,2025-09-16,15,53,57.93,15.241,0.6409,0.9194
city,全市,2025-09-16,16,49,268.64,14.741,0.6418,0.8811
city,全市,2025-09-16,17,26,242.79,14.41,0.4973,1.0618
city,全市,2025-09-16,18,10,100.0,26.538,1.302,2.3741
city,全市,2025-09-16,19,5,100.0,42.733,2.59,3.3575
city,全市,2025-09-17,6,6,106.66,31.804,2.0525,2.8774
city,全市,2025-09-17,7,49,250.6,13.741,0.3537,0.8484
city,全市,2025-09-17,8,50,198.61,14.952,0.482,0.9166
city,全市,2025-09-17,9,51,110.1,20.744,0.6795,1.2601
city,全市,2025-09-17,10,51,56.44,21.755,0.5904,1.3216
city,全市,2025-09-17,11,52,112.14,25.211,0.787,1.5268
city,全市,2025-09-17,12,52,221.55,34.704,1.265,2.1016
city,全市,2025-09-17,13,52,171.41,33.154,1.2236,2.0078
city,全市,2025-09-17,14,52,226.04,33.484,1.3725,2.0277
city,全市,2025-09-17,15,52,106.32,19.558,0.756,1.1844
city,全市,2025-09-17,16,52,118.25,14.98,0.5781,0.9072
city,全市,2025-09-17,17,52,120.66,12.144,0.2821,0.7355
city,全市,2025-09-17,18,8,100.0,46.638,1.6225,2.6543
city,全市,2025-09-17,19,6,100.0,44.544,2.16,3.065
city,全市,2025-09-18,6,28,305.3,20.019,0.4982,1.3545
city,全市,2025-09-18,7,52,42.77,12.589,0.2758,0.7624
city,全市,2025-09-18,8,52,61.55,17.115,0.6578,1.0365
city,全市,2025-09-18,9,53,36.76,15.539,0.6084,0.9373
city,全市,2025-09-18,10,53,41.59,11.211,0.5026,0.6763
city,全市,2025-09-18,11,53,51.14,16.94,0.789,1.0218
city,全市,2025-09-18,12,53,51.96,19.003,0.8164,1.1463
city,全市,2025-09-18,13,53,56.75,22.488,0.9563,1.3565
city,全市,2025-09-18,14,53,45.53,16.614,0.7056,1.0022
city,全市,2025-09-18,15,53,32.5,13.793,0.4831,0.832
city,全市,2025-09-18,16,53,48.25,11.566,0.3836,0.6977
city,全市,2025-09-18,17,53,53.47,12.545,0.3141,0.7567
city,全市,2025-09-18,18,14,100.0,29.797,0.9679,2.0105
city,全市,2025-09-18,19,6,100.0,43.269,2.2367,3.0709
city,全市,2025-09-19,6,7,100.0,34.562,1.9186,2.8431
city,全市,2025-09-19,7,28,442.36,18.077,0.5189,1.1465
city,全市,2025-09-19,8,47,486.88,16.169,0.5533,1.0036
city,全市,2025-09-19,9,53,288.13,18.68,0.6718,1.1268
city,全市,2025-09-19,10,53,212.55,23.822,0.7794,1.437
city,全市,2025-09-19,11,52,197.42,24.387,0.731,1.4839
city,全市,2025-09-19,12,52,134.94,24.95,0.6535,1.5182
city,全市,2025-09-19,13,53,300.11,25.242,0.6843,1.5227
city,全市,2025-09-19,14,51,616.87,26.542,0.7683,1.6304
city,全市,2025-09-19,15,48,340.42,21.169,0.5682,1.3051
city,全市,2025-09-19,16,40,495.9,17.428,0.5204,1.1045
city,全市,2025-09-19,17,30,306.29,20.35,0.3976,1.0463
city,全市,2025-09-19,18,7,100.0,44.318,1.9186,2.8431
city,全市,2025-09-19,19,7,100.0,44.318,1.9186,2.8431
city,全市,2025-09-20,6,21,100.0,25.185,0.6533,1.6416
city,全市,2025-09-20,7,53,46.66,12.781,0.3718,0.771
city,全市,2025-09-20,8,53,41.38,14.89,0.6411,0.8982
city,全市,2025-09-20,9,53,46.47,20.063,0.7299,1.2103
city,全市,2025-09-20,10,53,48.22,16.807,0.7079,1.0138
city,全市,2025-09-20,11,53,51.85,23.978,0.9199,1.4464
city,全市,2025-09-20,12,53,56.53,21.152,0.9148,1.2759
city,全市,2025-09-20,13,53,58.64,28.051,1.0819,1.6921
city,全市,2025-09-20,14,53,62.0,22.073,0.9386,1.3315
city,全市,2025-09-20,15,53,46.49,17.182,0.6584,1.0365
city,全市,2025-09-20,16,53,33.52,12.652,0.4241,0.7632
city,全市,2025-09-20,17,53,33.31,12.765,0.3233,0.77
city,全市,2025-09-20,18,24,100.0,22.575,0.5796,1.5359
city,全市,2025-09-20,19,7,100.0,44.318,1.9186,2.8431
city,全市,2025-09-21,6,34,99.6,19.219,0.4242,1.2908
city,全市,2025-09-21,7,53,38.61,12.622,0.3952,0.7614
city,全市,2025-09-21,8,53,38.07,15.582,0.5836,0.9399
city,全市,2025-09-21,9,53,43.62,15.889,0.5885,0.9585
city,全市,2025-09-21,10,53,38.89,18.438,0.7249,1.1122
city,全市,2025-09-21,11,53,54.4,36.508,1.4702,2.2023
city,全市,2025-09-21,12,53,61.33,26.823,1.1715,1.618
city,全市,2025-09-21,13,53,48.05,32.463,1.2714,1.9583
city,全市,2025-09-21,14,53,52.73,26.024,1.155,1.5698
city,全市,2025-09-21,15,53,50.65,16.07,0.6525,0.9694
city,全市,2025-09-21,16,53,41.75,16.031,0.59,0.9671
city,全市,2025-09-21,17,53,46.98,13.901,0.4002,0.8385
city,全市,2025-09-21,18,12,100.0,29.948,1.1483,2.1726
city,全市,2025-09-21,19,8,100.0,45.379,1.7075,2.6608
city,全市,2025-09-22,6,12,100.0,33.437,1.1283,2.1716
city,全市,2025-09-22,7,52,53.79,13.262,0.3272,0.8074
city,全市,2025-09-22,8,53,33.7,11.516,0.3378,0.6947
city,全市,2025-09-22,9,53,48.02,15.315,0.545,0.9239
city,全市,2025-09-22,10,53,44.31,17.89,0.638,1.0792
city,全市,2025-09-22,11,53,35.79,15.434,0.5749,0.931
city,全市,2025-09-22,12,53,41.81,14.508,0.5501,0.8751
city,全市,2025-09-22,13,53,43.95,22.793,0.7172,1.3749
city,全市,2025-09-22,14,53,147.26,22.305,0.6119,1.3455
city,全市,2025-09-22,15,53,110.44,18.762,0.4582,1.1318
city,全市,2025-09-22,16,52,95.32,13.836,0.371,0.8423
city,全市,2025-09-22,17,45,116.28,13.494,0.2876,0.8458
city,全市,2025-09-22,18,7,100.0,44.318,1.9186,2.8431
city,全市,2025-09-22,19,6,100.0,43.269,2.2367,3.0709
city,全市,2025-09-23,6,6,100.0,43.269,2.2367,3.0709
city,全市,2025-09-23,7,50,47.54,13.496,0.2848,0.8348
city,全市,2025-09-23,8,53,74.8,12.986,0.4129,0.7834
city,全市,2025-09-23,9,53,63.02,13.565,0.4707,0.8183
city,全市,2025-09-23,10,53,87.79,21.67,0.6597,1.3072
city,全市,2025-09-23,11,53,116.54,24.156,0.7757,1.4572
city,全市,2025-09-23,12,53,74.56,20.473,0.7273,1.235
city,全市,2025-09-23,13,53,45.18,19.081,0.6234,1.151
city,全市,2025-09-23,14,53,55.33,27.38,0.908,1.6516
city,全市,2025-09-23,15,53,47.87,18.218,0.6673,1.0989
city,全市,2025-09-23,16,53,71.22,16.288,0.5849,0.9825
city,全市,2025-09-23,17,52,90.03,13.771,0.3573,0.838
city,全市,2025-09-23,18,7,100.0,44.318,1.9186,2.8431
city,全市,2025-09-23,19,6,100.0,43.269,2.2367,3.0709
city,全市,2025-09-24,6,6,100.0,43.269,2.2367,3.0709
city,全市,2025-09-24,7,44,187.81,15.166,0.3451,0.9248
city,全市,2025-09-24,8,52,299.3,16.078,0.4623,0.9449
city,全市,2025-09-24,9,52,192.99,19.205,0.5111,1.1643
city,全市,2025-09-24,10,53,104.01,23.24,0.6724,1.4019
city,全市,2025-09-24,11,53,147.73,28.562,1.0512,1.7229
city,全市,2025-09-24,12,53,133.94,26.552,0.9234,1.6017
city,全市,2025-09-24,13,53,105.84,24.142,0.7699,1.4563
city,全市,2025-09-24,14,53,171.33,25.662,0.8426,1.548
city,全市,2025-09-24,15,53,68.2,18.602,0.4657,1.1221
city,全市,2025-09-24,16,53,122.01,14.812,0.4714,0.8935
city,全市,2025-09-24,17,53,81.64,13.369,0.3216,0.8065
city,全市,2025-09-24,18,21,100.0,28.659,0.6595,1.6419
city,全市,2025-09-24,19,8,100.0,45.748,1.68,2.6595
city,全市,2025-09-25,6,12,100.0,36.542,1.125,2.1715
city,全市,2025-09-25,7,52,50.65,12.525,0.313,0.7622
city,全市,2025-09-25,8,53,135.6,13.251,0.5184,0.7993
city,全市,2025-09-25,9,53,65.09,18.804,0.7778,1.1343
city,全市,2025-09-25,10,53,102.6,26.724,1.0307,1.6121
city,全市,2025-09-25,11,53,190.57,31.58,1.1855,1.905
city,全市,2025-09-25,12,53,92.0,22.294,0.8989,1.3448
city,全市,2025-09-25,13,53,76.47,16.476,0.7513,0.9938
city,全市,2025-09-25,14,53,70.86,16.082,0.6478,0.9701
city,全市,2025-09-25,15,53,128.27,19.062,0.6572,1.1499
city,全市,2025-09-25,16,53,347.54,15.435,0.5882,0.9311
city,全市,2025-09-25,17,53,127.04,12.21,0.2889,0.7366
city,全市,2025-09-25,18,12,100.0,37.672,1.1317,2.1716
city,全市,2025-09-25,19,7,100.0,44.639,1.9186,2.8431
city,全市,2025-09-26,6,7,100.0,44.639,1.9186,2.8431
city,全市,2025-09-26,7,51,76.37,12.852,0.2963,0.7873
city,全市,2025-09-26,8,53,77.91,12.993,0.4491,0.7838
city,全市,2025-09-26,9,52,111.59,19.145,0.7424,1.155
city,全市,2025-09-26,10,53,135.13,27.677,1.072,1.6695
city,全市,2025-09-26,11,53,103.83,26.754,0.9711,1.6139
city,全市,2025-09-26,12,53,88.92,26.194,0.9033,1.5801
city,全市,2025-09-26,13,53,58.36,18.92,0.5729,1.1413
city,全市,2025-09-26,14,53,32.6,18.33,0.4101,1.1057
city,全市,2025-09-26,15,53,41.88,15.188,0.5163,0.9162
city,全市,2025-09-26,16,53,36.47,13.01,0.3348,0.7848
city,全市,2025-09-26,17,53,65.48,13.704,0.3571,0.8266
city,全市,2025-09-26,18,9,100.0,32.75,1.4978,2.5075
city,全市,2025-09-26,19,7,100.0,44.639,1.9186,2.8431
city,全市,2025-09-27,6,11,100.0,39.393,1.2273,2.2681
city,全市,2025-09-27,7,52,55.25,13.765,0.3137,0.8376
city,全市,2025-09-27,8,51,68.99,13.89,0.3912,0.8544
city,全市,2025-09-27,9,51,91.25,15.521,0.4198,0.9547
city,全市,2025-09-27,10,51,114.19,21.781,0.5225,1.3398
city,全市,2025-09-27,11,51,163.76,19.34,0.6289,1.1896
city,全市,2025-09-27,12,51,287.04,27.001,0.8518,1.6609
city,全市,2025-09-27,13,51,377.82,28.363,0.8403,1.7446
city,全市,2025-09-27,14,51,85.42,16.776,0.5232,1.0319
city,全市,2025-09-27,15,51,73.92,16.793,0.4334,1.033
city,全市,2025-09-27,16,51,47.52,13.39,0.3092,0.8236
city,全市,2025-09-27,17,45,116.14,14.381,0.2825,0.8481
city,全市,2025-09-27,18,7,100.0,44.318,1.9186,2.8431
city,全市,2025-09-27,19,6,100.0,43.269,2.2367,3.0709
city,全市,2025-09-28,6,6,100.0,43.269,2.2367,3.0709
city,全市,2025-09-28,7,51,63.99,14.013,0.2707,0.8336
city,全市,2025-09-28,8,52,72.43,12.631,0.391,0.7712
city,全市,2025-09-28,9,53,43.29,15.761,0.5953,0.9507
city,全市,2025-09-28,10,53,36.75,17.709,0.5655,1.0683
city,全市,2025-09-28,11,53,55.05,23.075,0.7941,1.3919
city,全市,2025-09-28,12,53,41.26,18.504,0.6147,1.1162
city,全市,2025-09-28,13,53,63.03,23.791,0.7888,1.4351
city,全市,2025-09-28,14,53,49.88,17.339,0.5732,1.0459
city,全市,2025-09-28,15,53,138.67,18.189,0.701,1.0972
city,全市,2025-09-28,16,53,149.7,12.931,0.4789,0.78
city,全市,2025-09-28,17,48,186.93,12.881,0.2793,0.8208
city,全市,2025-09-28,18,8,100.0,31.99,1.68,2.6595
city,全市,2025-09-28,19,7,100.0,44.716,1.9186,2.8431
city,全市,2025-09-29,6,8,100.0,42.588,1.6812,2.6595
city,全市,2025-09-29,7,51,46.09,13.129,0.2734,0.8114
city,全市,2025-09-29,8,53,49.41,12.43,0.3681,0.7498
city,全市,2025-09-29,9,53,38.08,12.896,0.3766,0.7779
city,全市,2025-09-29,10,53,42.06,15.612,0.4794,0.9417
city,全市,2025-09-29,11,53,32.16,20.805,0.6706,1.255
city,全市,2025-09-29,12,53,42.28,20.645,0.7345,1.2453
city,全市,2025-09-29,13,53,48.85,16.18,0.6523,0.976
city,全市,2025-09-29,14,53,46.36,20.368,0.8967,1.2287
city,全市,2025-09-29,15,53,45.32,10.46,0.4763,0.631
city,全市,2025-09-29,16,53,41.93,11.932,0.4279,0.7197
city,全市,2025-09-29,17,53,38.65,12.259,0.2775,0.7395
city,全市,2025-09-29,18,7,100.0,31.229,1.8629,2.8377
city,全市,2025-09-29,19,5,100.0,42.733,2.59,3.3575
city,全市,2025-09-30,6,5,100.0,42.733,2.59,3.3575
city,全市,2025-09-30,7,52,58.28,11.887,0.2704,0.7262
city,全市,2025-09-30,8,52,36.9,11.219,0.3676,0.6855
city,全市,2025-09-30,9,53,31.37,10.085,0.3852,0.6084
city,全市,2025-09-30,10,53,34.57,16.39,0.5441,0.9887
city,全市,2025-09-30,11,53,50.44,22.398,0.8109,1.3511
city,全市,2025-09-30,12,53,46.03,18.808,0.7452,1.1345
