level,site_id,date,hour,n_samples,MAPE(%),NRMSE(%),MAE,RMSE
site,S062,2025-12-02,14,1,7.44,0.535,0.0238,0.0238
site,S064,2025-12-02,14,1,40.45,2.706,0.089,0.089
site,S065,2025-12-02,14,1,87.85,7.762,0.1493,0.1493
site,S066,2025-12-02,14,1,35.33,5.251,0.2862,0.2862
site,S068,2025-12-02,14,1,34.13,2.512,0.0307,0.0307
site,S070,2025-12-02,14,1,146.79,4.194,0.0881,0.0881
site,S071,2025-12-02,14,1,60.38,2.898,0.5797,0.5797
site,S072,2025-12-02,14,1,60.94,6.63,0.2072,0.2072
site,S073,2025-12-02,14,1,69.78,16.002,2.4003,2.4003
site,S074,2025-12-02,14,1,180.02,9.451,0.378,0.378
site,S075,2025-12-02,14,1,98.01,7.453,0.196,0.196
site,S116,2025-12-02,14,1,260.61,30.444,6.6976,6.6976
site,S002,2025-12-02,15,1,70.31,25.356,0.8367,0.8367
site,S004,2025-12-02,15,1,502.35,8.858,0.3516,0.3516
site,S007,2025-12-02,15,1,148.41,6.341,1.395,1.395
site,S008,2025-12-02,15,1,174.23,7.69,0.2439,0.2439
site,S009,2025-12-02,15,1,3.31,0.372,0.0195,0.0195
site,S010,2025-12-02,15,1,3.31,0.282,0.0056,0.0056
site,S011,2025-12-02,15,1,189.67,4.082,0.0948,0.0948
site,S012,2025-12-02,15,1,750.18,8.976,1.5754,1.5754
site,S014,2025-12-02,15,1,725.8,7.116,0.3629,0.3629
site,S017,2025-12-02,15,1,72.0,0.755,0.0072,0.0072
site,S018,2025-12-02,15,1,228.45,4.927,0.2513,0.2513
site,S019,2025-12-02,15,1,199.21,7.968,0.2391,0.2391
site,S020,2025-12-02,15,1,8.41,0.885,0.0336,0.0336
site,S021,2025-12-02,15,1,1.31,0.154,0.0034,0.0034
site,S022,2025-12-02,15,1,64.95,9.822,0.3182,0.3182
site,S023,2025-12-02,15,1,229.85,3.089,0.5057,0.5057
site,S024,2025-12-02,15,1,46.24,3.011,0.1803,0.1803
site,S025,2025-12-02,15,1,27.24,2.555,0.1444,0.1444
site,S028,2025-12-02,15,1,202.94,6.463,0.2029,0.2029
site,S030,2025-12-02,15,1,262.64,7.245,0.2101,0.2101
site,S032,2025-12-02,15,1,66.38,1.067,0.0996,0.0996
site,S033,2025-12-02,15,1,6.81,0.707,0.0402,0.0402
site,S035,2025-12-02,15,1,113.43,4.069,0.2155,0.2155
site,S038,2025-12-02,15,1,111.19,5.32,0.089,0.089
site,S039,2025-12-02,15,1,83.45,5.08,0.1752,0.1752
site,S040,2025-12-02,15,1,6.63,0.989,0.059,0.059
site,S041,2025-12-02,15,1,44.53,4.656,0.1024,0.1024
site,S042,2025-12-02,15,1,58.06,3.43,0.1277,0.1277
site,S046,2025-12-02,15,1,29.4,2.836,0.1205,0.1205
site,S047,2025-12-02,15,1,162.86,4.072,0.1954,0.1954
site,S049,2025-12-02,15,1,1098.55,3.896,0.5493,0.5493
site,S050,2025-12-02,15,1,298.34,9.36,0.2387,0.2387
site,S051,2025-12-02,15,1,95.21,4.358,0.219,0.219
site,S052,2025-12-02,15,1,9.15,0.271,0.0165,0.0165
site,S053,2025-12-02,15,1,60.75,25.248,3.3655,3.3655
site,S054,2025-12-02,15,1,456.35,8.097,0.9127,0.9127
site,S055,2025-12-02,15,1,97.14,6.8,0.272,0.272
site,S059,2025-12-02,15,1,56.95,11.674,0.2335,0.2335
site,S060,2025-12-02,15,1,90.23,6.798,0.397,0.397
site,S061,2025-12-02,15,1,112.55,5.651,0.2139,0.2139
site,S062,2025-12-02,15,1,39.52,1.686,0.0751,0.0751
site,S064,2025-12-02,15,1,35.03,2.238,0.0736,0.0736
site,S065,2025-12-02,15,1,51.41,4.276,0.0823,0.0823
site,S066,2025-12-02,15,1,9.76,1.308,0.0713,0.0713
site,S068,2025-12-02,15,1,41.34,1.69,0.0207,0.0207
site,S070,2025-12-02,15,1,554.93,5.285,0.111,0.111
site,S071,2025-12-02,15,1,157.6,2.837,0.5674,0.5674
site,S072,2025-12-02,15,1,3.66,0.469,0.0146,0.0146
site,S073,2025-12-02,15,1,41.88,3.155,0.4733,0.4733
site,S074,2025-12-02,15,1,234.7,5.868,0.2347,0.2347
site,S075,2025-12-02,15,1,662.56,10.077,0.265,0.265
site,S116,2025-12-02,15,1,816.43,25.235,5.5518,5.5518
site,S002,2025-12-02,16,1,89.07,32.121,1.06,1.06
site,S007,2025-12-02,16,1,111.76,2.083,0.4582,0.4582
site,S008,2025-12-02,16,1,63.24,1.396,0.0443,0.0443
site,S009,2025-12-02,16,1,80.51,2.607,0.1369,0.1369
site,S010,2025-12-02,16,1,102.08,1.531,0.0306,0.0306
site,S011,2025-12-02,16,1,157.6,2.035,0.0473,0.0473
site,S012,2025-12-02,16,1,144.7,1.731,0.3039,0.3039
site,S014,2025-12-02,16,1,801.45,3.143,0.1603,0.1603
site,S018,2025-12-02,16,1,85.99,1.012,0.0516,0.0516
site,S019,2025-12-02,16,1,484.92,4.849,0.1455,0.1455
site,S020,2025-12-02,16,1,122.94,3.235,0.1229,0.1229
site,S021,2025-12-02,16,1,124.25,3.953,0.087,0.087
site,S022,2025-12-02,16,1,1.65,0.036,0.0012,0.0012
site,S024,2025-12-02,16,1,53.26,0.622,0.0373,0.0373
site,S025,2025-12-02,16,1,29.24,1.035,0.0585,0.0585
site,S028,2025-12-02,16,1,167.26,2.663,0.0836,0.0836
site,S030,2025-12-02,16,1,256.16,3.533,0.1025,0.1025
site,S032,2025-12-02,16,1,273.58,0.879,0.0821,0.0821
site,S033,2025-12-02,16,1,238.24,2.094,0.1191,0.1191
site,S035,2025-12-02,16,1,83.98,1.269,0.0672,0.0672
site,S038,2025-12-02,16,1,580.95,3.475,0.0581,0.0581
site,S039,2025-12-02,16,1,9.75,0.367,0.0127,0.0127
site,S040,2025-12-02,16,1,135.85,2.735,0.163,0.163
site,S041,2025-12-02,16,1,355.38,6.462,0.1422,0.1422
site,S042,2025-12-02,16,1,20.65,0.499,0.0186,0.0186
site,S046,2025-12-02,16,1,249.33,4.107,0.1745,0.1745
site,S047,2025-12-02,16,1,77.61,1.132,0.0543,0.0543
site,S050,2025-12-02,16,1,80.45,2.524,0.0644,0.0644
site,S051,2025-12-02,16,1,51.6,1.13,0.0568,0.0568
site,S052,2025-12-02,16,1,85.83,1.694,0.103,0.103
site,S053,2025-12-02,16,1,67.16,27.913,3.7207,3.7207
site,S054,2025-12-02,16,1,55.08,1.173,0.1322,0.1322
site,S055,2025-12-02,16,1,40.73,2.851,0.114,0.114
site,S056,2025-12-02,16,1,315.73,3.007,0.0947,0.0947
site,S059,2025-12-02,16,1,72.4,14.842,0.2968,0.2968
site,S060,2025-12-02,16,1,97.71,2.175,0.127,0.127
site,S061,2025-12-02,16,1,115.04,2.128,0.0805,0.0805
site,S062,2025-12-02,16,1,85.64,0.962,0.0428,0.0428
site,S065,2025-12-02,16,1,0.2,0.009,0.0002,0.0002
site,S066,2025-12-02,16,1,76.04,2.511,0.1369,0.1369
site,S070,2025-12-02,16,1,157.88,1.504,0.0316,0.0316
site,S071,2025-12-02,16,1,130.84,0.916,0.1832,0.1832
site,S072,2025-12-02,16,1,213.09,4.091,0.1279,0.1279
site,S073,2025-12-02,16,1,41.53,1.135,0.1703,0.1703
site,S074,2025-12-02,16,1,1675.57,4.189,0.1676,0.1676
site,S075,2025-12-02,16,1,314.35,3.586,0.0943,0.0943
site,S116,2025-12-02,16,1,773.34,12.303,2.7067,2.7067
site,S002,2025-12-02,17,1,100.0,36.061,1.19,1.19
site,S012,2025-12-02,17,1,100.0,1.197,0.21,0.21
site,S050,2025-12-02,17,1,100.0,3.137,0.08,0.08
site,S053,2025-12-02,17,1,100.0,41.56,5.54,5.54
site,S055,2025-12-02,17,1,100.0,7.0,0.28,0.28
site,S059,2025-12-02,17,1,100.0,20.5,0.41,0.41
site,S002,2025-12-02,18,1,100.0,36.061,1.19,1.19
site,S012,2025-12-02,18,1,100.0,1.197,0.21,0.21
site,S050,2025-12-02,18,1,100.0,3.137,0.08,0.08
site,S053,2025-12-02,18,1,100.0,41.56,5.54,5.54
site,S055,2025-12-02,18,1,100.0,7.0,0.28,0.28
site,S059,2025-12-02,18,1,100.0,20.5,0.41,0.41
site,S002,2025-12-02,19,1,100.0,36.061,1.19,1.19
site,S012,2025-12-02,19,1,100.0,1.197,0.21,0.21
site,S050,2025-12-02,19,1,100.0,3.137,0.08,0.08
site,S053,2025-12-02,19,1,100.0,41.56,5.54,5.54
site,S055,2025-12-02,19,1,100.0,7.0,0.28,0.28
site,S059,2025-12-02,19,1,100.0,20.5,0.41,0.41
site,S002,2025-12-03,6,1,100.0,36.061,1.19,1.19
site,S012,2025-12-03,6,1,100.0,1.197,0.21,0.21
site,S050,2025-12-03,6,1,100.0,3.137,0.08,0.08
site,S053,2025-12-03,6,1,100.0,41.56,5.54,5.54
site,S055,2025-12-03,6,1,100.0,7.0,0.28,0.28
site,S059,2025-12-03,6,1,100.0,20.5,0.41,0.41
site,S002,2025-12-03,7,1,94.84,34.199,1.1286,1.1286
site,S007,2025-12-03,7,1,636.64,2.315,0.5093,0.5093
site,S008,2025-12-03,7,1,139.67,1.321,0.0419,0.0419
site,S011,2025-12-03,7,1,127.98,0.551,0.0128,0.0128
site,S012,2025-12-03,7,1,34.63,0.414,0.0727,0.0727
site,S018,2025-12-03,7,1,457.07,0.896,0.0457,0.0457
site,S019,2025-12-03,7,1,291.58,1.944,0.0583,0.0583
site,S020,2025-12-03,7,1,230.32,0.606,0.023,0.023
site,S022,2025-12-03,7,1,20.28,0.125,0.0041,0.0041
site,S030,2025-12-03,7,1,563.07,1.942,0.0563,0.0563
site,S032,2025-12-03,7,1,190.73,0.817,0.0763,0.0763
site,S033,2025-12-03,7,1,368.6,1.296,0.0737,0.0737
site,S035,2025-12-03,7,1,194.78,0.736,0.039,0.039
site,S046,2025-12-03,7,1,542.54,1.277,0.0543,0.0543
site,S050,2025-12-03,7,1,43.39,1.361,0.0347,0.0347
site,S051,2025-12-03,7,1,720.28,1.433,0.072,0.072
site,S052,2025-12-03,7,1,100.0,0.329,0.02,0.02
site,S053,2025-12-03,7,1,78.97,32.821,4.3751,4.3751
site,S055,2025-12-03,7,1,75.89,5.312,0.2125,0.2125
site,S059,2025-12-03,7,1,84.94,17.413,0.3483,0.3483
site,S061,2025-12-03,7,1,614.16,1.623,0.0614,0.0614
site,S066,2025-12-03,7,1,146.97,0.809,0.0441,0.0441
site,S072,2025-12-03,7,1,432.5,2.768,0.0865,0.0865
site,S073,2025-12-03,7,1,28.27,0.188,0.0283,0.0283
site,S074,2025-12-03,7,1,268.5,1.342,0.0537,0.0537
site,S075,2025-12-03,7,1,58.09,0.663,0.0174,0.0174
site,S116,2025-12-03,7,1,568.7,2.585,0.5687,0.5687
site,S002,2025-12-03,8,1,75.62,27.267,0.8998,0.8998
site,S004,2025-12-03,8,1,3.36,0.313,0.0124,0.0124
site,S007,2025-12-03,8,1,23.87,4.676,1.0288,1.0288
site,S008,2025-12-03,8,1,30.4,3.929,0.1246,0.1246
site,S009,2025-12-03,8,1,9.91,0.831,0.0436,0.0436
site,S010,2025-12-03,8,1,5.77,0.404,0.0081,0.0081
site,S011,2025-12-03,8,1,49.67,4.704,0.1093,0.1093
site,S012,2025-12-03,8,1,649.59,7.773,1.3641,1.3641
site,S014,2025-12-03,8,1,65.67,3.606,0.1839,0.1839
site,S017,2025-12-03,8,1,46.36,1.944,0.0185,0.0185
site,S018,2025-12-03,8,1,17.7,1.596,0.0814,0.0814
site,S019,2025-12-03,8,1,47.82,9.884,0.2965,0.2965
site,S020,2025-12-03,8,1,14.78,1.244,0.0473,0.0473
site,S021,2025-12-03,8,1,27.36,2.861,0.0629,0.0629
site,S022,2025-12-03,8,1,59.45,6.789,0.22,0.22
site,S023,2025-12-03,8,1,10.11,0.655,0.1072,0.1072
site,S024,2025-12-03,8,1,54.19,4.071,0.2439,0.2439
site,S025,2025-12-03,8,1,14.99,1.247,0.0704,0.0704
site,S028,2025-12-03,8,1,14.06,1.523,0.0478,0.0478
site,S030,2025-12-03,8,1,31.2,4.41,0.1279,0.1279
site,S032,2025-12-03,8,1,54.03,5.499,0.5133,0.5133
site,S033,2025-12-03,8,1,0.04,0.004,0.0002,0.0002
site,S035,2025-12-03,8,1,29.06,3.237,0.1714,0.1714
site,S038,2025-12-03,8,1,15.69,1.126,0.0188,0.0188
site,S039,2025-12-03,8,1,21.52,1.497,0.0517,0.0517
site,S040,2025-12-03,8,1,2.91,0.274,0.0163,0.0163
site,S041,2025-12-03,8,1,11.67,1.432,0.0315,0.0315
site,S042,2025-12-03,8,1,1.03,0.077,0.0029,0.0029
site,S046,2025-12-03,8,1,17.43,1.64,0.0697,0.0697
site,S047,2025-12-03,8,1,21.49,1.836,0.0881,0.0881
site,S049,2025-12-03,8,1,14.62,1.027,0.1447,0.1447
site,S050,2025-12-03,8,1,161.78,5.075,0.1294,0.1294
site,S051,2025-12-03,8,1,45.67,2.817,0.1416,0.1416
site,S052,2025-12-03,8,1,58.52,5.486,0.3336,0.3336
site,S053,2025-12-03,8,1,63.57,26.419,3.5216,3.5216
site,S054,2025-12-03,8,1,23.16,1.829,0.2061,0.2061
site,S055,2025-12-03,8,1,19.66,1.376,0.055,0.055
site,S056,2025-12-03,8,1,3.18,0.272,0.0086,0.0086
site,S059,2025-12-03,8,1,61.87,12.683,0.2537,0.2537
site,S060,2025-12-03,8,1,12.73,1.068,0.0624,0.0624
site,S061,2025-12-03,8,1,10.36,1.04,0.0394,0.0394
site,S062,2025-12-03,8,1,25.89,1.802,0.0803,0.0803
site,S064,2025-12-03,8,1,41.01,3.493,0.1148,0.1148
site,S065,2025-12-03,8,1,20.94,1.633,0.0314,0.0314
site,S066,2025-12-03,8,1,17.9,1.643,0.0895,0.0895
site,S068,2025-12-03,8,1,28.65,2.343,0.0287,0.0287
site,S070,2025-12-03,8,1,3.7,0.176,0.0037,0.0037
site,S071,2025-12-03,8,1,11.7,0.766,0.1533,0.1533
site,S072,2025-12-03,8,1,43.99,9.571,0.2991,0.2991
site,S073,2025-12-03,8,1,42.99,4.643,0.6964,0.6964
site,S074,2025-12-03,8,1,6.96,0.661,0.0264,0.0264
site,S075,2025-12-03,8,1,1.85,0.155,0.0041,0.0041
site,S116,2025-12-03,8,1,32.72,7.466,1.6424,1.6424
site,S002,2025-12-03,9,1,24.62,8.877,0.293,0.293
site,S004,2025-12-03,9,1,20.6,4.67,0.1854,0.1854
site,S007,2025-12-03,9,1,16.88,8.841,1.945,1.945
site,S008,2025-12-03,9,1,6.04,1.846,0.0586,0.0586
site,S009,2025-12-03,9,1,20.39,4.351,0.2284,0.2284
site,S010,2025-12-03,9,1,2.23,0.445,0.0089,0.0089
site,S011,2025-12-03,9,1,12.64,2.612,0.0607,0.0607
site,S012,2025-12-03,9,1,2257.44,27.012,4.7406,4.7406
site,S014,2025-12-03,9,1,64.43,10.232,0.5218,0.5218
site,S017,2025-12-03,9,1,7.09,0.594,0.0057,0.0057
site,S018,2025-12-03,9,1,19.89,5.304,0.2705,0.2705
site,S019,2025-12-03,9,1,23.97,11.188,0.3356,0.3356
site,S020,2025-12-03,9,1,20.75,4.205,0.1598,0.1598
site,S021,2025-12-03,9,1,38.29,9.572,0.2106,0.2106
site,S022,2025-12-03,9,1,53.3,16.78,0.5437,0.5437
site,S023,2025-12-03,9,1,14.8,2.785,0.4559,0.4559
site,S024,2025-12-03,9,1,33.85,5.651,0.3385,0.3385
site,S025,2025-12-03,9,1,14.54,3.448,0.1948,0.1948
site,S028,2025-12-03,9,1,5.67,1.642,0.0516,0.0516
site,S030,2025-12-03,9,1,11.81,4.48,0.1299,0.1299
site,S032,2025-12-03,9,1,67.54,17.147,1.6006,1.6006
site,S033,2025-12-03,9,1,18.15,4.053,0.2305,0.2305
site,S035,2025-12-03,9,1,13.97,3.719,0.197,0.197
site,S038,2025-12-03,9,1,7.34,1.843,0.0308,0.0308
site,S039,2025-12-03,9,1,29.53,5.906,0.2037,0.2037
site,S040,2025-12-03,9,1,21.59,5.216,0.3109,0.3109
site,S041,2025-12-03,9,1,12.33,5.493,0.1209,0.1209
site,S042,2025-12-03,9,1,31.02,5.748,0.2141,0.2141
site,S046,2025-12-03,9,1,34.45,8.997,0.3824,0.3824
site,S047,2025-12-03,9,1,17.25,4.17,0.2002,0.2002
site,S049,2025-12-03,9,1,6.73,1.165,0.1643,0.1643
site,S050,2025-12-03,9,1,729.76,22.894,0.5838,0.5838
site,S051,2025-12-03,9,1,81.24,11.803,0.5931,0.5931
site,S052,2025-12-03,9,1,47.18,11.175,0.6795,0.6795
site,S053,2025-12-03,9,1,45.48,18.901,2.5194,2.5194
site,S054,2025-12-03,9,1,32.28,6.988,0.7877,0.7877
site,S055,2025-12-03,9,1,292.96,20.507,0.8203,0.8203
site,S056,2025-12-03,9,1,19.96,4.563,0.1437,0.1437
site,S059,2025-12-03,9,1,10.37,2.125,0.0425,0.0425
site,S060,2025-12-03,9,1,52.89,10.144,0.5924,0.5924
site,S061,2025-12-03,9,1,14.92,3.549,0.1343,0.1343
site,S062,2025-12-03,9,1,1.4,0.248,0.0111,0.0111
site,S064,2025-12-03,9,1,15.0,3.147,0.1035,0.1035
site,S065,2025-12-03,9,1,12.92,4.969,0.0956,0.0956
site,S066,2025-12-03,9,1,28.33,6.706,0.3655,0.3655
site,S068,2025-12-03,9,1,3.38,0.663,0.0081,0.0081
site,S070,2025-12-03,9,1,61.92,6.486,0.1362,0.1362
site,S071,2025-12-03,9,1,23.54,5.579,1.1157,1.1157
site,S072,2025-12-03,9,1,29.86,16.723,0.5226,0.5226
site,S073,2025-12-03,9,1,34.07,9.698,1.4546,1.4546
site,S074,2025-12-03,9,1,7.71,1.907,0.0763,0.0763
site,S075,2025-12-03,9,1,23.86,5.17,0.136,0.136
site,S116,2025-12-03,9,1,44.06,22.651,4.9833,4.9833
site,S002,2025-12-03,10,1,0.01,0.005,0.0002,0.0002
site,S004,2025-12-03,10,1,28.95,10.065,0.3996,0.3996
site,S007,2025-12-03,10,1,5.42,3.603,0.7926,0.7926
site,S008,2025-12-03,10,1,12.49,5.629,0.1785,0.1785
site,S009,2025-12-03,10,1,5.66,1.702,0.0894,0.0894
site,S010,2025-12-03,10,1,0.03,0.01,0.0002,0.0002
site,S011,2025-12-03,10,1,8.03,2.453,0.057,0.057
site,S012,2025-12-03,10,1,3131.26,37.468,6.5756,6.5756
site,S014,2025-12-03,10,1,63.94,15.923,0.8121,0.8121
site,S017,2025-12-03,10,1,11.96,1.63,0.0156,0.0156
site,S018,2025-12-03,10,1,11.3,4.098,0.209,0.209
site,S019,2025-12-03,10,1,7.38,4.624,0.1387,0.1387
site,S020,2025-12-03,10,1,14.33,4.487,0.1705,0.1705
site,S021,2025-12-03,10,1,30.51,11.512,0.2533,0.2533
site,S022,2025-12-03,10,1,38.93,17.062,0.5528,0.5528
site,S023,2025-12-03,10,1,11.16,3.122,0.5111,0.5111
site,S024,2025-12-03,10,1,32.91,8.46,0.5067,0.5067
site,S025,2025-12-03,10,1,17.42,6.29,0.3554,0.3554
site,S028,2025-12-03,10,1,12.99,5.379,0.1689,0.1689
site,S030,2025-12-03,10,1,1.79,0.936,0.0271,0.0271
site,S032,2025-12-03,10,1,61.81,22.975,2.1447,2.1447
site,S033,2025-12-03,10,1,35.64,12.406,0.7057,0.7057
site,S035,2025-12-03,10,1,4.27,1.524,0.0807,0.0807
site,S038,2025-12-03,10,1,15.19,6.267,0.1048,0.1048
site,S039,2025-12-03,10,1,26.83,8.088,0.279,0.279
site,S040,2025-12-03,10,1,42.08,14.616,0.8711,0.8711
site,S041,2025-12-03,10,1,3.32,2.203,0.0485,0.0485
site,S042,2025-12-03,10,1,47.8,13.091,0.4875,0.4875
site,S046,2025-12-03,10,1,25.21,9.193,0.3907,0.3907
site,S047,2025-12-03,10,1,11.25,3.822,0.1834,0.1834
site,S049,2025-12-03,10,1,3.12,0.814,0.1148,0.1148
site,S050,2025-12-03,10,1,1126.57,35.344,0.9013,0.9013
site,S051,2025-12-03,10,1,61.87,15.39,0.7734,0.7734
site,S052,2025-12-03,10,1,42.39,15.618,0.9496,0.9496
site,S053,2025-12-03,10,1,20.07,8.343,1.1121,1.1121
site,S054,2025-12-03,10,1,26.44,8.657,0.9758,0.9758
site,S055,2025-12-03,10,1,457.46,32.022,1.2809,1.2809
site,S056,2025-12-03,10,1,18.12,6.271,0.1975,0.1975
site,S059,2025-12-03,10,1,21.68,4.444,0.0889,0.0889
site,S060,2025-12-03,10,1,81.93,22.727,1.3273,1.3273
site,S061,2025-12-03,10,1,34.59,12.157,0.46,0.46
site,S062,2025-12-03,10,1,1.62,0.441,0.0196,0.0196
site,S064,2025-12-03,10,1,7.44,2.263,0.0744,0.0744
site,S065,2025-12-03,10,1,4.59,2.554,0.0491,0.0491
site,S066,2025-12-03,10,1,16.53,5.337,0.2909,0.2909
site,S068,2025-12-03,10,1,0.07,0.021,0.0003,0.0003
site,S070,2025-12-03,10,1,65.71,10.326,0.2168,0.2168
site,S071,2025-12-03,10,1,9.6,3.0,0.6001,0.6001
site,S072,2025-12-03,10,1,15.72,11.775,0.368,0.368
site,S073,2025-12-03,10,1,30.51,12.365,1.8548,1.8548
site,S074,2025-12-03,10,1,23.65,8.808,0.3523,0.3523
site,S075,2025-12-03,10,1,27.04,9.151,0.2407,0.2407
site,S116,2025-12-03,10,1,34.81,23.609,5.194,5.194
site,S002,2025-12-03,11,1,15.48,5.581,0.1842,0.1842
site,S004,2025-12-03,11,1,25.39,10.618,0.4215,0.4215
site,S007,2025-12-03,11,1,0.71,0.521,0.1147,0.1147
site,S008,2025-12-03,11,1,3.53,1.937,0.0614,0.0614
site,S009,2025-12-03,11,1,3.16,1.187,0.0623,0.0623
site,S010,2025-12-03,11,1,3.13,1.173,0.0235,0.0235
site,S011,2025-12-03,11,1,12.53,4.694,0.109,0.109
site,S012,2025-12-03,11,1,3708.85,44.379,7.7886,7.7886
site,S014,2025-12-03,11,1,54.16,16.779,0.8557,0.8557
site,S017,2025-12-03,11,1,0.82,0.129,0.0012,0.0012
site,S018,2025-12-03,11,1,10.72,4.454,0.2272,0.2272
site,S019,2025-12-03,11,1,9.71,6.896,0.2069,0.2069
site,S020,2025-12-03,11,1,10.3,3.849,0.1463,0.1463
site,S021,2025-12-03,11,1,29.09,13.092,0.288,0.288
site,S022,2025-12-03,11,1,39.63,20.916,0.6777,0.6777
site,S023,2025-12-03,11,1,15.52,5.28,0.8644,0.8644
site,S024,2025-12-03,11,1,37.71,11.71,0.7014,0.7014
site,S025,2025-12-03,11,1,20.29,8.904,0.5031,0.5031
site,S028,2025-12-03,11,1,5.74,2.835,0.089,0.089
site,S030,2025-12-03,11,1,2.81,1.686,0.0489,0.0489
site,S032,2025-12-03,11,1,60.41,27.308,2.5492,2.5492
site,S033,2025-12-03,11,1,31.17,13.264,0.7544,0.7544
site,S035,2025-12-03,11,1,8.37,3.446,0.1825,0.1825
site,S038,2025-12-03,11,1,11.98,5.873,0.0982,0.0982
site,S039,2025-12-03,11,1,28.39,10.452,0.3606,0.3606
site,S040,2025-12-03,11,1,27.96,11.917,0.7103,0.7103
site,S041,2025-12-03,11,1,7.12,5.534,0.1217,0.1217
site,S042,2025-12-03,11,1,36.0,11.987,0.4464,0.4464
site,S046,2025-12-03,11,1,16.83,7.406,0.3147,0.3147
site,S047,2025-12-03,11,1,16.73,6.761,0.3245,0.3245
site,S049,2025-12-03,11,1,10.71,3.441,0.4852,0.4852
site,S050,2025-12-03,11,1,1367.95,42.916,1.0944,1.0944
site,S051,2025-12-03,11,1,78.15,19.44,0.9769,0.9769
site,S052,2025-12-03,11,1,48.2,21.405,1.3014,1.3014
site,S053,2025-12-03,11,1,16.33,6.786,0.9046,0.9046
site,S054,2025-12-03,11,1,22.8,8.779,0.9895,0.9895
site,S055,2025-12-03,11,1,575.18,40.263,1.6105,1.6105
site,S056,2025-12-03,11,1,9.99,4.153,0.1308,0.1308
site,S059,2025-12-03,11,1,37.6,7.709,0.1542,0.1542
site,S060,2025-12-03,11,1,58.4,20.101,1.1739,1.1739
site,S061,2025-12-03,11,1,21.31,9.011,0.341,0.341
site,S062,2025-12-03,11,1,6.53,2.17,0.0967,0.0967
site,S064,2025-12-03,11,1,11.82,4.35,0.143,0.143
site,S065,2025-12-03,11,1,1.07,0.684,0.0132,0.0132
site,S066,2025-12-03,11,1,11.84,4.629,0.2523,0.2523
site,S068,2025-12-03,11,1,4.48,1.576,0.0193,0.0193
site,S070,2025-12-03,11,1,58.88,11.216,0.2355,0.2355
site,S071,2025-12-03,11,1,11.19,3.926,0.7853,0.7853
site,S072,2025-12-03,11,1,15.57,12.953,0.4048,0.4048
site,S073,2025-12-03,11,1,29.9,14.589,2.1883,2.1883
site,S074,2025-12-03,11,1,17.36,7.943,0.3177,0.3177
site,S075,2025-12-03,11,1,25.47,10.364,0.2726,0.2726
site,S116,2025-12-03,11,1,37.29,28.847,6.3463,6.3463
site,S002,2025-12-03,12,1,19.75,7.121,0.235,0.235
site,S004,2025-12-03,12,1,28.49,12.561,0.4987,0.4987
site,S007,2025-12-03,12,1,1.52,1.1,0.242,0.242
site,S008,2025-12-03,12,1,2.13,1.223,0.0388,0.0388
site,S009,2025-12-03,12,1,19.48,7.939,0.4168,0.4168
site,S010,2025-12-03,12,1,3.64,1.456,0.0291,0.0291
site,S011,2025-12-03,12,1,10.16,3.981,0.0925,0.0925
site,S012,2025-12-03,12,1,3822.26,45.736,8.0267,8.0267
site,S014,2025-12-03,12,1,54.45,17.722,0.9038,0.9038
site,S017,2025-12-03,12,1,7.71,1.294,0.0123,0.0123
site,S018,2025-12-03,12,1,14.69,6.625,0.3379,0.3379
site,S019,2025-12-03,12,1,7.44,5.38,0.1614,0.1614
site,S020,2025-12-03,12,1,6.12,2.433,0.0924,0.0924
site,S021,2025-12-03,12,1,13.5,6.384,0.1404,0.1404
site,S022,2025-12-03,12,1,40.05,22.002,0.7129,0.7129
site,S023,2025-12-03,12,1,11.74,4.136,0.6771,0.6771
site,S024,2025-12-03,12,1,41.04,13.565,0.8125,0.8125
site,S025,2025-12-03,12,1,21.36,9.789,0.5531,0.5531
site,S028,2025-12-03,12,1,5.84,3.013,0.0946,0.0946
site,S030,2025-12-03,12,1,4.01,2.489,0.0722,0.0722
site,S032,2025-12-03,12,1,54.07,25.544,2.3845,2.3845
site,S033,2025-12-03,12,1,25.13,11.312,0.6434,0.6434
site,S035,2025-12-03,12,1,7.98,3.48,0.1843,0.1843
site,S038,2025-12-03,12,1,10.71,5.507,0.0921,0.0921
site,S039,2025-12-03,12,1,20.42,7.991,0.2757,0.2757
site,S040,2025-12-03,12,1,29.63,12.727,0.7585,0.7585
site,S041,2025-12-03,12,1,6.02,4.792,0.1054,0.1054
site,S042,2025-12-03,12,1,36.54,12.756,0.475,0.475
site,S046,2025-12-03,12,1,5.19,2.441,0.1037,0.1037
site,S047,2025-12-03,12,1,17.21,7.278,0.3494,0.3494
site,S049,2025-12-03,12,1,10.06,3.333,0.4699,0.4699
site,S050,2025-12-03,12,1,1488.59,46.701,1.1909,1.1909
site,S051,2025-12-03,12,1,89.27,22.206,1.1158,1.1158
site,S052,2025-12-03,12,1,49.8,23.591,1.4344,1.4344
site,S053,2025-12-03,12,1,15.84,6.582,0.8773,0.8773
site,S054,2025-12-03,12,1,24.84,9.916,1.1177,1.1177
site,S055,2025-12-03,12,1,599.52,41.967,1.6787,1.6787
site,S056,2025-12-03,12,1,13.2,5.698,0.1795,0.1795
site,S059,2025-12-03,12,1,45.95,9.42,0.1884,0.1884
site,S060,2025-12-03,12,1,67.3,23.969,1.3998,1.3998
