county,rows,mae,rmse,nrmse,corr
灌云县,28464,4.777593340264882,8.546184263202324,0.08363852283423687,0.9526527522360304
连云区,28464,1.7445071260941323,3.8458224723720282,0.061909569741983715,0.9537650561681462
赣榆区,28464,1.8238520183360574,3.595504358842522,0.08467980119742162,0.9152410201775661
东海县,28464,0.8843887180342015,2.7071534091766396,0.09640859719290028,0.8496911861282052
灌南县,20101,0.8084869214953521,1.7471318197749235,0.07666221236397207,0.914396710159885
海州区,28464,0.4495026102222335,0.9691854140197693,0.05898876530856782,0.9476408487173026
