site_id,hour,pred_actual_ratio_future,pred_actual_ratio_test,pred_actual_ratio_train,pred_actual_ratio_valid,rows_future,rows_test,rows_train,rows_valid,site_nrmse_pct_future,site_nrmse_pct_test,site_nrmse_pct_train,site_nrmse_pct_valid,bias_class,train_valid_ratio_gap,is_stable_extreme_candidate
S116,11,1.0525936202054722,1.0678841700845445,0.9344053130454256,0.9524798628975764,90.0,122.0,907.0,62.0,27.207988895891873,26.083656934917236,25.607977160266536,23.156201961550014,unstable_or_mild,0.018074549852150734,False
S115,14,1.0249060707691693,1.1418620781466986,0.9908362856727296,0.9047273537327253,89.0,112.0,896.0,61.0,25.98298025868434,24.83226031610964,23.68050472888964,23.052484656491494,unstable_or_mild,0.08610893194000435,False
S039,12,1.0615124460060157,1.4568354900244962,0.9200879522678953,1.0910749660774277,80.0,122.0,61.0,62.0,15.99140287882071,19.1628738234991,12.691755278288783,23.019345235663195,unstable_or_mild,0.1709870138095324,False
S002,14,1.0669353360764486,1.0358568799882486,0.7200517252081575,1.4180526658073216,86.0,122.0,62.0,62.0,13.285386518277237,11.501730230493667,28.715615733065665,22.867572852705322,unstable_or_mild,0.6980009405991641,False
S116,13,0.9991810565368717,1.0517619817019317,0.9515506117653008,0.9413573139697353,90.0,122.0,910.0,62.0,28.794618546846284,25.65900225478141,25.721582122686907,22.848282427665474,unstable_or_mild,0.010193297795565437,False
S116,12,1.0034671854184496,1.048618475081114,0.924999601207506,0.9732716359278236,88.0,122.0,910.0,62.0,28.321290350546345,26.926777860595013,26.636165273547462,22.838783774432912,unstable_or_mild,0.0482720347203176,False
S038,11,1.295250699973524,1.047776892389781,0.9985565050449338,0.862855904659214,77.0,120.0,54.0,60.0,16.958134609824302,14.324319688396248,11.908427326415769,22.763241557783985,unstable_or_mild,0.13570060038571974,False
S042,14,0.8373683542857355,1.103106130505345,1.067350150417965,0.963943870941972,79.0,122.0,217.0,61.0,16.223786432400736,11.100446098552954,11.599180002206676,22.613675525334035,unstable_or_mild,0.10340627947599301,False
S077,10,,,0.7627214832416646,0.6276166067148731,,,476.0,3.0,,,15.81870928760819,22.56463349905882,unstable_or_mild,0.13510487652679148,False
S033,13,1.008310718873696,1.129689606132823,1.0288760733923057,0.896202356896533,89.0,122.0,110.0,61.0,19.0934719782472,13.452002871448062,13.915253197711447,22.557109935374317,unstable_or_mild,0.13267371649577264,False
S028,12,0.8878600723538376,0.9041109401158072,1.0408014646222337,0.9434524052487699,86.0,122.0,243.0,61.0,21.168932736693723,18.883986544551018,13.593507879656737,22.421224277812374,unstable_or_mild,0.09734905937346372,False
S048,13,1.1006977961446671,1.1858720008404449,0.584009828378118,1.1122549291735617,86.0,120.0,36.0,62.0,15.15349425329938,12.62520535538783,26.01033654185587,22.33540032012474,unstable_or_mild,0.5282451007954437,False
S002,10,1.3964384017575935,1.01702522179355,0.7538272919259251,1.372935427847209,86.0,121.0,60.0,62.0,15.074725114883957,11.434215320869185,24.730077479987347,22.22475702542313,unstable_or_mild,0.6191081359212839,False
S076,10,1.0810208001683463,,1.020882316200865,0.9371725217749329,47.0,,58.0,44.0,19.80051780756293,,14.763378100411579,22.221465522402333,unstable_or_mild,0.08370979442593196,False
S021,13,0.9628254917454335,1.0030341061883863,0.9950073831443168,0.838831667426405,83.0,119.0,68.0,62.0,18.937623474548428,16.37486945350643,14.077588760828771,22.198301742959405,unstable_or_mild,0.15617571571791178,False
S061,14,1.416324716669963,1.1907298974329108,0.9250611273722356,0.9817066382082875,90.0,122.0,60.0,60.0,15.956804095108753,13.402935019045895,16.434819975651887,22.187519858228892,unstable_or_mild,0.05664551083605196,False
S038,14,1.2866543617422619,1.1740190264450092,1.042298896348727,0.8537040811051954,78.0,120.0,55.0,60.0,15.193048898076464,15.42244288137254,19.548926029637197,22.14286799327972,unstable_or_mild,0.1885948152435316,False
S041,13,0.5496275394302241,1.1025277411355632,1.0096392892938193,0.979105948706882,90.0,122.0,528.0,62.0,39.394055797947914,18.83931472845158,18.9436178755906,22.055154341826558,unstable_or_mild,0.030533340586937352,False
S033,11,1.1657867358952787,1.1057866677824992,1.13039040686677,0.8633324139362362,89.0,122.0,110.0,61.0,18.955429268969493,13.493127498901291,15.179884535059418,22.050407622106373,unstable_or_mild,0.2670579929305339,False
S115,10,1.047542886286185,1.1438704311571821,0.9889948459931646,0.9256762527702141,89.0,108.0,890.0,62.0,24.745741194158825,26.051741756169168,23.50970447886524,22.011030822725132,unstable_or_mild,0.06331859322295041,False
S042,13,0.8449925966570423,1.1087821651803154,1.0234192551386545,0.9480935954266643,76.0,122.0,217.0,62.0,17.60368432369078,13.828657622246181,11.800934472489615,21.99978104275136,unstable_or_mild,0.07532565971199023,False
