hour,site_id,site_name,county,capacity_mw,n_samples,actual_mean,pred_mean,bias_pct,avg_rel_err_raw,wape,mape,is_low_power_site_hour,is_problem,problem_type,problem_reason
8,S002,华筑泰宝光伏,连云区,3.3,121,0.5588429752066115,0.1441397221377374,-74.21,66.07,75.66,66.07,False,False,normal,正常
8,S004,旭樱东堡光伏,连云区,3.97,119,0.3989915966386555,0.20883275151442862,-47.66,55.12,52.71,55.12,False,False,normal,正常
8,S006,沐恒石湖光伏,东海县,5.0,69,0.218840579710145,0.22969329310678566,4.96,39.53,36.02,39.53,True,False,normal,正常
8,S007,林洋朝阳光伏,连云区,22.0,120,3.532166666666667,3.0736692765701332,-12.98,54.12,38.25,54.12,False,False,normal,正常
8,S008,协鑫盛昌光伏,灌云县,3.172,122,0.47418032786885245,0.2659294947982856,-43.92,48.42,46.94,48.42,False,False,normal,正常
8,S010,易睐珂浦南光伏,海州区,2.0,118,0.19720338983050845,0.19472982807849445,-1.25,46.96,28.54,46.96,False,False,normal,正常
8,S011,中森西苑光伏,灌云县,2.323,120,0.22733333333333333,0.17854666057610977,-21.46,47.98,34.61,47.98,False,False,normal,正常
8,S012,泰富如意情光伏,东海县,17.55,108,0.8712962962962968,0.5563722532412522,-36.14,26.29,42.05,26.29,True,False,normal,正常
8,S014,鲲鹏昇昌光伏,灌云县,5.1,120,0.4935833333333334,0.29736761381859994,-39.75,59.57,48.17,59.57,False,False,normal,正常
8,S016,衡航亚新光伏,灌南县,8.5,102,1.0008823529411763,0.7699816049177943,-23.07,30.58,31.66,30.58,False,False,normal,正常
8,S017,富云四队光伏,灌云县,0.954,120,0.06491666666666668,0.03174947795522762,-51.09,58.97,60.13,58.97,False,False,normal,正常
8,S018,国能百菇源光伏,灌云县,5.1,121,0.5824793388429751,0.4102143149599202,-29.57,46.3,41.46,46.3,False,False,normal,正常
8,S019,首耀新海光伏,海州区,3.0,122,0.9371311475409836,0.26760453961802816,-71.44,60.52,72.23,60.52,False,False,normal,正常
8,S022,浦西光伏电站,海州区,3.24,121,0.4441322314049586,0.18073891400439884,-59.31,60.92,60.6,60.92,False,False,normal,正常
8,S023,连洋徐圩光伏,连云区,16.37,120,1.3723333333333334,1.048162806010129,-23.62,50.52,38.72,50.52,False,False,normal,正常
8,S024,兴怡紧固件光伏,赣榆区,5.99,120,0.5698333333333334,0.3544506099839932,-37.8,55.67,47.56,55.67,False,False,normal,正常
8,S025,夏源银得隆光伏,灌南县,5.65,121,0.6456198347107437,0.4605831714080916,-28.66,45.76,38.33,45.76,False,False,normal,正常
8,S028,华能星耀光伏,灌云县,3.14,120,0.42425,0.3043547754110966,-28.26,38.47,37.14,38.47,False,False,normal,正常
8,S030,中森侍庄光伏,灌云县,2.9,120,0.375,0.20883450385504318,-44.31,53.13,49.87,53.13,False,False,normal,正常
8,S031,富云杨集光伏,灌云县,0.9222,113,0.0752212389380531,0.08731824650424315,16.08,53.59,36.59,53.59,False,False,normal,正常
8,S033,天瀚万发光伏,海州区,5.688,121,0.7236363636363636,0.4654856016058881,-35.67,57.1,43.28,57.1,False,False,normal,正常
8,S034,建魄俊达光伏,灌云县,3.496,105,0.4585714285714286,0.24314863845465987,-46.98,68.49,52.66,68.49,False,False,normal,正常
8,S035,国能品品鲜光伏,灌云县,5.296,122,0.5905737704918034,0.1947074802927772,-67.03,63.46,67.22,63.46,False,False,normal,正常
8,S037,华能中林三期光伏,灌云县,5.946,77,0.6775324675324675,0.3693701321486212,-45.48,48.04,48.66,48.04,False,False,normal,正常
8,S038,衡诚天晴光伏,海州区,1.672,118,0.2174576271186441,0.15651370316626007,-28.03,33.16,34.25,33.16,False,False,normal,正常
8,S039,沐恒腾东光伏,东海县,3.45,121,0.23876033057851237,0.10069843278151899,-57.82,60.38,58.89,60.38,False,False,normal,正常
8,S040,华电苏班光伏,赣榆区,5.96,119,0.7411764705882353,0.5311248274915966,-28.34,39.28,35.64,39.28,False,False,normal,正常
8,S041,交控赣榆南光伏,赣榆区,2.2,120,0.3236666666666667,0.20416048780312088,-36.92,48.52,46.22,48.52,False,False,normal,正常
8,S042,国能联合动力光伏,连云区,3.724,118,0.48796610169491517,0.358725914485527,-26.49,38.97,36.13,38.97,False,False,normal,正常
8,S047,汇九齿轮光伏电站,灌云县,4.8,118,0.47779661016949143,0.2847549371825395,-40.4,49.75,46.28,49.75,False,False,normal,正常
8,S048,卓贵光之明光伏,连云区,4.0,113,0.41141592920353987,0.27105139950434826,-34.12,48.44,43.94,48.44,False,False,normal,正常
8,S049,华能灌云光伏,灌云县,14.1,118,1.3468644067796611,0.6679861759006843,-50.4,74.19,57.11,74.19,False,False,normal,正常
8,S050,沐恒东海产业园光伏,东海县,2.55,121,0.1823140495867769,0.10994175990703732,-39.7,40.0,45.22,40.0,False,False,normal,正常
8,S051,鲲鹏德宇光伏,灌云县,5.025,112,0.39803571428571427,0.20014164969284895,-49.72,60.46,57.35,60.46,False,False,normal,正常
8,S052,鹰游新立成二期光伏,灌云县,6.08,122,0.7435245901639342,0.30062633789650706,-59.57,61.86,60.76,61.86,False,False,normal,正常
8,S053,鹰游新立成光伏电站,灌云县,13.33,122,5.540000000000001,2.047046843867283,-63.05,63.05,63.05,63.05,False,False,normal,正常
8,S054,鸿天伍江光伏,连云区,11.272,120,1.1387500000000002,0.6837013476784546,-39.96,53.96,47.84,53.96,False,False,normal,正常
8,S055,沐恒曲阳光伏,东海县,4.0,114,0.3430701754385967,0.2634929140953209,-23.2,18.34,25.39,18.34,False,False,normal,正常
8,S056,昱中科技光伏,连云区,3.15,115,0.2982608695652174,0.19571760957110632,-34.38,48.84,42.37,48.84,False,False,normal,正常
8,S059,首耀清墩光伏,海州区,2.0,122,0.3962295081967213,0.12580914200113721,-68.25,68.17,69.3,68.17,False,False,normal,正常
8,S060,华电蒙然源光伏,赣榆区,5.84,120,0.6075,0.40873846808511943,-32.72,45.39,41.39,45.39,False,False,normal,正常
8,S061,嘉伏黎明光伏,连云区,3.784,122,0.45106557377049183,0.24594993747093102,-45.47,57.3,49.62,57.3,False,False,normal,正常
8,S062,韩华大浦光伏电站,连云区,4.45368,117,0.36350427350427345,0.25148861416745244,-30.82,36.63,36.73,36.63,False,False,normal,正常
8,S063,铭信润海光伏,东海县,3.66,108,0.4942592592592593,0.3459309696062745,-30.01,53.98,42.1,53.98,False,False,normal,正常
8,S064,昱瑞青口光伏,赣榆区,3.288,111,0.3214414414414413,0.2819396491743202,-12.29,39.76,33.34,39.76,False,False,normal,正常
8,S065,中盛石榴光伏,东海县,1.9239,121,0.24694214876033058,0.13773541681408888,-44.22,57.56,49.86,57.56,False,False,normal,正常
8,S068,富云下车光伏,灌云县,1.223,117,0.12324786324786324,0.09720163227067129,-21.13,39.05,33.77,39.05,False,False,normal,正常
8,S070,旭日虎山光伏,连云区,2.1,118,0.1523728813559322,0.1454936901863332,-4.51,54.89,33.34,54.89,False,False,normal,正常
8,S071,协鑫南岗光伏,灌云县,20.0,119,3.1590756302521017,0.6918551605567064,-78.1,71.53,79.52,71.53,False,False,normal,正常
8,S072,交控大浦光伏,连云区,3.125,121,0.5419834710743802,0.21188682490742516,-60.91,65.58,63.39,65.58,False,False,normal,正常
8,S073,华能裕灌光伏,灌南县,15.0,122,1.9688524590163934,1.043867081677166,-46.98,55.88,53.48,55.88,False,False,normal,正常
8,S074,华能中林二期光伏,灌云县,4.0,121,0.4947107438016528,0.27197444312907854,-45.02,65.17,52.56,65.17,False,False,normal,正常
8,S075,旭樱新田光伏,海州区,2.63,122,0.28565573770491803,0.1727350393499195,-39.53,46.6,44.59,46.6,False,False,normal,正常
9,S002,华筑泰宝光伏,连云区,3.3,121,0.7480991735537189,0.37610467314692814,-49.73,51.82,53.57,51.82,False,False,normal,正常
9,S004,旭樱东堡光伏,连云区,3.97,121,0.7762809917355371,0.5982927553469165,-22.93,56.12,35.2,56.12,False,False,normal,正常
9,S006,沐恒石湖光伏,东海县,5.0,97,0.3705154639175258,0.32068573441151804,-13.45,34.92,31.43,34.92,False,False,normal,正常
9,S007,林洋朝阳光伏,连云区,22.0,122,6.814016393442623,6.729065812464755,-1.25,68.91,30.23,68.91,False,False,normal,正常
9,S008,协鑫盛昌光伏,灌云县,3.172,121,0.9021487603305786,0.7017452599127292,-22.21,32.9,30.37,32.9,False,False,normal,正常
9,S010,易睐珂浦南光伏,海州区,2.0,122,0.3678688524590164,0.3613706071878566,-1.77,62.55,26.05,62.55,False,False,normal,正常
9,S011,中森西苑光伏,灌云县,2.323,122,0.42155737704918034,0.34012388806169924,-19.32,35.92,30.93,35.92,False,False,normal,正常
9,S012,泰富如意情光伏,东海县,17.55,108,1.3771296296296303,1.0633669014116376,-22.78,48.31,47.56,48.31,False,False,normal,正常
9,S014,鲲鹏昇昌光伏,灌云县,5.1,120,0.8496666666666667,0.7736340912598936,-8.95,50.53,32.72,50.53,False,False,normal,正常
9,S016,衡航亚新光伏,灌南县,8.5,113,1.7415929203539822,1.4766922263775895,-15.21,36.93,30.46,36.93,False,False,normal,正常
9,S017,富云四队光伏,灌云县,0.954,119,0.09142857142857146,0.06213409510792755,-32.04,46.56,41.95,46.56,False,False,normal,正常
9,S018,国能百菇源光伏,灌云县,5.1,121,1.1223140495867767,1.057303233087058,-5.79,34.32,26.18,34.32,False,False,normal,正常
9,S019,首耀新海光伏,海州区,3.0,122,1.2937704918032784,0.6568953390069294,-49.23,50.52,54.51,50.52,False,False,normal,正常
9,S022,浦西光伏电站,海州区,3.24,122,0.7765573770491803,0.45408492018337965,-41.53,50.59,46.89,50.59,False,False,normal,正常
9,S023,连洋徐圩光伏,连云区,16.37,122,2.6486885245901637,2.449742110365637,-7.51,46.61,32.94,46.61,False,False,normal,正常
9,S024,兴怡紧固件光伏,赣榆区,5.99,121,1.0527272727272727,0.9007302186667882,-14.44,54.66,32.3,54.66,False,False,normal,正常
9,S025,夏源银得隆光伏,灌南县,5.65,121,1.1967768595041322,0.9378315232823135,-21.64,31.81,31.41,31.81,False,False,normal,正常
9,S028,华能星耀光伏,灌云县,3.14,122,0.7864754098360657,0.7126332343066927,-9.39,28.97,23.63,28.97,False,False,normal,正常
9,S030,中森侍庄光伏,灌云县,2.9,121,0.746198347107438,0.5791211747240953,-22.39,36.44,34.04,36.44,False,False,normal,正常
9,S031,富云杨集光伏,灌云县,0.9222,118,0.1328813559322034,0.17314086569056084,30.3,59.32,46.11,59.32,False,False,normal,正常
9,S033,天瀚万发光伏,海州区,5.688,122,1.262622950819672,1.197512926764199,-5.16,47.76,29.69,47.76,False,False,normal,正常
9,S034,建魄俊达光伏,灌云县,3.496,110,0.780909090909091,0.636656682021908,-18.47,34.09,30.94,34.09,False,False,normal,正常
9,S035,国能品品鲜光伏,灌云县,5.296,122,1.0643442622950818,0.5132595500565023,-51.78,49.58,53.03,49.58,False,False,normal,正常
9,S037,华能中林三期光伏,灌云县,5.946,78,1.3937179487179487,1.1404393469293173,-18.17,32.7,25.54,32.7,False,False,normal,正常
9,S038,衡诚天晴光伏,海州区,1.672,119,0.4147058823529412,0.3476699736791318,-16.16,30.42,27.08,30.42,False,False,normal,正常
9,S039,沐恒腾东光伏,东海县,3.45,121,0.48,0.28486250387333106,-40.65,49.48,46.96,49.48,False,False,normal,正常
9,S040,华电苏班光伏,赣榆区,5.96,122,1.3913114754098361,1.1847170122124164,-14.85,35.5,26.75,35.5,False,False,normal,正常
9,S041,交控赣榆南光伏,赣榆区,2.2,122,0.6581967213114754,0.5322153066569081,-19.14,46.7,34.47,46.7,False,False,normal,正常
9,S042,国能联合动力光伏,连云区,3.724,122,0.8765573770491802,0.8123307882756182,-7.33,43.76,28.35,43.76,False,False,normal,正常
9,S047,汇九齿轮光伏电站,灌云县,4.8,121,0.9451239669421488,0.7266283531463283,-23.12,33.45,31.67,33.45,False,False,normal,正常
9,S048,卓贵光之明光伏,连云区,4.0,115,0.7687826086956522,0.6107792439794599,-20.55,45.36,35.76,45.36,False,False,normal,正常
9,S049,华能灌云光伏,灌云县,14.1,121,2.352727272727273,1.9267241876619734,-18.11,48.64,33.91,48.64,False,False,normal,正常
9,S050,沐恒东海产业园光伏,东海县,2.55,121,0.3032231404958678,0.1846955009612751,-39.09,56.02,54.33,56.02,False,False,normal,正常
9,S051,鲲鹏德宇光伏,灌云县,5.025,114,0.742280701754386,0.5559201226729419,-25.11,52.2,43.36,52.2,False,False,normal,正常
9,S052,鹰游新立成二期光伏,灌云县,6.08,121,1.4417355371900826,0.8263399071543733,-42.68,47.57,45.26,47.57,False,False,normal,正常
9,S053,鹰游新立成光伏电站,灌云县,13.33,122,5.540000000000001,3.4349854558818227,-38.0,38.19,38.19,38.19,False,False,normal,正常
