site_id,month,pr_month_new,pr_month_final,pr_count,pr_month_old,pr_diff
S017,2,0.1,0.1,321,0.78,0.68
S017,3,0.1,0.1,495,0.78,0.68
S017,4,0.1,0.1,576,0.78,0.68
S017,5,0.1,0.1,592,0.78,0.68
S017,6,0.1,0.1,528,0.78,0.68
S017,7,0.22737694342482834,0.22737694342482834,262,0.78,0.5526230565751717
S017,8,0.1576244846350688,0.1576244846350688,366,0.78,0.6223755153649312
S017,9,0.1,0.1,254,0.78,0.68
S017,10,0.1,0.1,239,0.78,0.68
S017,11,0.1,0.1,156,0.78,0.68
S017,12,0.1,0.1,136,0.78,0.68
S018,1,0.5973473149361532,0.5973473149361532,104,0.78,0.1826526850638468
S018,2,0.5846818297948004,0.5846818297948004,130,0.78,0.1953181702051996
S018,3,0.7274085556558549,0.7274085556558549,327,0.78,0.05259144434414509
S018,4,0.7764151426330973,0.7764151426330973,399,0.78,0.0035848573669027273
S018,5,0.7907713709527403,0.7907713709527403,414,0.78,0.010771370952740278
S018,6,0.782654331378864,0.782654331378864,359,0.78,0.00265433137886395
S018,7,0.8786886690935147,0.8786886690935147,124,0.78,0.0986886690935147
S018,8,0.95,0.95,169,0.78,0.16999999999999993
S018,9,0.8819604160117747,0.8819604160117747,141,0.78,0.10196041601177463
S018,10,0.87670945210008,0.87670945210008,107,0.78,0.09670945210007997
S018,11,0.8461706156123887,0.8461706156123887,76,0.78,0.06617061561238868
S018,12,0.702922832162708,0.702922832162708,71,0.78,0.07707716783729202
S019,1,0.95,0.95,280,0.78,0.16999999999999993
S019,2,0.95,0.95,322,0.78,0.16999999999999993
S019,3,0.9122992049290439,0.9122992049290439,504,0.78,0.1322992049290439
S019,4,0.9230247144196879,0.9230247144196879,572,0.78,0.1430247144196879
S019,5,0.8895660692987568,0.8895660692987568,592,0.78,0.10956606929875679
S019,6,0.8965458287199575,0.8965458287199575,532,0.78,0.11654582871995744
S019,7,0.9011410334514177,0.9011410334514177,263,0.78,0.12114103345141769
S019,8,0.95,0.95,355,0.78,0.16999999999999993
S019,9,0.9196197057557429,0.9196197057557429,261,0.78,0.1396197057557429
S019,10,0.95,0.95,243,0.78,0.16999999999999993
S019,11,0.95,0.95,160,0.78,0.16999999999999993
S019,12,0.95,0.95,141,0.78,0.16999999999999993
S020,1,,0.78,0,0.78,0.0
S020,2,,0.78,0,0.78,0.0
