site_id,month,pr_month_new,pr_month_final,pr_count,pr_month_old,pr_diff
S011,9,0.7447187605280581,0.7447187605280581,252,0.78,0.03528123947194195
S011,10,0.7200891750230811,0.7200891750230811,242,0.78,0.05991082497691891
S011,11,0.7049915569033735,0.7049915569033735,163,0.78,0.07500844309662658
S011,12,0.5984667157130859,0.5984667157130859,144,0.78,0.18153328428691418
S012,4,0.1,0.78,2,0.78,0.0
S012,5,0.1,0.1,195,0.78,0.68
S012,6,0.539478299522933,0.539478299522933,162,0.78,0.240521700477067
S014,4,0.714449852546191,0.78,7,0.78,0.0
S014,5,0.7227770757576306,0.7227770757576306,203,0.78,0.05722292424236941
S014,6,0.6824686265145693,0.6824686265145693,157,0.78,0.09753137348543073
S015,1,0.654762846736534,0.654762846736534,106,0.78,0.12523715326346607
S015,2,0.6930842988647292,0.6930842988647292,128,0.78,0.0869157011352708
S015,3,0.7818409690911745,0.7818409690911745,159,0.78,0.0018409690911744825
S015,4,0.8737875528445214,0.8737875528445214,218,0.78,0.09378755284452134
S015,5,0.8466471403723048,0.8466471403723048,196,0.78,0.06664714037230479
S015,6,0.8730631637641499,0.8730631637641499,153,0.78,0.09306316376414991
S015,8,0.1,0.78,13,0.78,0.0
S015,9,0.4307912794930957,0.4307912794930957,133,0.78,0.3492087205069043
S015,10,0.21267776722571108,0.21267776722571108,109,0.78,0.567322232774289
S015,11,0.44238940354983025,0.44238940354983025,78,0.78,0.3376105964501698
S015,12,0.39528292986983626,0.39528292986983626,71,0.78,0.38471707013016376
S016,4,0.8604904478287738,0.78,8,0.78,0.0
S016,5,0.8495347370505903,0.8495347370505903,201,0.78,0.06953473705059032
S016,6,0.6945567518052587,0.6945567518052587,158,0.78,0.08544324819474136
S017,1,0.1,0.1,281,0.78,0.68
