site_id,site_status,exclude_reason,test_pred_actual_ratio,test_nrmse_pct,tv_cf_mean,test_cf_mean
S006,系统性偏差,"pred/actual=2.616超出[0.8,1.2]",2.616456613200445,12.143681642481774,0.1084358243011979,0.0520292740046838
S019,系统性偏差,"pred/actual=0.628超出[0.8,1.2]",0.6283619999477659,31.02812603808974,0.3066412437665004,0.3663895394223262
S022,系统性偏差,"pred/actual=0.688超出[0.8,1.2]",0.6881115658515771,11.622864738705736,0.1587063926642982,0.1887811894642495
S032,系统性偏差,"pred/actual=0.496超出[0.8,1.2]",0.4961197006232826,14.922952526955331,0.1261791286132935,0.1661302117763346
S048,系统性偏差,"pred/actual=1.203超出[0.8,1.2]",1.2026822034704905,7.970263657195302,0.1959532062391681,0.1401639344262295
S052,系统性偏差,"pred/actual=0.586超出[0.8,1.2]",0.5859199136123583,12.954104812623177,0.1788447203885044,0.1777606156785406
S054,系统性偏差,"pred/actual=1.223超出[0.8,1.2]",1.2228695465124442,8.039750707301023,0.2032698564831305,0.1449660554514886
S071,系统性偏差,"pred/actual=0.610超出[0.8,1.2]",0.6103402010316488,13.955706104781225,0.1081065928424758,0.1740787470725994
