统计周期,样本数,站点数,实际总出力(MWh),预测总出力(MWh),pred_actual_ratio,bias(%),全样本NRMSE(%),MAE(MW),RMSE(MW)
2025-09-01 至 2025-12-31,68888,53,93382.49,89286.7,0.9561,-4.386,19.902,0.5927,1.2164
