time_period,hour_range,n_samples,mape_raw_pct,mape_active_pct,mape_clipped_pct,mae,rmse,wape_pct
dawn,6-7,11301,68.03623253681937,45.39228131145177,43.1833307708023,0.419408917378156,1.0742665057284504,69.96473783617819
morning,8-9,18899,51.14294624962829,44.573828781958845,41.359131787537414,0.4556151489811082,0.8290871593711531,36.892476023232156
midday,10-14,47856,47.43428771955499,45.9337510983319,40.762129445111896,0.6049817600819242,1.0177028178992396,30.107380861789828
afternoon,15-16,18926,60.36303020600852,59.27321436359437,43.40199890231359,0.4374021112494714,0.8322870327090096,37.66849068218995
dusk,17-19,12501,63.92610523408874,49.917866868086705,40.40977348955735,0.44993803352423,1.1709787302705068,65.89056213559127
