site_id,site_status,nrmse_pct,rmse_MW,mae_MW,bias_MW,n_samples,capacity_mw
S062,正常评价,5.545784316246898,0.24699148693582487,0.1689867930977905,0.0701860012343336,1708,4.45368
S023,正常评价,6.097581870956406,0.9981741522755636,0.6371751201868368,0.04014046404797085,1708,16.37
S049,正常评价,6.4048192806594395,0.903079518572981,0.5536790037025727,-0.03963276127643762,1708,14.1
S077,测试期无有效发电,6.765857536892161,0.060960376407398376,0.039321073452447064,0.039321073452447064,1708,0.901
S031,测试期分布漂移,6.969297615726234,0.06427086261222732,0.044840523862221704,0.02510898507313294,1708,0.9222
S010,测试期分布漂移,7.2961911256029754,0.14592382251205951,0.10050111385912731,0.05015853060370062,1708,2.0
S054,正常评价,7.394373408318428,0.8334937705856531,0.5455761411852659,0.1803239952035487,1708,11.272
S070,测试期分布漂移,7.4295086501524334,0.1560196816532011,0.10403487180881736,0.04790958940292516,1708,2.1
S064,测试期分布漂移,7.472415612425733,0.2456930253365581,0.17247215675459887,0.10229912561798912,1708,3.288
S047,正常评价,7.559906017347872,0.3628754888326979,0.23497718329008693,-0.07855606228275606,1708,4.8
S048,正常评价,7.674891504143999,0.30699566016575996,0.18260417407832022,0.04477423218264513,1708,4.0
S016,测试期分布漂移,7.800492515385844,0.6630418638077967,0.43851769461913237,0.1858408559925348,1708,8.5
S056,正常评价,7.80352744644717,0.24581111456308583,0.15661268675647563,0.0732325950422446,1708,3.15
S024,测试期分布漂移,7.831967846557622,0.4691348740088016,0.31133986831766036,0.15170956415931083,1708,5.99
S025,测试期分布漂移,7.871301722359666,0.4447285473133212,0.3024683327159155,-0.03707422438660899,1708,5.65
S068,测试期分布漂移,7.91958286472968,0.09685649843564399,0.06784896167056288,0.028560425656314736,1708,1.223
S018,测试期分布漂移,8.06806680306114,0.4114714069561181,0.26103069028690706,0.0748289341504564,1708,5.1
S011,正常评价,8.320227157585169,0.19327887687070347,0.12670034818069287,0.057391184495893754,1708,2.323
S035,测试期分布漂移,8.359603738971172,0.4427246140159133,0.30152847986035314,0.04003795877282061,1708,5.296
S004,测试期分布漂移,8.533846505598662,0.3387937062722669,0.2016043554080091,0.04958570045719713,1708,3.97
S006,系统性偏差,8.71472863591266,0.43573643179563304,0.24769462892410582,0.20903841258409409,1708,5.0
S075,测试期分布漂移,8.784377907834063,0.23102913897603583,0.1358289126788318,0.0022243611954480165,1708,2.63
S074,测试期分布漂移,8.803042096004585,0.3521216838401834,0.23353540830370043,0.0330772531401527,1708,4.0
S039,测试期分布漂移,8.898161776001015,0.30698658127203504,0.20169096357239175,0.11667906888496343,1708,3.45
S014,测试期分布漂移,9.009200793202563,0.45946924045333065,0.28498543519701103,0.1375439495700586,1708,5.1
S061,测试期分布漂移,9.153829012821319,0.3463808898451587,0.21018021438898538,-0.012216562151067112,1708,3.784
S033,测试期分布漂移,9.218042029197797,0.5243222306207707,0.3463428862112953,0.019887918063162355,1708,5.688
S030,正常评价,9.40046347797456,0.2726134408612622,0.18334689893642456,0.08118322322733808,1708,2.9
S116,正常评价,9.476931822368293,2.0849250009210243,1.292698509237098,0.03252840520601057,1708,22.0
S042,测试期分布漂移,9.515307765070604,0.35435006117122936,0.254752006998284,0.1303504398105121,1708,3.724
S058,正常评价,9.560203336596755,0.5726561798621457,0.4001104628328464,-0.07949568018692071,1708,5.99
S060,测试期分布漂移,9.62948318876193,0.5623618182236967,0.35850695539165367,0.04960428223918292,1708,5.84
S073,系统性偏差,9.7695933962569,1.465439009438535,0.9798913470345384,-0.5857015246981603,1708,15.0
S040,测试期分布漂移,9.794392437080884,0.5837457892500207,0.3789254467628913,0.143885772003859,1708,5.96
S007,正常评价,9.842217009700798,2.1652877421341756,1.2748910851423951,0.3234941085360932,1708,22.0
S028,测试期分布漂移,10.34186574132038,0.32473458427745994,0.2202799774551377,0.010142261205950208,1708,3.14
S063,正常评价,10.49246996881447,0.3840244008586096,0.25725948309798735,0.0893775626327584,1708,3.66
S008,测试期分布漂移,10.53142772581688,0.3340568874629114,0.22265761981956567,0.09618703176761233,1708,3.172
S065,正常评价,10.57321478293595,0.20341807920890476,0.13248846735963252,0.0642346854281782,1708,1.9239
S051,测试期分布漂移,10.665523862158189,0.535942574073449,0.3268745966682861,0.10021304888079272,1708,5.025
S022,系统性偏差,10.768752900380939,0.34890759397234244,0.2450882362336423,-0.10635232159298884,1708,3.24
S052,系统性偏差,10.77076700053983,0.6548626336328217,0.4394661602852921,-0.22941486676525288,1708,6.08
S038,测试期分布漂移,10.873165491598362,0.18179932701952461,0.1168864740456366,0.03637320781728568,1708,1.672
S034,测试期分布漂移,11.200735772603789,0.39157772261022844,0.22749273453624375,0.11290413730329904,1708,3.496
S017,测试期分布漂移,11.23406732567731,0.10717300228696154,0.08242530171152289,0.0516549925208556,1708,0.954
S055,测试期分布漂移,11.370996975872206,0.45483987903488826,0.3440748285463398,0.03407181759976019,1708,4.0
S041,正常评价,11.48417355080283,0.25265181811766224,0.16815706139499395,0.02483283520104068,1708,2.2
S072,正常评价,11.881499466211315,0.3712968583191036,0.25971380767905106,-0.05836287791674397,1708,3.125
S071,系统性偏差,13.395527237311283,2.6791054474622564,2.1230312851706863,-1.093047252154292,1708,20.0
S037,测试期分布漂移,13.50678639639101,0.8031135191294094,0.5358545193924026,0.0393965333236168,1708,5.946
S003,测试期无有效发电,13.513982305546769,0.5630871007252172,0.41360296917987777,0.41360296917987777,1708,4.1667
S059,测试期分布漂移,13.826720864944777,0.27653441729889555,0.2401685533146125,-0.09522306832551729,1708,2.0
S050,测试期分布漂移,14.185512587929628,0.36173057099220546,0.22514255030678704,0.11433063405185208,1708,2.55
S002,测试期分布漂移,14.300074050360884,0.47190244366190914,0.3104489739985772,-0.18782589512585393,1708,3.3
S009,系统性偏差,14.540067476089272,0.7633535424946868,0.5203977372984742,-0.1621464374608853,1708,5.25
S066,系统性偏差,14.544138292069885,0.7926555369178089,0.5437523440156308,-0.18837464486643288,1708,5.45
S020,测试期分布漂移,15.475100956875593,0.5880538363612725,0.414607739521974,-0.21314921063877196,1708,3.8
S069,测试期无有效发电,16.127719625208936,0.4838315887562681,0.33452471245809035,0.33452471245809035,1708,3.0
S012,测试期分布漂移,16.409940988811112,2.87994464353635,1.8221379674065978,1.4538427786840373,1708,17.55
S044,测试期无有效发电,16.70326605545645,1.4184413534293616,0.97869038063278,0.97869038063278,1708,8.492
S046,测试期分布漂移,17.522564847559863,0.7447090060212942,0.5080127460217576,-0.2747029824515678,1708,4.25
S115,正常评价,17.63763922175637,1.234634745522946,0.737120603368532,0.06318492222623505,1708,7.0
S045,测试期分布漂移,17.842700155371507,0.5201147095290795,0.3996344255784078,0.3406494556859287,1708,2.915
S021,测试期分布漂移,18.752791107998036,0.4125614043759568,0.30771916711215935,-0.11061484340153303,1708,2.2
S032,系统性偏差,20.39657656109047,1.9040204219777956,1.2729447591130467,-1.1389964917246007,1708,9.335
S076,测试期无有效发电,21.368554224856638,1.068427711242832,0.8060099943565088,0.8060099943565088,1708,5.0
S053,系统性偏差,24.492260298364503,3.2648182977719884,2.616057397635349,-1.8386004731745624,1708,13.33
S019,系统性偏差,30.425317078445307,0.9127595123533592,0.5603543585506974,-0.30362071077521174,1708,3.0
